ダウンロードした時刻：2017/07/24 15:46:56

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/1/1,12.3,17.0,9.0
1991/1/2,9.8,13.0,6.5
1991/1/3,5.7,8.1,3.0
1991/1/4,6.5,9.1,2.8
1991/1/5,4.4,6.5,2.8
1991/1/6,4.4,8.7,1.6
1991/1/7,6.3,12.9,-0.6
1991/1/8,5.6,10.0,2.1
1991/1/9,5.2,9.5,1.6
1991/1/10,6.3,13.5,-1.1
1991/1/11,6.6,8.7,4.4
1991/1/12,6.4,9.8,3.6
1991/1/13,4.3,8.1,2.3
1991/1/14,4.2,7.2,1.1
1991/1/15,4.7,9.3,0.8
1991/1/16,5.5,12.1,-0.1
1991/1/17,8.2,14.0,5.2
1991/1/18,6.5,9.9,0.9
1991/1/19,6.0,9.0,2.7
1991/1/20,8.0,10.6,5.0
1991/1/21,10.9,12.1,9.5
1991/1/22,10.4,12.6,8.9
1991/1/23,6.9,9.7,2.0
1991/1/24,7.1,11.6,1.9
1991/1/25,9.4,12.6,7.0
1991/1/26,6.1,10.2,2.0
1991/1/27,5.0,10.3,-1.1
1991/1/28,5.4,7.9,1.1
1991/1/29,6.1,8.7,4.0
1991/1/30,5.0,9.9,0.6
1991/1/31,4.5,10.0,-0.3
1991/2/1,5.8,12.1,-0.5
1991/2/2,6.1,9.8,2.4
1991/2/3,4.6,10.0,-1.1
1991/2/4,7.3,11.4,4.6
1991/2/5,5.7,9.5,0.5
1991/2/6,5.0,10.4,-1.7
1991/2/7,7.2,11.9,2.9
1991/2/8,9.0,13.1,2.7
1991/2/9,5.6,11.1,-0.6
1991/2/10,10.9,15.7,6.9
1991/2/11,10.2,12.3,7.2
1991/2/12,8.5,12.3,3.1
1991/2/13,5.0,8.6,1.3
1991/2/14,7.5,9.5,5.1
1991/2/15,9.8,11.8,8.5
1991/2/16,6.4,8.5,4.4
1991/2/17,5.4,8.7,2.4
1991/2/18,4.8,7.9,0.7
1991/2/19,4.8,7.6,1.6
1991/2/20,3.4,8.6,-1.4
1991/2/21,3.7,8.0,0.0
1991/2/22,2.8,10.7,-2.2
1991/2/23,0.1,4.2,-2.3
1991/2/24,1.1,4.0,-0.6
1991/2/25,1.9,7.7,-3.8
1991/2/26,2.5,9.6,-4.3
1991/2/27,5.5,12.3,-2.4
1991/2/28,11.3,13.6,8.3
1991/3/1,7.0,9.5,5.4
1991/3/2,6.5,11.0,0.3
1991/3/3,6.4,12.9,-1.0
1991/3/4,5.6,8.7,1.0
1991/3/5,10.3,13.1,8.3
1991/3/6,13.3,18.6,9.0
1991/3/7,9.9,14.4,5.7
1991/3/8,8.5,10.3,7.1
1991/3/9,11.0,14.1,8.3
1991/3/10,9.7,14.0,3.9
1991/3/11,10.5,12.8,9.4
1991/3/12,10.8,14.0,8.0
1991/3/13,10.0,14.6,5.7
1991/3/14,8.4,12.2,5.1
1991/3/15,6.1,8.6,3.7
1991/3/16,7.4,11.5,5.1
1991/3/17,9.2,13.8,5.7
1991/3/18,7.3,13.3,0.8
1991/3/19,9.9,15.1,2.9
1991/3/20,12.8,17.3,8.3
1991/3/21,10.3,13.1,8.1
1991/3/22,9.1,10.6,7.9
1991/3/23,13.4,17.6,8.9
1991/3/24,11.8,18.2,5.9
1991/3/25,10.5,13.1,7.4
1991/3/26,11.4,12.4,10.6
1991/3/27,14.1,17.6,11.7
1991/3/28,11.7,13.6,10.1
1991/3/29,10.9,14.0,7.6
1991/3/30,10.7,11.9,9.9
1991/3/31,11.0,13.1,9.1
1991/4/1,9.0,12.0,7.7
1991/4/2,8.4,12.3,5.2
1991/4/3,7.8,14.1,1.2
1991/4/4,10.2,14.7,2.3
1991/4/5,12.5,14.0,11.2
1991/4/6,12.7,13.5,11.7
1991/4/7,13.4,14.1,13.0
1991/4/8,14.2,17.1,12.0
1991/4/9,14.7,20.4,8.6
1991/4/10,13.6,16.8,10.3
1991/4/11,15.4,17.2,13.3
1991/4/12,16.9,20.1,14.6
1991/4/13,19.3,23.2,17.1
1991/4/14,16.6,19.8,14.0
1991/4/15,15.7,20.4,10.0
1991/4/16,17.2,22.5,13.7
1991/4/17,18.4,21.6,13.9
1991/4/18,17.3,24.9,11.6
1991/4/19,13.4,19.0,9.7
1991/4/20,14.3,20.3,7.7
1991/4/21,14.8,21.9,7.7
1991/4/22,13.7,19.0,6.8
1991/4/23,13.8,17.8,10.8
1991/4/24,13.5,14.0,13.1
1991/4/25,16.1,21.1,12.9
1991/4/26,14.8,17.4,12.0
1991/4/27,14.8,20.2,10.2
1991/4/28,16.2,22.4,11.2
1991/4/29,15.8,19.0,13.8
1991/4/30,15.6,21.3,11.2
1991/5/1,15.9,20.4,10.6
