ダウンロードした時刻：2019/10/10 16:11:25

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,11.3,15.0,8.6
2015/12/2,13.1,17.7,7.4
2015/12/3,12.3,14.8,7.3
2015/12/4,8.9,11.7,6.2
2015/12/5,10.5,12.9,7.3
2015/12/6,11.1,12.8,9.3
2015/12/7,11.1,15.3,7.5
2015/12/8,10.3,15.2,6.4
2015/12/9,10.7,14.2,6.5
2015/12/10,14.6,16.8,11.5
2015/12/11,16.0,22.1,11.8
2015/12/12,12.1,14.7,10.5
2015/12/13,12.7,16.3,10.3
2015/12/14,12.9,16.1,9.5
2015/12/15,14.2,17.9,11.3
2015/12/16,12.7,16.0,8.9
2015/12/17,7.3,10.1,5.4
2015/12/18,6.9,9.2,4.2
2015/12/19,7.7,11.3,5.4
2015/12/20,7.9,11.0,3.5
2015/12/21,9.6,11.2,8.1
2015/12/22,10.9,15.0,8.1
2015/12/23,10.7,12.7,7.3
2015/12/24,13.0,15.3,11.6
2015/12/25,11.0,13.8,7.4
2015/12/26,8.9,11.5,5.2
2015/12/27,8.0,11.1,5.1
2015/12/28,6.2,9.9,3.4
2015/12/29,6.5,10.4,3.2
2015/12/30,7.2,11.0,3.7
2015/12/31,7.2,11.7,4.0
2016/1/1,7.9,12.3,4.8
2016/1/2,8.8,12.5,4.9
2016/1/3,11.0,14.3,7.9
2016/1/4,11.8,16.0,7.8
2016/1/5,10.3,12.0,8.5
2016/1/6,10.2,12.8,7.9
2016/1/7,9.1,11.9,7.0
2016/1/8,8.0,10.7,5.6
2016/1/9,7.3,11.1,4.2
2016/1/10,8.0,11.7,4.8
2016/1/11,8.5,11.5,6.2
2016/1/12,7.3,9.7,4.2
2016/1/13,5.6,9.4,3.5
2016/1/14,5.5,10.2,2.6
2016/1/15,6.1,9.8,3.5
2016/1/16,6.4,10.5,3.3
2016/1/17,6.9,9.5,3.2
2016/1/18,8.7,12.1,2.7
2016/1/19,2.6,6.1,0.3
2016/1/20,4.0,8.6,0.3
2016/1/21,5.3,8.6,2.1
2016/1/22,5.4,8.8,3.3
2016/1/23,4.5,7.1,2.1
2016/1/24,-0.8,2.3,-3.3
2016/1/25,1.4,5.8,-4.0
2016/1/26,4.6,9.0,0.6
2016/1/27,7.3,10.0,4.2
2016/1/28,8.1,11.3,3.9
2016/1/29,9.2,10.3,7.9
2016/1/30,8.8,10.6,7.2
2016/1/31,8.0,11.4,5.2
2016/2/1,7.8,10.3,5.8
2016/2/2,6.7,9.8,4.6
2016/2/3,5.5,9.5,2.1
2016/2/4,6.5,9.9,3.0
2016/2/5,7.6,11.2,4.4
2016/2/6,6.8,10.0,4.3
2016/2/7,4.6,8.1,2.4
2016/2/8,5.7,10.2,0.9
2016/2/9,7.5,10.9,3.9
2016/2/10,5.6,9.6,2.8
2016/2/11,6.9,11.0,2.5
2016/2/12,11.9,17.0,6.7
2016/2/13,14.7,18.3,12.2
2016/2/14,15.5,19.8,10.6
2016/2/15,6.4,10.8,2.9
2016/2/16,4.5,7.7,1.3
2016/2/17,5.9,9.4,3.3
2016/2/18,6.0,10.1,1.7
2016/2/19,9.7,14.1,5.0
2016/2/20,10.0,12.5,8.9
2016/2/21,7.8,11.4,5.2
2016/2/22,6.3,8.0,3.2
2016/2/23,8.2,9.8,6.6
2016/2/24,5.4,8.3,3.4
2016/2/25,4.5,8.6,1.5
2016/2/26,5.6,9.6,2.0
2016/2/27,8.2,13.2,3.4
2016/2/28,10.5,14.7,5.6
2016/2/29,8.9,12.9,1.4
2016/3/1,3.4,6.8,0.7
2016/3/2,6.5,11.0,2.2
2016/3/3,9.7,14.3,4.3
2016/3/4,11.8,16.7,6.5
2016/3/5,15.7,19.5,11.3
2016/3/6,17.1,19.7,13.4
2016/3/7,17.7,21.0,15.1
2016/3/8,15.0,19.1,12.2
2016/3/9,9.6,13.7,6.8
2016/3/10,7.6,10.0,5.8
2016/3/11,7.3,12.2,5.4
2016/3/12,7.1,10.4,3.8
2016/3/13,9.0,12.6,5.3
2016/3/14,7.2,8.8,5.9
2016/3/15,8.4,12.9,5.5
2016/3/16,9.2,14.4,4.3
2016/3/17,12.7,18.3,7.1
2016/3/18,15.0,19.3,11.3
2016/3/19,14.0,16.3,10.3
2016/3/20,11.2,16.0,8.9
2016/3/21,9.8,14.6,7.1
2016/3/22,10.0,14.8,4.6
2016/3/23,12.9,18.6,8.5
2016/3/24,9.2,12.6,6.0
2016/3/25,7.2,11.1,4.7
2016/3/26,8.1,11.5,3.9
2016/3/27,9.8,14.1,6.1
2016/3/28,10.5,14.4,7.6
2016/3/29,12.0,15.7,6.9
2016/3/30,14.6,18.6,10.6
2016/3/31,16.1,20.1,11.9
