ダウンロードした時刻：2019/10/10 15:47:13

,高田,高田,高田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,5.8,10.8,1.7
2005/12/2,5.4,9.6,0.5
2005/12/3,3.2,7.4,0.4
2005/12/4,5.8,10.4,3.0
2005/12/5,5.5,9.0,0.8
2005/12/6,4.4,7.4,2.9
2005/12/7,3.2,7.7,0.2
2005/12/8,5.1,9.5,0.4
2005/12/9,5.4,11.5,2.9
2005/12/10,4.9,7.1,2.5
2005/12/11,1.1,3.8,0.2
2005/12/12,1.2,3.8,-0.2
2005/12/13,0.6,2.6,-0.5
2005/12/14,0.9,2.3,-0.1
2005/12/15,1.3,4.2,-1.7
2005/12/16,2.8,6.3,0.8
2005/12/17,1.8,6.1,-2.6
2005/12/18,-0.3,2.2,-2.9
2005/12/19,0.7,3.5,-2.5
2005/12/20,1.1,3.1,-1.2
2005/12/21,1.8,4.8,0.0
2005/12/22,1.5,3.8,-0.8
2005/12/23,1.1,3.2,-0.9
2005/12/24,0.7,3.6,-2.7
2005/12/25,1.6,7.0,-3.5
2005/12/26,1.4,2.7,-0.6
2005/12/27,1.2,2.9,-0.1
2005/12/28,1.1,3.0,-0.5
2005/12/29,1.1,3.2,0.1
2005/12/30,1.8,6.1,-2.4
2005/12/31,0.6,2.8,-1.4
2006/1/1,1.1,6.0,-1.9
2006/1/2,1.6,4.2,-1.7
2006/1/3,1.2,3.8,0.1
2006/1/4,0.8,1.8,-0.3
2006/1/5,0.1,1.4,-1.3
2006/1/6,-2.0,0.1,-3.7
2006/1/7,-1.4,1.2,-5.2
2006/1/8,0.6,2.1,-1.1
2006/1/9,-0.1,3.9,-3.5
2006/1/10,1.6,5.2,-1.3
2006/1/11,0.6,2.3,0.1
2006/1/12,0.4,2.1,-1.8
2006/1/13,3.7,9.4,-3.0
2006/1/14,5.6,10.2,3.1
2006/1/15,4.0,7.5,-0.4
2006/1/16,2.9,7.7,-1.4
2006/1/17,1.4,3.6,0.3
2006/1/18,1.8,4.1,-0.1
2006/1/19,0.7,2.5,-0.7
2006/1/20,0.2,3.6,-2.2
2006/1/21,1.0,5.5,-3.2
2006/1/22,0.5,4.6,-1.8
2006/1/23,-0.4,1.8,-3.5
2006/1/24,1.0,2.6,-1.7
2006/1/25,1.0,5.7,-3.8
2006/1/26,2.2,5.1,0.2
2006/1/27,1.4,3.4,0.2
2006/1/28,1.7,3.4,-0.5
2006/1/29,0.9,6.3,-2.6
2006/1/30,4.3,10.5,-2.5
2006/1/31,1.8,3.6,0.3
2006/2/1,2.4,5.1,0.1
2006/2/2,0.4,4.1,-4.5
2006/2/3,-0.1,5.0,-3.8
2006/2/4,-2.9,0.0,-6.7
2006/2/5,-1.9,0.0,-5.3
2006/2/6,-1.0,3.2,-6.0
2006/2/7,2.5,7.6,-3.5
2006/2/8,1.7,4.7,0.0
2006/2/9,-0.7,1.6,-4.3
2006/2/10,2.3,8.2,-4.2
2006/2/11,3.2,7.9,0.3
2006/2/12,-1.1,0.5,-4.2
2006/2/13,0.6,7.5,-6.3
2006/2/14,5.1,11.2,-0.4
2006/2/15,4.2,7.1,2.4
2006/2/16,3.1,4.1,2.1
2006/2/17,0.5,5.4,-1.7
2006/2/18,-0.1,4.1,-6.5
2006/2/19,2.0,7.9,-3.1
2006/2/20,2.2,7.1,-3.0
2006/2/21,4.4,10.5,0.6
2006/2/22,7.9,13.2,1.2
2006/2/23,3.9,7.5,0.0
2006/2/24,3.7,8.1,-0.6
2006/2/25,4.9,11.7,-2.9
2006/2/26,8.3,11.3,3.9
2006/2/27,0.6,4.1,-0.8
2006/2/28,1.6,5.2,-2.6
2006/3/1,2.5,4.9,0.5
2006/3/2,2.4,6.4,0.4
2006/3/3,0.6,2.3,-1.3
2006/3/4,1.8,7.4,-3.4
2006/3/5,6.4,12.5,0.5
2006/3/6,5.6,10.4,1.5
2006/3/7,3.9,9.2,-0.9
2006/3/8,4.5,9.7,1.2
2006/3/9,4.1,8.0,0.7
2006/3/10,7.1,13.3,2.0
2006/3/11,8.2,16.7,0.9
2006/3/12,1.9,7.1,0.1
2006/3/13,-0.8,0.4,-1.7
2006/3/14,-0.3,2.9,-3.8
2006/3/15,2.5,8.1,-2.9
2006/3/16,7.0,13.8,-1.0
2006/3/17,6.6,9.1,3.1
2006/3/18,6.9,12.3,1.5
2006/3/19,3.3,6.1,1.8
2006/3/20,5.6,9.1,1.3
2006/3/21,6.7,13.9,1.0
2006/3/22,5.7,10.6,-0.5
2006/3/23,7.2,10.5,4.9
2006/3/24,5.4,9.0,0.1
2006/3/25,4.8,11.8,-2.7
2006/3/26,10.5,18.1,2.0
2006/3/27,6.6,12.3,3.0
2006/3/28,10.5,20.2,3.9
2006/3/29,3.0,6.1,0.9
2006/3/30,2.0,5.7,0.0
2006/3/31,2.8,5.1,0.3
