ダウンロードした時刻：2019/10/10 15:41:43

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,7.1,14.5,-0.3
1986/12/2,6.7,11.3,2.6
1986/12/3,4.9,8.6,0.0
1986/12/4,9.3,14.0,6.2
1986/12/5,7.3,12.1,3.1
1986/12/6,6.4,13.3,0.4
1986/12/7,9.6,17.1,2.8
1986/12/8,7.3,11.9,4.3
1986/12/9,8.0,16.2,0.5
1986/12/10,9.7,14.7,-0.4
1986/12/11,9.4,13.0,4.9
1986/12/12,8.7,12.9,3.7
1986/12/13,9.2,12.3,6.0
1986/12/14,10.6,12.7,8.0
1986/12/15,6.0,11.0,1.9
1986/12/16,4.7,8.4,0.2
1986/12/17,5.0,9.0,1.8
1986/12/18,4.5,7.8,-1.7
1986/12/19,11.1,15.2,7.1
1986/12/20,5.2,9.2,2.4
1986/12/21,4.3,8.7,-0.6
1986/12/22,3.2,6.9,0.5
1986/12/23,4.4,9.4,-1.6
1986/12/24,6.6,15.0,-0.8
1986/12/25,7.8,10.7,4.1
1986/12/26,5.9,9.2,1.4
1986/12/27,4.0,6.9,1.3
1986/12/28,2.2,4.1,0.5
1986/12/29,2.9,6.9,-0.3
1986/12/30,3.5,10.8,-2.5
1986/12/31,8.4,12.9,0.7
1987/1/1,3.2,8.9,0.5
1987/1/2,1.5,4.3,0.1
1987/1/3,6.0,9.9,0.5
1987/1/4,3.4,7.0,0.2
1987/1/5,1.7,4.0,-0.4
1987/1/6,3.1,7.5,0.1
1987/1/7,4.1,7.7,-1.5
1987/1/8,5.9,12.8,1.1
1987/1/9,5.9,11.4,0.8
1987/1/10,0.4,4.3,-2.8
1987/1/11,-0.3,4.3,-3.6
1987/1/12,0.8,3.3,-5.3
1987/1/13,3.8,8.6,1.4
1987/1/14,2.3,6.6,-1.3
1987/1/15,5.5,9.8,1.2
1987/1/16,7.2,11.8,0.8
1987/1/17,10.8,17.4,6.0
1987/1/18,4.0,7.7,1.0
1987/1/19,1.8,8.0,-2.3
1987/1/20,-0.4,2.4,-3.4
1987/1/21,0.5,5.5,-3.8
1987/1/22,2.5,8.5,-3.4
1987/1/23,7.2,13.4,-2.4
1987/1/24,7.7,13.4,3.2
1987/1/25,1.1,5.3,-1.8
1987/1/26,0.4,5.4,-2.7
1987/1/27,2.3,7.8,-3.7
1987/1/28,5.0,11.1,-1.4
1987/1/29,5.6,12.1,-1.7
1987/1/30,5.0,13.9,-1.0
1987/1/31,2.5,6.2,-0.3
1987/2/1,0.7,4.7,-1.7
1987/2/2,0.3,4.1,-2.2
1987/2/3,2.5,7.0,-1.0
1987/2/4,2.0,5.5,-1.8
1987/2/5,5.3,9.5,1.5
1987/2/6,6.1,11.8,0.4
1987/2/7,7.4,11.4,2.9
1987/2/8,6.5,11.4,2.2
1987/2/9,4.8,11.2,-1.6
1987/2/10,7.6,15.0,1.2
1987/2/11,10.1,17.0,3.1
1987/2/12,8.0,16.1,3.6
1987/2/13,2.7,5.6,0.4
1987/2/14,6.2,13.4,0.9
1987/2/15,3.3,8.1,0.6
1987/2/16,1.7,6.7,-1.7
1987/2/17,3.0,6.8,-0.5
1987/2/18,0.8,3.0,-0.9
1987/2/19,0.8,4.6,-2.4
1987/2/20,2.3,7.5,-0.3
1987/2/21,2.3,5.8,-2.0
1987/2/22,3.5,6.3,0.0
1987/2/23,5.5,10.1,2.3
1987/2/24,7.6,13.0,0.5
1987/2/25,2.9,8.0,-1.7
1987/2/26,1.2,7.3,-4.5
1987/2/27,3.3,8.6,-1.1
1987/2/28,2.6,9.4,-2.7
1987/3/1,1.5,7.5,-3.9
1987/3/2,2.3,8.1,-1.8
1987/3/3,4.5,9.3,-0.8
1987/3/4,7.3,12.3,-0.3
1987/3/5,8.6,17.9,0.3
1987/3/6,5.9,12.5,1.5
1987/3/7,2.0,7.0,-0.2
1987/3/8,4.5,10.3,-1.0
1987/3/9,6.0,10.0,2.7
1987/3/10,3.4,7.6,-0.5
1987/3/11,1.7,3.4,0.5
1987/3/12,4.8,9.2,0.7
1987/3/13,7.4,11.2,1.2
1987/3/14,11.9,14.9,8.9
1987/3/15,6.1,11.4,2.1
1987/3/16,5.3,10.9,0.6
1987/3/17,5.4,8.3,2.6
1987/3/18,6.2,13.3,2.4
1987/3/19,6.7,10.5,0.1
1987/3/20,9.5,16.5,6.6
1987/3/21,6.8,9.1,5.0
1987/3/22,7.9,11.3,5.4
1987/3/23,8.7,11.5,6.3
1987/3/24,12.5,15.0,8.6
1987/3/25,9.4,15.4,3.4
1987/3/26,4.8,8.6,1.6
1987/3/27,5.9,10.8,-0.1
1987/3/28,7.4,10.2,3.5
1987/3/29,8.4,12.6,3.8
1987/3/30,9.8,14.1,2.6
1987/3/31,7.4,12.7,0.9
