ダウンロードした時刻：2019/10/10 16:22:43

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,11.6,17.0,7.2
2015/12/2,12.4,18.8,5.9
2015/12/3,11.7,15.0,9.5
2015/12/4,9.9,12.7,7.9
2015/12/5,11.1,15.1,7.2
2015/12/6,11.2,14.1,8.8
2015/12/7,11.3,15.6,7.4
2015/12/8,11.2,16.9,5.7
2015/12/9,12.8,17.1,8.1
2015/12/10,13.5,16.6,12.4
2015/12/11,14.8,16.9,12.5
2015/12/12,12.2,14.1,9.7
2015/12/13,11.0,15.4,5.6
2015/12/14,12.5,16.4,10.0
2015/12/15,13.4,16.8,11.1
2015/12/16,10.6,12.7,8.2
2015/12/17,6.0,8.8,2.8
2015/12/18,5.8,10.9,0.3
2015/12/19,7.6,12.8,2.8
2015/12/20,9.9,13.2,6.1
2015/12/21,12.6,17.4,9.8
2015/12/22,10.7,15.3,7.0
2015/12/23,10.6,13.2,8.3
2015/12/24,13.2,16.3,8.9
2015/12/25,11.1,14.2,6.1
2015/12/26,9.0,13.2,4.2
2015/12/27,9.2,13.9,5.9
2015/12/28,7.4,12.9,3.3
2015/12/29,6.7,9.6,2.4
2015/12/30,5.3,11.3,0.3
2015/12/31,6.9,11.0,2.6
2016/1/1,6.9,13.4,1.7
2016/1/2,9.4,15.0,2.1
2016/1/3,12.5,16.5,8.7
2016/1/4,11.7,19.2,5.4
2016/1/5,9.8,13.5,7.4
2016/1/6,8.9,11.2,5.8
2016/1/7,8.7,12.9,5.2
2016/1/8,7.2,9.3,5.1
2016/1/9,6.8,11.2,2.6
2016/1/10,6.7,12.2,1.5
2016/1/11,7.7,11.7,3.5
2016/1/12,8.2,11.2,4.7
2016/1/13,6.2,10.5,3.3
2016/1/14,6.3,10.2,3.5
2016/1/15,5.9,10.2,1.8
2016/1/16,5.4,11.3,0.2
2016/1/17,5.6,9.3,1.5
2016/1/18,7.7,11.8,2.4
2016/1/19,3.0,6.0,1.7
2016/1/20,3.0,6.9,-0.1
2016/1/21,3.5,7.8,-2.0
2016/1/22,7.3,10.4,3.9
2016/1/23,4.8,8.8,1.2
2016/1/24,-1.7,1.3,-3.6
2016/1/25,1.5,6.2,-2.6
2016/1/26,4.1,10.2,-1.8
2016/1/27,6.1,11.7,0.0
2016/1/28,8.4,10.8,6.0
2016/1/29,10.2,12.3,8.4
2016/1/30,10.3,11.3,9.2
2016/1/31,8.7,13.2,4.6
2016/2/1,7.1,9.1,4.6
2016/2/2,7.0,10.2,3.4
2016/2/3,5.7,9.9,1.0
2016/2/4,6.0,12.1,0.0
2016/2/5,6.3,11.2,1.9
2016/2/6,5.1,7.4,2.2
2016/2/7,4.7,8.0,0.9
2016/2/8,5.4,12.2,-1.0
2016/2/9,8.6,13.6,2.9
2016/2/10,7.0,12.3,1.9
2016/2/11,7.3,13.3,1.4
2016/2/12,12.5,16.7,6.2
2016/2/13,15.2,18.1,11.9
2016/2/14,14.2,19.5,7.2
2016/2/15,4.9,7.3,2.4
2016/2/16,4.9,8.4,2.2
2016/2/17,5.8,8.3,1.3
2016/2/18,5.2,12.3,-0.9
2016/2/19,8.0,13.4,1.4
2016/2/20,8.8,10.8,7.7
2016/2/21,6.9,10.1,4.0
2016/2/22,5.8,9.8,1.4
2016/2/23,7.8,10.4,5.7
2016/2/24,8.1,11.7,5.6
2016/2/25,4.9,6.6,1.2
2016/2/26,5.1,11.2,-1.1
2016/2/27,8.2,16.9,1.8
2016/2/28,10.7,15.8,3.9
2016/2/29,7.5,13.8,1.3
2016/3/1,4.4,9.1,0.5
2016/3/2,6.7,13.2,0.2
2016/3/3,8.6,16.0,0.7
2016/3/4,11.5,15.4,8.2
2016/3/5,15.2,22.2,8.5
2016/3/6,18.5,21.4,15.0
2016/3/7,16.4,21.4,13.5
2016/3/8,14.3,19.9,11.5
2016/3/9,10.5,13.7,9.2
2016/3/10,9.7,12.1,8.4
2016/3/11,8.2,12.2,5.9
2016/3/12,7.0,11.2,1.1
2016/3/13,7.3,9.9,3.3
2016/3/14,9.0,13.0,6.8
2016/3/15,9.3,13.9,6.0
2016/3/16,9.7,14.3,5.0
2016/3/17,11.9,16.4,5.2
2016/3/18,15.0,16.4,12.8
2016/3/19,14.9,20.6,11.5
2016/3/20,11.8,16.7,9.1
2016/3/21,10.4,15.0,6.7
2016/3/22,9.8,16.5,3.3
2016/3/23,11.7,17.4,6.2
2016/3/24,10.7,13.6,7.8
2016/3/25,8.8,12.6,6.4
2016/3/26,8.8,13.8,3.3
2016/3/27,9.7,13.8,5.8
2016/3/28,11.0,17.3,4.7
2016/3/29,12.3,18.5,5.1
2016/3/30,14.3,19.2,11.2
2016/3/31,13.0,16.8,9.4
