ダウンロードした時刻：2017/07/24 15:42:35

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,5.9,9.8,2.6
1981/1/2,6.4,9.5,2.9
1981/1/3,3.1,5.4,1.8
1981/1/4,5.0,9.9,2.1
1981/1/5,4.1,7.7,2.1
1981/1/6,2.9,6.9,0.4
1981/1/7,3.5,6.9,1.7
1981/1/8,4.9,9.2,1.6
1981/1/9,6.3,10.1,3.1
1981/1/10,5.9,9.2,2.5
1981/1/11,3.2,6.4,1.7
1981/1/12,2.8,6.0,1.0
1981/1/13,2.0,7.9,-0.3
1981/1/14,2.7,7.0,-0.9
1981/1/15,4.2,7.9,0.9
1981/1/16,3.1,6.4,0.0
1981/1/17,3.5,7.3,-0.4
1981/1/18,5.5,9.1,1.1
1981/1/19,6.1,10.1,4.5
1981/1/20,4.2,9.0,2.7
1981/1/21,3.8,7.9,1.1
1981/1/22,2.2,5.4,-0.6
1981/1/23,4.9,9.3,0.5
1981/1/24,8.1,12.5,3.1
1981/1/25,7.2,10.0,5.3
1981/1/26,4.0,6.3,1.9
1981/1/27,2.7,5.1,1.3
1981/1/28,4.3,7.7,2.4
1981/1/29,5.0,9.4,0.8
1981/1/30,4.4,7.3,2.4
1981/1/31,4.8,8.1,2.2
1981/2/1,5.2,6.7,3.6
1981/2/2,5.5,8.7,2.5
1981/2/3,5.7,9.9,2.2
1981/2/4,4.7,8.7,2.5
1981/2/5,5.3,10.5,1.1
1981/2/6,5.2,8.2,2.5
1981/2/7,4.7,7.3,3.1
1981/2/8,6.6,10.7,3.4
1981/2/9,6.7,11.0,2.4
1981/2/10,5.9,10.6,2.7
1981/2/11,4.5,8.5,1.9
1981/2/12,5.9,9.9,0.8
1981/2/13,8.8,10.8,5.3
1981/2/14,9.0,11.3,7.2
1981/2/15,9.7,13.1,7.6
1981/2/16,12.4,17.0,9.4
1981/2/17,3.6,9.4,1.2
1981/2/18,4.6,8.7,0.4
1981/2/19,9.0,12.3,4.4
1981/2/20,5.6,8.2,2.0
1981/2/21,5.3,8.5,2.8
1981/2/22,4.6,7.1,1.9
1981/2/23,4.4,5.8,3.2
1981/2/24,4.2,6.7,3.0
1981/2/25,3.7,6.9,0.5
1981/2/26,-0.6,2.4,-3.1
1981/2/27,-0.1,5.4,-3.2
1981/2/28,2.4,7.3,-0.7
1981/3/1,3.5,6.6,0.9
1981/3/2,2.4,5.7,-0.1
1981/3/3,7.3,10.5,2.2
1981/3/4,7.0,8.5,4.4
1981/3/5,7.4,13.1,3.6
1981/3/6,6.9,10.5,2.3
1981/3/7,6.5,10.8,1.5
1981/3/8,9.6,14.3,7.1
1981/3/9,4.9,8.3,4.1
1981/3/10,4.4,8.2,0.4
1981/3/11,5.2,8.5,1.3
1981/3/12,8.7,13.2,5.2
1981/3/13,11.0,15.9,7.0
1981/3/14,9.1,13.4,7.1
1981/3/15,11.6,16.0,6.2
1981/3/16,7.0,12.7,3.2
1981/3/17,6.9,12.4,2.7
1981/3/18,8.9,15.0,4.0
1981/3/19,12.8,18.2,7.7
1981/3/20,11.9,15.9,8.3
1981/3/21,11.0,14.2,8.1
1981/3/22,10.6,13.3,7.9
1981/3/23,11.3,15.5,7.1
1981/3/24,9.2,11.9,5.9
1981/3/25,12.8,17.3,8.2
1981/3/26,13.2,17.2,7.5
1981/3/27,9.8,15.5,5.8
1981/3/28,8.5,11.3,5.7
1981/3/29,10.4,15.1,7.3
1981/3/30,7.7,9.9,6.3
1981/3/31,5.0,7.3,3.7
1981/4/1,7.2,9.5,4.4
1981/4/2,12.3,16.4,7.8
1981/4/3,11.0,16.4,6.0
1981/4/4,10.6,14.3,8.4
1981/4/5,9.0,11.7,6.6
1981/4/6,11.6,17.9,7.4
1981/4/7,13.9,19.1,10.2
1981/4/8,11.9,14.5,9.6
1981/4/9,13.7,18.1,11.9
1981/4/10,13.4,15.6,10.9
1981/4/11,15.7,20.5,11.2
1981/4/12,15.0,19.5,11.7
1981/4/13,12.1,16.5,6.8
1981/4/14,10.3,15.0,6.2
1981/4/15,13.2,17.2,9.1
1981/4/16,10.4,12.8,9.4
1981/4/17,12.0,16.4,8.4
1981/4/18,12.1,16.2,8.2
1981/4/19,11.0,12.7,9.4
1981/4/20,12.4,15.2,8.9
1981/4/21,12.9,17.9,7.9
1981/4/22,13.6,18.7,9.9
1981/4/23,15.9,20.9,11.3
1981/4/24,16.8,20.4,14.1
1981/4/25,15.0,19.6,11.2
1981/4/26,12.8,17.4,7.3
1981/4/27,16.0,20.0,11.1
1981/4/28,14.7,18.5,11.5
1981/4/29,15.4,19.9,9.9
1981/4/30,16.3,18.8,13.4
1981/5/1,17.7,22.8,13.0
