ダウンロードした時刻：2019/10/10 15:37:18

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/12/1,4.5,10.0,-0.7
2004/12/2,4.4,7.6,-0.5
2004/12/3,4.6,11.2,-1.3
2004/12/4,9.6,12.2,3.8
2004/12/5,8.3,12.1,5.5
2004/12/6,4.6,8.0,1.2
2004/12/7,4.0,6.2,1.8
2004/12/8,4.6,9.4,0.7
2004/12/9,1.2,7.3,-2.3
2004/12/10,5.3,11.1,-2.3
2004/12/11,5.1,10.5,0.8
2004/12/12,3.4,7.9,-1.5
2004/12/13,4.4,8.4,1.5
2004/12/14,2.3,6.7,-1.2
2004/12/15,2.5,6.2,0.2
2004/12/16,3.1,7.5,0.0
2004/12/17,1.1,4.5,-1.6
2004/12/18,0.3,1.4,-1.7
2004/12/19,1.7,5.8,-1.7
2004/12/20,2.9,5.4,-1.4
2004/12/21,0.3,4.0,-2.6
2004/12/22,-3.0,-1.8,-3.9
2004/12/23,-1.4,2.1,-4.4
2004/12/24,-1.0,4.0,-5.6
2004/12/25,0.0,3.3,-2.0
2004/12/26,0.5,4.6,-1.3
2004/12/27,-0.6,1.6,-3.4
2004/12/28,-1.4,1.2,-3.8
2004/12/29,-3.3,-2.3,-5.0
2004/12/30,-4.1,0.3,-7.7
2004/12/31,-3.5,-1.1,-7.2
2005/1/1,-3.4,-0.1,-7.9
2005/1/2,-3.9,1.2,-10.2
2005/1/3,2.3,6.0,-0.4
2005/1/4,1.8,4.5,-2.4
2005/1/5,-2.8,0.1,-5.8
2005/1/6,-1.7,1.8,-5.7
2005/1/7,0.3,3.4,-2.3
2005/1/8,-2.2,1.0,-6.2
2005/1/9,-4.4,-1.3,-7.7
2005/1/10,-3.9,-1.5,-8.4
2005/1/11,-3.2,-0.2,-5.6
2005/1/12,-5.0,-3.6,-7.9
2005/1/13,-1.5,2.8,-8.1
2005/1/14,0.0,4.4,-4.0
2005/1/15,-1.7,2.1,-5.5
2005/1/16,0.4,3.1,-1.5
2005/1/17,-0.1,2.0,-1.3
2005/1/18,1.2,6.1,-2.4
2005/1/19,0.3,4.0,-4.7
2005/1/20,0.5,1.9,-1.7
2005/1/21,-0.4,2.4,-3.3
2005/1/22,-3.4,-1.8,-5.3
2005/1/23,-3.7,1.8,-7.7
2005/1/24,-3.6,1.4,-9.9
2005/1/25,-0.2,2.8,-4.0
2005/1/26,-4.1,1.3,-8.1
2005/1/27,-2.8,2.0,-7.5
2005/1/28,-2.5,2.6,-7.9
2005/1/29,-0.5,5.1,-8.2
2005/1/30,-2.5,3.2,-6.7
2005/1/31,-4.8,-2.2,-6.8
2005/2/1,-4.0,-0.8,-5.3
2005/2/2,-4.0,-0.3,-6.9
2005/2/3,-4.1,0.7,-9.0
2005/2/4,-1.5,1.1,-3.4
2005/2/5,-1.8,0.8,-3.3
2005/2/6,-0.9,3.4,-5.4
2005/2/7,0.2,4.0,-3.6
2005/2/8,-2.0,3.0,-6.8
2005/2/9,-1.6,1.8,-5.4
2005/2/10,-1.3,2.3,-5.2
2005/2/11,-4.4,-1.4,-7.3
2005/2/12,-3.5,-0.1,-6.1
2005/2/13,-2.6,2.2,-7.8
2005/2/14,-2.3,0.8,-5.4
2005/2/15,-1.6,3.9,-4.7
2005/2/16,-4.9,-2.9,-8.1
2005/2/17,0.0,5.3,-3.1
2005/2/18,-0.5,3.1,-4.4
2005/2/19,-0.4,1.5,-1.7
2005/2/20,-0.4,2.7,-5.3
2005/2/21,-3.5,0.0,-7.4
2005/2/22,-3.0,-0.1,-5.4
2005/2/23,-2.8,4.1,-7.6
2005/2/24,-2.6,0.8,-5.4
2005/2/25,-2.1,2.6,-5.6
2005/2/26,-3.5,0.2,-9.8
2005/2/27,-5.3,0.0,-11.3
2005/2/28,-2.5,-0.4,-5.6
2005/3/1,-3.8,-0.8,-7.2
2005/3/2,-4.4,-0.2,-9.2
2005/3/3,-3.4,1.0,-8.7
2005/3/4,-3.2,-0.7,-6.0
2005/3/5,-0.8,3.2,-4.0
2005/3/6,-1.4,3.9,-7.0
2005/3/7,2.7,6.3,-2.9
2005/3/8,4.0,6.6,0.0
2005/3/9,-0.5,2.7,-2.3
2005/3/10,-0.3,1.7,-4.4
2005/3/11,2.5,5.6,0.4
2005/3/12,1.4,6.2,-2.5
2005/3/13,-2.5,0.4,-4.0
2005/3/14,-1.8,3.1,-5.2
2005/3/15,2.1,7.9,-2.6
2005/3/16,3.3,9.3,-0.7
2005/3/17,1.3,3.7,-2.2
2005/3/18,5.2,8.0,1.5
2005/3/19,0.7,4.5,-2.2
2005/3/20,2.8,8.4,-3.4
2005/3/21,4.2,8.7,0.5
2005/3/22,5.0,10.8,-1.5
2005/3/23,7.2,13.7,3.3
2005/3/24,5.2,10.0,0.7
2005/3/25,0.3,3.1,-2.6
2005/3/26,-0.8,2.5,-3.2
2005/3/27,2.0,6.6,-1.1
2005/3/28,1.2,5.5,-3.1
2005/3/29,2.5,6.4,0.1
2005/3/30,1.1,3.5,0.3
2005/3/31,3.1,8.5,-1.2
