ダウンロードした時刻：2019/10/10 16:00:46

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,12.6,15.9,10.7
2003/12/2,13.9,18.8,10.7
2003/12/3,11.5,13.8,9.6
2003/12/4,11.0,14.9,8.3
2003/12/5,7.6,9.1,6.6
2003/12/6,11.7,17.8,6.9
2003/12/7,12.6,18.4,8.9
2003/12/8,9.9,13.2,7.3
2003/12/9,9.0,13.8,6.1
2003/12/10,8.3,11.3,6.3
2003/12/11,5.7,7.1,4.7
2003/12/12,8.0,11.0,4.8
2003/12/13,9.3,13.8,5.5
2003/12/14,9.0,13.9,3.9
2003/12/15,8.9,13.0,4.9
2003/12/16,8.9,13.3,5.4
2003/12/17,6.6,10.1,3.9
2003/12/18,8.4,14.0,3.3
2003/12/19,9.2,14.4,6.1
2003/12/20,6.0,8.5,3.4
2003/12/21,7.3,11.5,4.2
2003/12/22,7.5,13.3,2.4
2003/12/23,10.0,15.2,4.8
2003/12/24,10.2,15.2,4.6
2003/12/25,11.2,15.6,6.3
2003/12/26,10.2,13.4,6.3
2003/12/27,4.7,8.4,1.1
2003/12/28,6.6,11.7,1.4
2003/12/29,8.9,14.2,2.3
2003/12/30,9.1,13.9,5.7
2003/12/31,8.0,13.0,4.8
2004/1/1,9.2,12.8,6.3
2004/1/2,9.8,15.5,4.4
2004/1/3,9.4,13.4,6.2
2004/1/4,8.3,11.9,6.3
2004/1/5,6.8,9.5,4.5
2004/1/6,6.9,10.7,3.7
2004/1/7,5.7,8.8,3.2
2004/1/8,5.5,8.6,2.7
2004/1/9,6.2,9.8,3.1
2004/1/10,6.0,12.2,1.6
2004/1/11,5.8,10.5,3.9
2004/1/12,5.1,7.7,2.6
2004/1/13,5.9,12.5,2.0
2004/1/14,5.0,9.2,1.8
2004/1/15,4.2,9.0,0.3
2004/1/16,4.4,8.2,1.6
2004/1/17,2.1,3.1,0.4
2004/1/18,4.9,8.6,0.9
2004/1/19,4.6,7.5,2.6
2004/1/20,7.3,12.5,2.1
2004/1/21,7.3,10.1,4.0
2004/1/22,4.7,8.9,0.0
2004/1/23,3.7,8.7,-0.7
2004/1/24,4.8,7.6,1.3
2004/1/25,4.7,9.7,0.5
2004/1/26,5.2,8.9,1.0
2004/1/27,4.9,8.5,1.9
2004/1/28,6.3,10.4,2.3
2004/1/29,7.0,11.5,3.3
2004/1/30,7.2,10.0,5.1
2004/1/31,7.3,12.1,4.2
2004/2/1,6.6,9.6,3.1
2004/2/2,5.0,7.2,3.8
2004/2/3,8.2,12.1,4.9
2004/2/4,6.6,9.8,3.6
2004/2/5,5.6,9.6,2.1
2004/2/6,4.9,9.3,1.1
2004/2/7,5.2,9.0,1.1
2004/2/8,5.7,10.1,0.6
2004/2/9,6.4,11.0,2.1
2004/2/10,4.5,8.5,2.0
2004/2/11,5.7,9.6,1.9
2004/2/12,7.4,12.2,2.3
2004/2/13,7.5,11.6,4.0
2004/2/14,10.3,15.5,4.9
2004/2/15,9.4,14.3,5.1
2004/2/16,7.9,13.8,4.4
2004/2/17,8.3,15.8,2.7
2004/2/18,8.4,13.8,4.6
2004/2/19,8.7,13.4,4.2
2004/2/20,8.8,12.9,6.5
2004/2/21,11.7,18.3,6.1
2004/2/22,16.6,20.3,12.4
2004/2/23,12.4,17.3,5.8
2004/2/24,8.4,12.3,3.5
2004/2/25,12.0,16.4,6.9
2004/2/26,12.4,18.4,5.6
2004/2/27,6.6,10.9,2.8
2004/2/28,8.0,12.6,3.6
2004/2/29,12.4,17.8,6.8
2004/3/1,4.9,11.7,1.9
2004/3/2,6.1,9.6,3.2
2004/3/3,5.3,7.9,2.3
2004/3/4,5.5,11.0,2.3
2004/3/5,6.7,11.9,1.1
2004/3/6,9.0,14.1,4.0
2004/3/7,5.0,9.2,1.7
2004/3/8,5.9,11.1,1.1
2004/3/9,8.2,13.9,3.5
2004/3/10,12.1,17.9,5.1
2004/3/11,17.2,21.0,13.2
2004/3/12,9.3,13.2,7.7
2004/3/13,10.4,15.5,6.1
2004/3/14,10.6,16.0,4.9
2004/3/15,10.4,14.8,6.7
2004/3/16,12.0,17.3,7.5
2004/3/17,17.4,21.3,12.8
2004/3/18,12.4,19.6,5.1
2004/3/19,6.8,10.5,4.5
2004/3/20,4.9,8.2,3.2
2004/3/21,7.4,12.6,2.7
2004/3/22,5.1,7.9,2.3
2004/3/23,6.0,8.6,2.6
2004/3/24,7.3,10.1,5.0
2004/3/25,9.5,12.0,6.9
2004/3/26,9.4,14.7,6.6
2004/3/27,10.5,16.0,4.3
2004/3/28,12.2,18.2,6.4
2004/3/29,15.2,20.4,9.5
2004/3/30,15.6,17.7,13.6
2004/3/31,15.4,20.7,11.5
