ダウンロードした時刻：2019/10/10 16:13:00

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,16.0,18.2,12.7
1990/12/2,11.8,14.4,10.2
1990/12/3,9.8,11.7,8.2
1990/12/4,8.8,12.3,4.9
1990/12/5,8.7,14.1,4.0
1990/12/6,8.9,15.6,4.0
1990/12/7,9.9,17.0,4.3
1990/12/8,10.4,16.9,5.2
1990/12/9,11.9,16.7,7.3
1990/12/10,13.3,17.7,10.6
1990/12/11,11.1,19.0,8.8
1990/12/12,9.7,11.1,8.6
1990/12/13,9.3,12.7,6.6
1990/12/14,11.1,15.3,6.9
1990/12/15,10.6,12.7,7.8
1990/12/16,9.0,11.7,6.8
1990/12/17,7.5,9.9,4.1
1990/12/18,8.7,10.8,7.1
1990/12/19,8.3,10.5,6.9
1990/12/20,7.6,12.0,2.5
1990/12/21,9.8,15.0,7.0
1990/12/22,11.3,16.5,4.8
1990/12/23,7.9,13.5,5.6
1990/12/24,7.1,9.4,5.9
1990/12/25,7.3,11.8,2.8
1990/12/26,8.3,12.2,2.1
1990/12/27,6.1,9.0,3.0
1990/12/28,5.9,10.0,1.9
1990/12/29,7.9,10.4,5.0
1990/12/30,6.5,10.1,3.5
1990/12/31,7.2,11.7,2.8
1991/1/1,10.9,14.0,8.4
1991/1/2,10.3,13.7,7.7
1991/1/3,7.2,9.6,5.2
1991/1/4,5.9,8.5,4.2
1991/1/5,4.8,6.8,2.6
1991/1/6,4.6,7.1,2.3
1991/1/7,6.8,10.8,3.0
1991/1/8,7.2,11.0,3.8
1991/1/9,5.7,8.0,3.5
1991/1/10,6.9,10.4,2.3
1991/1/11,7.7,11.6,3.8
1991/1/12,7.2,11.4,3.5
1991/1/13,5.2,7.7,3.4
1991/1/14,4.9,6.8,3.2
1991/1/15,5.5,7.9,2.8
1991/1/16,5.0,10.9,-0.2
1991/1/17,6.5,12.6,3.0
1991/1/18,4.9,8.0,3.1
1991/1/19,5.7,10.5,1.4
1991/1/20,7.6,12.9,1.9
1991/1/21,8.7,10.0,7.5
1991/1/22,9.0,11.9,6.0
1991/1/23,5.0,7.2,2.1
1991/1/24,5.9,11.0,0.3
1991/1/25,8.5,10.9,5.9
1991/1/26,6.2,9.3,3.7
1991/1/27,4.9,9.4,1.2
1991/1/28,4.4,6.8,2.8
1991/1/29,4.7,7.4,2.3
1991/1/30,5.1,7.2,3.0
1991/1/31,4.2,8.7,0.6
1991/2/1,5.3,10.3,-0.4
1991/2/2,5.9,8.4,3.5
1991/2/3,3.8,7.5,0.5
1991/2/4,6.3,10.2,2.6
1991/2/5,5.0,6.4,2.3
1991/2/6,4.4,9.1,-0.6
1991/2/7,5.9,11.2,1.3
1991/2/8,5.7,10.0,1.4
1991/2/9,5.6,10.2,-0.2
1991/2/10,10.3,16.5,4.7
1991/2/11,10.7,14.3,8.5
1991/2/12,8.5,11.2,6.7
1991/2/13,6.9,9.1,4.0
1991/2/14,10.0,14.7,5.6
1991/2/15,12.5,18.1,9.1
1991/2/16,7.6,11.7,4.9
1991/2/17,4.1,6.9,2.5
1991/2/18,4.4,6.2,2.8
1991/2/19,5.1,7.4,1.9
1991/2/20,3.7,7.7,1.6
1991/2/21,3.6,7.9,1.0
1991/2/22,3.2,8.3,-0.2
1991/2/23,0.4,2.3,-1.9
1991/2/24,1.8,5.1,0.0
1991/2/25,2.4,6.6,-0.1
1991/2/26,3.6,10.1,-2.0
1991/2/27,7.3,13.2,-0.6
1991/2/28,12.4,16.5,8.4
1991/3/1,5.0,8.4,2.8
1991/3/2,5.4,9.4,0.8
1991/3/3,6.3,11.6,1.2
1991/3/4,8.9,14.5,2.0
1991/3/5,11.6,14.9,8.8
1991/3/6,14.1,18.7,11.4
1991/3/7,10.2,13.5,6.5
1991/3/8,7.4,13.0,5.2
1991/3/9,14.2,19.4,9.6
1991/3/10,10.3,14.5,6.5
1991/3/11,9.0,10.6,8.2
1991/3/12,9.8,12.8,7.8
1991/3/13,10.3,15.2,5.8
1991/3/14,6.9,9.0,3.2
1991/3/15,4.9,8.6,1.8
1991/3/16,4.4,5.2,3.1
1991/3/17,8.4,12.9,4.1
1991/3/18,8.7,14.5,3.0
1991/3/19,13.3,20.1,5.4
1991/3/20,17.5,21.5,15.1
1991/3/21,9.8,15.1,7.8
1991/3/22,9.4,12.1,6.4
1991/3/23,13.2,17.2,11.1
1991/3/24,13.0,17.6,9.3
1991/3/25,12.1,14.8,8.8
1991/3/26,15.1,20.2,9.6
1991/3/27,16.1,21.8,11.9
1991/3/28,11.3,15.3,9.1
1991/3/29,11.2,15.5,8.5
1991/3/30,12.4,18.3,9.7
1991/3/31,10.3,12.0,9.2
