ダウンロードした時刻：2019/10/10 15:46:21

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,9.5,10.5,8.1
2003/12/2,8.5,12.2,5.6
2003/12/3,6.8,11.6,4.2
2003/12/4,3.3,5.2,0.8
2003/12/5,3.0,8.1,-1.1
2003/12/6,6.1,9.7,2.1
2003/12/7,4.0,8.0,-0.4
2003/12/8,2.0,8.6,-2.7
2003/12/9,1.8,4.7,-0.1
2003/12/10,1.3,6.5,-2.5
2003/12/11,2.0,5.5,-2.4
2003/12/12,4.0,7.4,1.0
2003/12/13,2.4,9.2,-0.9
2003/12/14,1.8,9.0,-2.9
2003/12/15,2.4,9.5,-3.3
2003/12/16,1.1,4.0,-1.7
2003/12/17,1.6,7.3,-3.5
2003/12/18,2.1,5.5,0.3
2003/12/19,1.0,4.5,-1.5
2003/12/20,-2.2,-0.7,-3.6
2003/12/21,-0.7,3.3,-4.4
2003/12/22,-2.4,2.7,-7.3
2003/12/23,-2.0,2.0,-4.9
2003/12/24,-0.4,4.0,-3.1
2003/12/25,0.5,6.1,-3.1
2003/12/26,2.3,5.5,-0.6
2003/12/27,-2.4,0.0,-4.3
2003/12/28,-1.8,3.3,-5.3
2003/12/29,-0.2,5.4,-5.5
2003/12/30,1.0,2.9,-2.4
2003/12/31,0.0,2.5,-3.1
2004/1/1,3.2,7.3,0.4
2004/1/2,2.5,8.3,-2.0
2004/1/3,3.4,7.2,1.4
2004/1/4,1.8,5.0,-2.2
2004/1/5,-0.2,5.9,-4.4
2004/1/6,-1.9,1.9,-4.5
2004/1/7,-0.4,5.5,-6.2
2004/1/8,-1.3,1.3,-3.6
2004/1/9,-1.8,3.0,-6.0
2004/1/10,-0.4,7.2,-7.2
2004/1/11,-1.6,2.6,-3.8
2004/1/12,-0.8,3.9,-6.6
2004/1/13,1.1,7.3,-2.2
2004/1/14,-3.3,-1.1,-5.7
2004/1/15,-3.2,0.9,-6.5
2004/1/16,-2.7,0.6,-5.5
2004/1/17,-2.2,0.3,-4.8
2004/1/18,-0.2,3.6,-4.9
2004/1/19,1.9,4.7,-1.1
2004/1/20,1.1,6.9,-3.1
2004/1/21,0.4,6.8,-3.9
2004/1/22,-2.2,1.6,-6.0
2004/1/23,-3.6,-1.8,-5.9
2004/1/24,-1.4,1.6,-3.4
2004/1/25,-3.0,-0.5,-5.8
2004/1/26,-3.5,2.1,-8.9
2004/1/27,-3.3,-0.8,-6.4
2004/1/28,-1.0,5.2,-5.6
2004/1/29,0.4,4.6,-2.9
2004/1/30,-0.4,4.6,-4.0
2004/1/31,0.3,4.4,-2.8
2004/2/1,-0.3,5.7,-5.6
2004/2/2,1.9,6.7,-3.2
2004/2/3,2.3,4.5,0.0
2004/2/4,0.1,4.3,-3.4
2004/2/5,-1.7,1.1,-3.7
2004/2/6,-1.2,2.5,-3.7
2004/2/7,-2.0,0.2,-3.7
2004/2/8,-0.4,4.8,-5.5
2004/2/9,-0.7,1.4,-2.5
2004/2/10,-1.4,3.8,-5.9
2004/2/11,0.2,7.0,-6.2
2004/2/12,1.4,6.4,-1.8
2004/2/13,2.2,7.4,-2.7
2004/2/14,5.0,13.4,-1.6
2004/2/15,0.2,3.4,-2.5
2004/2/16,-0.8,2.7,-3.4
2004/2/17,-0.2,5.6,-5.7
2004/2/18,1.4,5.6,-2.2
2004/2/19,2.3,10.3,-3.8
2004/2/20,5.5,13.6,0.1
2004/2/21,6.9,15.1,-0.7
2004/2/22,10.5,19.9,0.8
2004/2/23,2.9,10.0,-0.9
2004/2/24,1.2,6.5,-3.5
2004/2/25,4.4,13.2,-2.7
2004/2/26,2.2,6.9,-2.2
2004/2/27,-1.1,3.4,-4.1
2004/2/28,1.3,7.8,-5.0
2004/2/29,4.1,11.6,1.2
2004/3/1,0.4,2.7,-0.7
2004/3/2,0.6,9.1,-3.1
2004/3/3,-1.2,2.6,-4.8
2004/3/4,-0.5,4.7,-3.0
2004/3/5,0.3,8.9,-5.6
2004/3/6,1.8,7.0,-3.1
2004/3/7,-1.4,3.3,-3.3
2004/3/8,-0.6,5.5,-5.9
2004/3/9,2.7,11.1,-4.0
2004/3/10,8.0,18.4,-2.9
2004/3/11,7.7,17.5,3.0
2004/3/12,4.5,8.3,0.6
2004/3/13,3.1,11.9,-2.4
2004/3/14,3.7,11.3,-2.5
2004/3/15,4.4,12.8,0.3
2004/3/16,8.4,17.5,-0.9
2004/3/17,15.6,24.0,7.7
2004/3/18,2.4,12.4,-1.7
2004/3/19,1.8,8.3,-3.0
2004/3/20,2.3,8.7,-2.4
2004/3/21,4.2,11.3,-2.3
2004/3/22,2.7,5.6,0.6
2004/3/23,4.7,9.9,1.7
2004/3/24,7.3,14.1,1.3
2004/3/25,6.3,11.1,1.5
2004/3/26,4.9,9.0,0.8
2004/3/27,4.7,11.3,0.8
2004/3/28,7.9,18.3,-1.7
2004/3/29,11.4,21.8,2.3
2004/3/30,13.3,20.4,9.6
2004/3/31,8.0,12.3,1.9
