ダウンロードした時刻：2019/10/10 15:35:59

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,7.7,11.6,2.6
1980/12/2,7.7,13.5,-0.7
1980/12/3,7.8,11.9,4.1
1980/12/4,4.6,9.6,0.5
1980/12/5,0.7,2.1,-0.5
1980/12/6,2.1,3.4,0.0
1980/12/7,3.4,6.4,1.6
1980/12/8,1.3,4.5,-1.1
1980/12/9,0.7,3.5,-2.9
1980/12/10,3.2,7.5,-0.8
1980/12/11,2.6,5.2,-0.5
1980/12/12,7.1,11.2,3.0
1980/12/13,1.8,4.4,-0.3
1980/12/14,1.3,2.0,-0.7
1980/12/15,2.0,3.7,-0.2
1980/12/16,3.1,4.7,0.7
1980/12/17,2.3,4.6,-1.1
1980/12/18,2.2,4.8,-0.1
1980/12/19,-1.0,1.8,-2.3
1980/12/20,-2.1,0.0,-5.5
1980/12/21,-0.8,1.1,-3.1
1980/12/22,-0.3,1.4,-1.1
1980/12/23,1.5,4.1,-2.6
1980/12/24,1.8,2.9,0.1
1980/12/25,3.1,6.7,-2.3
1980/12/26,1.2,2.3,0.0
1980/12/27,1.2,3.9,-0.1
1980/12/28,0.3,2.2,-0.6
1980/12/29,1.5,3.9,-0.2
1980/12/30,1.5,4.0,-0.3
1980/12/31,0.3,2.0,-1.1
1981/1/1,0.1,2.1,-2.5
1981/1/2,3.3,5.5,-2.5
1981/1/3,3.1,5.4,0.2
1981/1/4,0.9,4.7,-1.4
1981/1/5,0.9,3.1,-1.4
1981/1/6,-0.9,0.6,-3.3
1981/1/7,-3.2,-1.4,-4.7
1981/1/8,-0.8,0.2,-3.4
1981/1/9,2.2,3.4,-0.2
1981/1/10,1.1,2.5,-0.6
1981/1/11,-1.7,0.2,-3.3
1981/1/12,-1.7,-0.2,-4.5
1981/1/13,-3.7,-0.1,-7.3
1981/1/14,-5.5,-0.4,-11.8
1981/1/15,-2.4,-0.4,-4.4
1981/1/16,-3.0,-1.5,-5.0
1981/1/17,-2.2,0.6,-6.8
1981/1/18,-1.2,0.6,-3.4
1981/1/19,-1.5,1.6,-4.3
1981/1/20,-3.0,-0.3,-5.3
1981/1/21,-3.9,-2.1,-5.8
1981/1/22,-2.6,-1.0,-4.9
1981/1/23,-0.3,2.5,-3.2
1981/1/24,1.2,4.4,-1.8
1981/1/25,-2.4,1.6,-4.4
1981/1/26,-3.0,-1.6,-4.8
1981/1/27,-3.8,-2.1,-5.1
1981/1/28,-2.0,-0.2,-4.2
1981/1/29,-0.9,0.3,-3.1
1981/1/30,-0.7,0.9,-2.8
1981/1/31,1.1,2.6,-1.2
1981/2/1,-0.8,1.8,-4.2
1981/2/2,1.6,3.8,-0.1
1981/2/3,1.1,3.5,-1.6
1981/2/4,1.3,4.4,-2.5
1981/2/5,0.3,2.3,-3.2
1981/2/6,1.6,3.5,-0.1
1981/2/7,0.6,3.1,-2.4
1981/2/8,-0.2,1.8,-1.9
1981/2/9,-0.3,1.3,-2.0
1981/2/10,1.4,3.3,-0.6
1981/2/11,-0.7,1.2,-3.2
1981/2/12,4.4,6.8,0.5
1981/2/13,4.0,7.2,2.1
1981/2/14,3.3,6.9,-0.5
1981/2/15,2.3,6.1,-2.6
1981/2/16,3.8,7.5,0.3
1981/2/17,0.1,2.5,-1.9
1981/2/18,1.6,5.4,-2.5
1981/2/19,1.3,4.2,-1.1
1981/2/20,-1.1,0.8,-2.1
1981/2/21,-2.3,0.2,-4.1
1981/2/22,-1.5,0.9,-3.9
1981/2/23,-1.7,0.7,-5.4
1981/2/24,0.1,2.1,-2.0
1981/2/25,-1.4,1.8,-3.8
1981/2/26,-2.1,0.6,-4.7
1981/2/27,-3.5,0.2,-7.0
1981/2/28,-2.7,-0.7,-4.8
1981/3/1,-0.8,1.5,-3.2
1981/3/2,0.4,2.5,-5.0
1981/3/3,3.3,6.0,0.1
1981/3/4,3.0,7.1,-3.6
1981/3/5,1.8,4.5,0.0
1981/3/6,-1.6,0.9,-3.4
1981/3/7,0.4,4.8,-4.6
1981/3/8,-0.8,2.6,-2.4
1981/3/9,0.1,3.5,-3.0
1981/3/10,-0.1,3.0,-2.3
1981/3/11,-0.2,2.5,-3.4
1981/3/12,3.6,8.4,-4.9
1981/3/13,7.1,12.1,2.1
1981/3/14,7.3,9.7,4.9
1981/3/15,5.4,10.0,0.6
1981/3/16,1.0,3.0,-1.3
1981/3/17,1.4,4.6,-1.3
1981/3/18,3.0,8.8,-3.2
1981/3/19,6.2,13.8,-0.4
1981/3/20,8.2,15.4,3.1
1981/3/21,7.6,13.1,4.9
1981/3/22,7.1,12.4,3.1
1981/3/23,4.4,8.4,1.3
1981/3/24,4.2,7.7,1.5
1981/3/25,4.5,6.7,2.5
1981/3/26,7.2,11.0,2.0
1981/3/27,2.9,3.9,0.9
1981/3/28,3.3,6.5,0.0
1981/3/29,1.8,4.9,-0.7
1981/3/30,2.1,7.0,-2.8
1981/3/31,3.1,8.7,-2.0
