ダウンロードした時刻：2019/10/10 16:01:23

,館山,館山,館山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,10.5,17.2,2.7
1994/12/2,16.3,19.4,12.3
1994/12/3,14.7,19.2,5.5
1994/12/4,8.0,14.8,3.6
1994/12/5,12.6,14.9,3.8
1994/12/6,7.7,14.7,2.2
1994/12/7,10.3,17.4,0.4
1994/12/8,10.7,17.2,3.5
1994/12/9,16.5,19.4,12.4
1994/12/10,10.4,15.1,3.4
1994/12/11,6.4,9.8,2.6
1994/12/12,11.3,15.1,8.0
1994/12/13,12.9,17.2,9.1
1994/12/14,10.6,15.0,5.0
1994/12/15,11.8,14.2,9.2
1994/12/16,7.0,12.1,3.2
1994/12/17,4.3,9.5,1.4
1994/12/18,5.3,12.3,-0.3
1994/12/19,5.5,10.9,0.8
1994/12/20,3.3,6.4,0.2
1994/12/21,6.2,12.3,-0.4
1994/12/22,6.5,13.9,0.4
1994/12/23,8.0,14.5,2.2
1994/12/24,11.4,17.9,1.9
1994/12/25,12.2,18.4,6.7
1994/12/26,8.3,10.2,5.9
1994/12/27,10.7,15.6,6.1
1994/12/28,9.7,14.6,4.5
1994/12/29,7.8,12.7,4.5
1994/12/30,6.1,10.3,1.4
1994/12/31,7.8,10.5,5.8
1995/1/1,6.2,10.5,1.2
1995/1/2,4.4,10.0,0.5
1995/1/3,9.6,15.2,0.8
1995/1/4,16.3,19.1,11.6
1995/1/5,10.4,13.3,6.9
1995/1/6,6.4,10.6,-0.7
1995/1/7,4.2,11.6,-1.0
1995/1/8,7.4,13.7,0.3
1995/1/9,12.6,16.4,4.8
1995/1/10,10.1,15.2,2.7
1995/1/11,5.5,11.1,1.2
1995/1/12,5.6,10.9,1.4
1995/1/13,7.6,10.8,3.3
1995/1/14,3.6,8.5,-1.7
1995/1/15,3.0,9.1,-4.3
1995/1/16,3.4,9.3,-3.0
1995/1/17,4.2,9.3,0.1
1995/1/18,5.7,10.3,-3.0
1995/1/19,6.5,10.3,-0.1
1995/1/20,3.7,11.2,-1.3
1995/1/21,5.4,13.5,-2.7
1995/1/22,5.9,7.8,2.0
1995/1/23,8.9,15.6,3.9
1995/1/24,8.5,13.7,2.6
1995/1/25,6.2,10.8,2.9
1995/1/26,6.8,11.8,0.8
1995/1/27,5.9,10.0,0.8
1995/1/28,5.0,10.9,-1.7
1995/1/29,6.3,12.4,-0.8
1995/1/30,5.5,9.0,-2.0
1995/1/31,4.0,8.6,-3.0
1995/2/1,3.2,9.0,-3.0
1995/2/2,3.8,10.4,-3.2
1995/2/3,5.3,10.5,1.4
1995/2/4,4.5,6.5,1.2
1995/2/5,3.1,5.1,1.6
1995/2/6,4.5,10.7,-1.9
1995/2/7,3.3,10.7,-1.2
1995/2/8,5.4,13.2,-1.1
1995/2/9,6.1,12.3,1.8
1995/2/10,6.1,10.6,1.1
1995/2/11,5.2,10.7,-2.9
1995/2/12,10.2,13.7,4.6
1995/2/13,9.6,14.8,6.8
1995/2/14,8.0,9.6,4.1
1995/2/15,7.7,11.8,2.8
1995/2/16,7.8,11.9,4.6
1995/2/17,5.9,10.4,2.0
1995/2/18,5.4,11.5,-2.0
1995/2/19,6.8,12.8,2.8
1995/2/20,6.4,10.3,1.4
1995/2/21,7.2,10.9,1.9
1995/2/22,5.3,12.3,-1.9
1995/2/23,5.5,12.9,-2.1
1995/2/24,6.8,12.6,0.2
1995/2/25,4.9,7.4,3.2
1995/2/26,4.3,7.7,1.7
1995/2/27,7.4,15.0,-0.7
1995/2/28,8.1,11.2,4.5
1995/3/1,6.6,11.6,2.7
1995/3/2,7.0,12.1,1.9
1995/3/3,6.9,11.5,4.1
1995/3/4,4.2,5.8,3.1
1995/3/5,5.7,11.0,1.5
1995/3/6,5.2,12.2,-0.7
1995/3/7,7.1,13.3,1.7
1995/3/8,8.8,15.4,-0.1
1995/3/9,9.3,13.9,5.0
1995/3/10,8.2,12.5,4.3
1995/3/11,10.5,15.0,4.1
1995/3/12,8.0,13.0,1.8
1995/3/13,7.0,13.1,2.5
1995/3/14,7.4,13.4,0.3
1995/3/15,8.8,12.5,6.1
1995/3/16,11.0,15.4,3.5
1995/3/17,15.9,17.8,13.4
1995/3/18,8.6,16.3,4.1
1995/3/19,6.8,12.4,2.1
1995/3/20,7.3,13.8,0.9
1995/3/21,10.8,16.3,1.4
1995/3/22,15.9,20.0,13.6
1995/3/23,12.9,15.8,9.8
1995/3/24,12.5,15.5,9.8
1995/3/25,8.8,13.4,4.2
1995/3/26,4.7,7.0,3.1
1995/3/27,9.2,14.8,1.1
1995/3/28,9.7,14.7,2.0
1995/3/29,7.8,12.7,-0.4
1995/3/30,12.1,14.7,9.2
1995/3/31,14.7,19.3,10.6
