ダウンロードした時刻：2019/10/10 16:14:35

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,9.1,14.1,3.3
1997/12/2,6.5,10.5,1.6
1997/12/3,2.6,7.0,-0.4
1997/12/4,3.0,9.6,-1.9
1997/12/5,4.6,13.0,-1.7
1997/12/6,7.1,16.0,-0.9
1997/12/7,13.3,19.8,8.1
1997/12/8,13.0,14.9,11.0
1997/12/9,8.8,12.2,3.8
1997/12/10,4.1,8.1,-1.4
1997/12/11,3.6,9.5,-3.0
1997/12/12,4.4,9.2,-1.0
1997/12/13,4.5,9.6,0.2
1997/12/14,4.7,12.2,-1.0
1997/12/15,6.9,14.2,0.7
1997/12/16,7.7,12.7,3.1
1997/12/17,6.2,8.0,4.0
1997/12/18,8.9,14.0,4.7
1997/12/19,8.2,15.1,2.3
1997/12/20,9.6,13.7,6.0
1997/12/21,8.5,12.9,5.6
1997/12/22,5.9,9.0,2.9
1997/12/23,5.9,9.1,2.5
1997/12/24,4.9,11.3,0.2
1997/12/25,5.3,13.7,-0.5
1997/12/26,6.3,9.9,2.0
1997/12/27,8.8,13.9,5.5
1997/12/28,6.5,13.1,2.6
1997/12/29,6.0,12.1,1.2
1997/12/30,6.1,7.6,4.9
1997/12/31,6.0,9.9,1.6
1998/1/1,3.8,6.0,0.7
1998/1/2,5.6,12.9,1.8
1998/1/3,5.3,12.3,-0.3
1998/1/4,6.0,9.7,2.6
1998/1/5,4.5,7.7,1.1
1998/1/6,5.2,9.7,1.8
1998/1/7,4.6,9.3,1.7
1998/1/8,4.5,6.6,3.2
1998/1/9,4.3,9.6,-0.4
1998/1/10,2.4,7.0,-2.0
1998/1/11,2.9,6.2,0.4
1998/1/12,2.6,5.5,0.4
1998/1/13,3.5,9.1,-0.7
1998/1/14,3.6,7.1,0.8
1998/1/15,6.0,9.5,2.5
1998/1/16,6.0,11.4,2.0
1998/1/17,6.1,11.7,-1.1
1998/1/18,8.8,11.3,6.2
1998/1/19,3.3,7.1,-1.2
1998/1/20,2.0,6.5,-1.3
1998/1/21,4.2,10.1,-0.4
1998/1/22,3.8,8.4,-0.9
1998/1/23,2.7,4.2,0.8
1998/1/24,0.9,5.2,-2.8
1998/1/25,0.7,5.7,-3.2
1998/1/26,3.0,8.7,-1.8
1998/1/27,4.1,9.6,0.6
1998/1/28,3.1,8.4,0.1
1998/1/29,1.6,6.4,-1.5
1998/1/30,3.6,10.2,-3.0
1998/1/31,6.0,11.8,2.6
1998/2/1,2.5,5.5,-1.5
1998/2/2,3.2,10.5,-3.0
1998/2/3,2.9,6.9,-1.9
1998/2/4,3.5,6.7,-0.1
1998/2/5,2.7,8.2,-1.8
1998/2/6,3.5,11.4,-2.0
1998/2/7,2.8,9.5,-2.2
1998/2/8,2.9,8.5,0.5
1998/2/9,3.1,7.9,-1.2
1998/2/10,3.0,9.3,-2.0
1998/2/11,2.9,11.6,-3.5
1998/2/12,9.0,17.5,0.5
1998/2/13,12.0,19.7,6.7
1998/2/14,9.0,14.6,5.4
1998/2/15,4.6,7.5,1.0
1998/2/16,4.8,11.7,-1.1
1998/2/17,4.3,7.8,1.6
1998/2/18,4.9,10.6,-0.7
1998/2/19,8.5,17.0,-0.8
1998/2/20,11.2,13.5,8.9
1998/2/21,8.5,11.7,2.7
1998/2/22,5.6,13.0,-0.1
1998/2/23,8.3,15.9,-0.7
1998/2/24,8.4,10.6,7.3
1998/2/25,9.6,12.6,7.5
1998/2/26,8.1,10.8,4.8
1998/2/27,8.4,14.9,2.6
1998/2/28,7.4,15.1,2.4
1998/3/1,6.1,9.1,3.6
1998/3/2,7.0,12.9,2.0
1998/3/3,6.9,15.8,-1.0
1998/3/4,8.2,15.2,1.9
1998/3/5,5.2,7.1,4.2
1998/3/6,7.7,13.0,3.1
1998/3/7,5.9,9.8,3.2
1998/3/8,6.7,13.3,-0.6
1998/3/9,9.3,16.9,2.3
1998/3/10,7.2,12.1,4.2
1998/3/11,9.6,13.7,4.3
1998/3/12,9.5,11.8,6.8
1998/3/13,8.6,14.2,4.1
1998/3/14,10.6,16.7,4.0
1998/3/15,5.5,9.7,0.7
1998/3/16,6.1,12.4,-0.2
1998/3/17,6.8,13.8,1.9
1998/3/18,6.0,13.7,-0.9
1998/3/19,10.1,18.2,0.0
1998/3/20,11.2,17.0,5.9
1998/3/21,7.7,12.5,3.7
1998/3/22,6.4,10.8,1.8
1998/3/23,6.1,12.3,1.0
1998/3/24,8.1,15.6,3.2
1998/3/25,9.2,14.8,4.4
1998/3/26,11.2,19.9,3.1
1998/3/27,12.1,14.2,9.3
1998/3/28,13.9,19.3,9.3
1998/3/29,14.6,24.5,5.9
1998/3/30,15.9,25.0,7.3
1998/3/31,13.3,22.1,8.4
