ダウンロードした時刻：2019/10/10 15:48:32

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,8.8,15.3,5.4
2002/12/2,7.2,10.8,4.6
2002/12/3,9.2,14.9,4.5
2002/12/4,11.4,13.9,8.6
2002/12/5,12.6,17.4,10.0
2002/12/6,7.5,10.2,3.9
2002/12/7,5.4,8.5,1.7
2002/12/8,5.3,6.9,4.2
2002/12/9,5.4,10.9,2.1
2002/12/10,2.3,5.4,0.6
2002/12/11,0.9,2.9,0.1
2002/12/12,1.2,3.5,0.3
2002/12/13,1.5,3.7,0.4
2002/12/14,2.0,3.9,0.3
2002/12/15,5.0,10.1,1.0
2002/12/16,8.2,15.4,1.5
2002/12/17,6.9,11.9,1.5
2002/12/18,5.1,9.9,0.6
2002/12/19,6.7,9.3,4.9
2002/12/20,5.3,7.9,1.3
2002/12/21,3.2,5.5,1.1
2002/12/22,5.2,9.4,1.6
2002/12/23,4.0,9.6,-0.1
2002/12/24,5.1,9.7,0.0
2002/12/25,6.7,10.6,3.0
2002/12/26,1.4,4.1,0.2
2002/12/27,1.4,3.1,0.1
2002/12/28,2.4,6.6,-0.5
2002/12/29,3.0,4.9,0.7
2002/12/30,2.3,5.5,-0.9
2002/12/31,3.8,5.9,1.4
2003/1/1,3.5,8.4,-0.1
2003/1/2,1.3,2.9,-0.2
2003/1/3,2.1,6.3,-1.4
2003/1/4,3.0,6.9,-0.3
2003/1/5,0.1,1.6,-1.3
2003/1/6,0.3,3.1,-1.3
2003/1/7,0.6,3.8,-0.5
2003/1/8,0.6,6.2,-2.0
2003/1/9,2.4,8.5,-1.8
2003/1/10,3.4,7.2,0.4
2003/1/11,2.4,8.3,-1.4
2003/1/12,4.4,10.2,1.0
2003/1/13,4.6,10.0,-0.2
2003/1/14,4.6,10.3,1.9
2003/1/15,0.3,3.3,-1.7
2003/1/16,0.9,4.5,-3.5
2003/1/17,4.4,10.4,0.7
2003/1/18,5.2,8.5,3.1
2003/1/19,3.9,7.2,1.6
2003/1/20,3.8,8.0,0.7
2003/1/21,1.5,3.1,-0.1
2003/1/22,2.3,5.9,-1.2
2003/1/23,4.1,5.3,2.2
2003/1/24,2.6,5.6,0.6
2003/1/25,3.5,6.0,1.6
2003/1/26,4.0,7.8,-0.1
2003/1/27,9.2,11.3,4.7
2003/1/28,2.7,7.4,-0.4
2003/1/29,-1.8,0.9,-3.8
2003/1/30,0.6,2.8,-2.0
2003/1/31,1.2,3.5,0.1
2003/2/1,1.4,4.1,-0.3
2003/2/2,0.2,2.9,-1.5
2003/2/3,0.8,4.3,-2.1
2003/2/4,2.1,5.8,-1.1
2003/2/5,2.0,6.3,0.2
2003/2/6,2.2,5.7,-0.3
2003/2/7,4.4,10.8,-0.5
2003/2/8,5.8,11.9,-0.4
2003/2/9,7.1,10.7,2.5
2003/2/10,6.4,14.2,1.0
2003/2/11,5.7,7.5,4.3
2003/2/12,3.0,6.1,0.2
2003/2/13,2.4,6.4,-0.2
2003/2/14,3.0,6.0,1.2
2003/2/15,4.9,10.9,0.5
2003/2/16,5.4,7.6,3.6
2003/2/17,4.7,9.6,1.2
2003/2/18,3.3,8.9,-0.6
2003/2/19,4.3,10.8,-1.9
2003/2/20,3.9,6.7,2.4
2003/2/21,3.4,7.1,0.5
2003/2/22,3.4,5.6,0.6
2003/2/23,6.2,9.5,4.5
2003/2/24,5.4,9.4,2.8
2003/2/25,4.6,10.2,0.6
2003/2/26,6.1,12.2,-0.3
2003/2/27,4.5,7.4,1.4
2003/2/28,3.7,9.7,-1.6
2003/3/1,7.1,9.6,2.0
2003/3/2,8.0,11.8,4.8
2003/3/3,5.8,9.5,0.7
2003/3/4,0.4,3.9,-1.6
2003/3/5,1.4,5.1,-1.6
2003/3/6,3.9,10.0,-1.1
2003/3/7,7.4,11.7,5.2
2003/3/8,4.4,6.5,2.5
2003/3/9,2.3,5.3,0.6
2003/3/10,2.4,6.3,-0.5
2003/3/11,1.3,5.5,-1.6
2003/3/12,2.9,7.0,0.3
2003/3/13,3.2,8.5,0.2
2003/3/14,4.3,10.2,-1.4
2003/3/15,6.2,10.8,3.2
2003/3/16,5.5,12.8,0.1
2003/3/17,7.8,12.3,5.1
2003/3/18,6.2,10.0,1.4
2003/3/19,3.4,7.4,0.7
2003/3/20,4.9,10.5,-0.2
2003/3/21,4.3,10.2,-1.4
2003/3/22,4.8,10.0,1.2
2003/3/23,6.2,12.6,-0.1
2003/3/24,11.3,19.4,2.3
2003/3/25,10.6,15.3,9.1
2003/3/26,10.1,16.2,6.3
2003/3/27,12.1,19.7,5.2
2003/3/28,9.3,13.1,5.0
2003/3/29,8.2,11.9,3.2
2003/3/30,8.9,16.5,0.6
2003/3/31,10.6,17.4,5.0
