ダウンロードした時刻：2019/10/10 15:33:37

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,7.3,10.2,3.0
2016/12/2,2.6,4.2,0.6
2016/12/3,5.3,7.8,3.0
2016/12/4,9.4,13.1,4.9
2016/12/5,7.6,10.7,4.2
2016/12/6,-0.3,5.6,-5.2
2016/12/7,-3.0,-1.2,-4.9
2016/12/8,0.0,2.1,-2.5
2016/12/9,2.1,3.9,0.7
2016/12/10,-1.2,2.0,-4.5
2016/12/11,-4.5,-2.3,-6.0
2016/12/12,-2.9,0.4,-6.0
2016/12/13,2.6,6.2,-1.8
2016/12/14,0.1,1.6,-2.6
2016/12/15,-2.3,-0.2,-4.3
2016/12/16,-2.8,-1.0,-3.9
2016/12/17,-1.1,1.0,-3.2
2016/12/18,5.0,8.4,0.9
2016/12/19,3.5,6.0,0.1
2016/12/20,2.9,6.6,0.5
2016/12/21,3.7,6.4,0.9
2016/12/22,2.5,3.7,0.5
2016/12/23,1.7,4.8,-1.7
2016/12/24,-2.4,-0.2,-4.2
2016/12/25,0.7,2.3,-1.0
2016/12/26,4.1,6.9,0.8
2016/12/27,-0.9,0.8,-4.9
2016/12/28,-2.9,-0.1,-5.6
2016/12/29,-1.6,1.3,-4.4
2016/12/30,-1.5,1.2,-4.2
2016/12/31,-0.6,0.5,-1.6
2017/1/1,1.7,3.2,0.0
2017/1/2,1.9,4.0,-1.1
2017/1/3,1.1,3.3,-0.8
2017/1/4,0.3,2.0,-1.3
2017/1/5,-1.9,0.8,-4.2
2017/1/6,-0.5,2.1,-4.2
2017/1/7,2.2,5.2,-0.4
2017/1/8,-0.2,2.4,-3.0
2017/1/9,4.0,7.2,0.5
2017/1/10,-2.7,0.9,-5.9
2017/1/11,-6.6,-4.4,-7.7
2017/1/12,-6.5,-3.9,-8.8
2017/1/13,-5.6,-3.0,-6.7
2017/1/14,-5.4,-3.3,-6.6
2017/1/15,-2.8,0.7,-5.3
2017/1/16,0.5,3.7,-2.6
2017/1/17,-1.1,1.9,-3.3
2017/1/18,-0.1,2.7,-2.1
2017/1/19,-1.0,1.9,-2.6
2017/1/20,-2.2,0.5,-4.3
2017/1/21,-3.1,0.2,-5.9
2017/1/22,-1.9,2.1,-4.5
2017/1/23,-2.7,0.1,-6.1
2017/1/24,-5.8,-3.5,-9.2
2017/1/25,-3.3,-1.3,-5.6
2017/1/26,-0.4,1.2,-1.9
2017/1/27,0.9,4.5,-4.2
2017/1/28,-2.1,-0.9,-4.5
2017/1/29,-1.2,0.4,-3.1
2017/1/30,-2.8,-0.5,-4.7
2017/1/31,-2.8,-0.7,-4.6
2017/2/1,-2.3,1.7,-7.3
2017/2/2,-7.3,-5.6,-8.9
2017/2/3,-4.1,-0.9,-8.9
2017/2/4,0.5,3.0,-1.7
2017/2/5,0.7,3.8,-3.6
2017/2/6,1.1,2.4,-0.3
2017/2/7,-2.2,0.5,-4.7
2017/2/8,-1.2,0.5,-4.7
2017/2/9,0.6,2.9,-1.1
2017/2/10,0.8,2.7,-1.0
2017/2/11,0.7,3.5,-1.2
2017/2/12,2.1,3.5,-0.1
2017/2/13,2.2,5.2,-0.1
2017/2/14,1.0,3.7,-0.8
2017/2/15,1.0,3.6,-0.5
2017/2/16,3.8,8.0,-0.3
2017/2/17,1.5,7.8,-3.8
2017/2/18,-5.0,-2.7,-7.1
2017/2/19,-3.7,-1.2,-6.2
2017/2/20,-2.1,0.0,-4.4
2017/2/21,-4.1,-1.8,-5.4
2017/2/22,-1.1,1.8,-4.6
2017/2/23,1.3,3.2,-1.1
2017/2/24,-1.7,0.3,-3.3
2017/2/25,-0.2,2.8,-4.1
2017/2/26,-3.0,-0.4,-6.5
2017/2/27,-3.1,0.3,-7.0
2017/2/28,0.1,4.0,-4.8
2017/3/1,3.6,6.7,0.8
2017/3/2,3.5,5.8,1.6
2017/3/3,0.7,3.7,-2.4
2017/3/4,-0.9,1.2,-2.5
2017/3/5,-0.5,2.2,-2.3
2017/3/6,-1.1,1.3,-3.6
2017/3/7,-1.1,0.9,-3.0
2017/3/8,-0.2,2.4,-2.4
2017/3/9,0.6,3.6,-1.0
2017/3/10,0.3,3.0,-1.4
2017/3/11,1.3,6.0,-1.7
2017/3/12,1.3,5.4,-2.2
2017/3/13,1.8,5.3,-0.4
2017/3/14,1.4,2.3,0.6
2017/3/15,2.3,7.4,-1.5
2017/3/16,2.6,5.9,0.1
2017/3/17,3.4,7.8,0.2
2017/3/18,2.9,7.6,-0.6
2017/3/19,4.0,8.6,0.4
2017/3/20,4.7,9.7,1.3
2017/3/21,3.1,5.8,0.5
2017/3/22,2.4,5.6,0.3
2017/3/23,1.7,5.0,-0.2
2017/3/24,1.8,6.1,-0.8
2017/3/25,3.3,7.7,0.1
2017/3/26,2.6,7.2,-0.7
2017/3/27,2.4,6.5,0.1
2017/3/28,2.6,8.2,-0.4
2017/3/29,4.7,10.2,0.2
2017/3/30,1.5,3.8,0.3
2017/3/31,1.9,5.3,0.2
