ダウンロードした時刻：2019/10/10 15:32:54

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,5.0,6.5,3.1
1982/12/2,2.8,3.6,1.9
1982/12/3,2.0,4.4,0.1
1982/12/4,5.7,9.1,-0.4
1982/12/5,2.4,8.8,-2.3
1982/12/6,-3.9,-2.1,-5.8
1982/12/7,-1.9,-0.9,-3.2
1982/12/8,1.0,3.3,-1.8
1982/12/9,4.6,5.7,3.1
1982/12/10,3.5,5.4,2.2
1982/12/11,1.2,3.3,0.0
1982/12/12,-0.1,1.7,-2.0
1982/12/13,-1.6,-0.3,-2.7
1982/12/14,-0.3,0.7,-1.1
1982/12/15,1.7,3.5,0.2
1982/12/16,1.5,3.4,-1.7
1982/12/17,1.7,3.9,-0.3
1982/12/18,-2.0,0.4,-4.1
1982/12/19,0.2,2.6,-2.8
1982/12/20,2.8,4.2,2.0
1982/12/21,3.7,5.3,0.4
1982/12/22,7.2,9.7,2.7
1982/12/23,5.0,8.2,1.4
1982/12/24,1.3,3.5,-0.3
1982/12/25,1.3,3.1,0.2
1982/12/26,1.6,3.3,-0.2
1982/12/27,2.3,4.6,0.7
1982/12/28,0.7,1.4,-0.4
1982/12/29,2.8,5.6,-0.5
1982/12/30,-0.8,2.0,-2.8
1982/12/31,-2.8,-2.0,-4.6
1983/1/1,-3.5,-2.3,-5.4
1983/1/2,-1.1,0.7,-3.0
1983/1/3,-1.6,-0.1,-3.3
1983/1/4,0.3,2.6,-3.3
1983/1/5,1.9,3.0,-0.2
1983/1/6,-0.2,2.2,-2.7
1983/1/7,3.0,6.7,-2.7
1983/1/8,1.6,8.7,-6.3
1983/1/9,-6.0,-5.0,-7.2
1983/1/10,-5.0,-3.2,-7.2
1983/1/11,-3.4,-1.0,-5.3
1983/1/12,-1.7,-0.3,-3.8
1983/1/13,-2.8,-2.0,-3.6
1983/1/14,-2.6,-1.9,-3.9
1983/1/15,-2.1,-1.2,-3.8
1983/1/16,-1.8,-0.8,-3.1
1983/1/17,-2.5,-0.7,-3.2
1983/1/18,-2.8,0.3,-5.5
1983/1/19,-2.0,0.1,-4.4
1983/1/20,-1.8,0.7,-3.8
1983/1/21,-2.8,-1.8,-4.4
1983/1/22,-4.3,-2.1,-6.3
1983/1/23,-2.8,-0.6,-4.5
1983/1/24,-0.4,0.7,-1.8
1983/1/25,2.1,5.5,-0.7
1983/1/26,-1.2,0.5,-3.2
1983/1/27,2.6,4.8,-1.8
1983/1/28,5.0,6.2,3.6
1983/1/29,4.4,7.5,0.1
1983/1/30,-4.0,0.1,-5.5
1983/1/31,-3.7,-2.3,-5.7
1983/2/1,-0.9,0.2,-2.5
1983/2/2,-1.2,0.8,-3.1
1983/2/3,-2.0,1.2,-4.4
1983/2/4,-2.4,-0.8,-4.5
1983/2/5,-0.1,1.3,-1.3
1983/2/6,-0.5,1.9,-2.0
1983/2/7,-1.6,1.0,-3.6
1983/2/8,-3.4,-1.3,-5.8
1983/2/9,-3.6,-1.3,-5.7
1983/2/10,-3.3,-1.7,-5.7
1983/2/11,-6.8,-4.4,-7.8
1983/2/12,-7.6,-6.2,-8.9
1983/2/13,-7.0,-5.3,-8.5
1983/2/14,-5.8,-4.5,-7.5
1983/2/15,-1.8,2.3,-5.8
1983/2/16,-4.5,-2.9,-6.0
1983/2/17,-3.6,-1.6,-7.7
1983/2/18,-3.0,-1.9,-3.7
1983/2/19,-2.2,-0.8,-3.6
1983/2/20,-0.8,0.4,-2.8
1983/2/21,-3.1,0.0,-6.8
1983/2/22,-2.8,-1.9,-5.7
1983/2/23,-1.7,-0.5,-2.4
1983/2/24,-1.8,-0.3,-4.5
1983/2/25,-3.4,-1.5,-6.5
1983/2/26,-5.1,-3.2,-6.7
1983/2/27,-5.7,-3.5,-7.8
1983/2/28,-3.3,-1.1,-6.9
1983/3/1,0.9,3.2,-1.9
1983/3/2,-3.1,-1.6,-4.0
1983/3/3,-1.5,1.2,-4.0
1983/3/4,-2.2,-0.1,-4.2
1983/3/5,-1.5,0.4,-5.5
1983/3/6,-1.2,2.1,-3.4
1983/3/7,-2.3,0.9,-4.4
1983/3/8,-1.6,1.9,-3.8
1983/3/9,-0.4,2.4,-3.6
1983/3/10,1.0,2.8,-1.7
1983/3/11,2.0,4.1,-0.5
1983/3/12,0.4,5.1,-1.5
1983/3/13,-1.0,0.1,-2.1
1983/3/14,-3.6,-1.0,-5.0
1983/3/15,-2.1,0.0,-5.4
1983/3/16,0.5,2.6,-2.0
1983/3/17,0.6,1.8,0.0
1983/3/18,1.2,3.7,-1.4
1983/3/19,-0.3,1.4,-2.9
1983/3/20,2.9,5.0,0.9
1983/3/21,4.0,7.6,1.6
1983/3/22,4.4,8.3,2.3
1983/3/23,4.4,8.0,1.7
1983/3/24,3.5,7.9,1.3
1983/3/25,2.0,5.0,-0.1
1983/3/26,2.1,6.6,-0.3
1983/3/27,1.7,5.0,-1.7
1983/3/28,4.0,8.4,-0.5
1983/3/29,5.7,10.4,-0.2
1983/3/30,5.8,10.9,2.7
1983/3/31,4.1,8.9,1.1
