ダウンロードした時刻：2019/10/10 16:24:21

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,12.5,18.4,6.1
2014/12/2,6.1,9.2,4.5
2014/12/3,8.5,12.0,4.7
2014/12/4,7.1,8.6,5.2
2014/12/5,5.7,9.3,3.1
2014/12/6,4.8,8.9,0.9
2014/12/7,4.3,9.6,-1.1
2014/12/8,5.5,9.5,1.0
2014/12/9,6.8,13.2,0.3
2014/12/10,9.3,15.0,3.4
2014/12/11,9.8,11.5,5.6
2014/12/12,6.3,9.9,3.6
2014/12/13,5.7,9.0,3.1
2014/12/14,4.7,9.9,0.4
2014/12/15,4.7,10.0,-1.2
2014/12/16,6.0,10.1,2.7
2014/12/17,3.1,6.5,1.3
2014/12/18,2.6,6.7,-1.6
2014/12/19,3.9,10.2,-3.7
2014/12/20,7.7,11.6,4.1
2014/12/21,3.9,7.1,1.3
2014/12/22,4.5,7.3,1.0
2014/12/23,6.1,11.1,2.4
2014/12/24,7.2,12.5,1.9
2014/12/25,6.9,10.9,1.8
2014/12/26,4.1,10.4,-1.5
2014/12/27,5.9,12.4,-0.1
2014/12/28,7.9,12.1,5.6
2014/12/29,7.6,12.8,4.6
2014/12/30,7.8,13.7,3.4
2014/12/31,6.5,15.2,-0.2
2015/1/1,2.2,5.9,-1.3
2015/1/2,2.2,5.6,-1.8
2015/1/3,2.2,8.2,-2.8
2015/1/4,7.9,15.1,1.0
2015/1/5,8.8,14.7,3.2
2015/1/6,11.1,15.2,4.9
2015/1/7,5.3,10.8,1.1
2015/1/8,4.4,9.1,0.7
2015/1/9,4.5,10.4,-1.8
2015/1/10,7.2,10.9,3.2
2015/1/11,6.6,11.8,0.8
2015/1/12,4.6,9.8,-0.7
2015/1/13,5.6,11.7,-0.7
2015/1/14,8.1,14.3,4.7
2015/1/15,9.7,13.6,6.6
2015/1/16,7.8,13.6,3.5
2015/1/17,6.2,9.4,0.7
2015/1/18,4.4,10.3,-2.4
2015/1/19,7.8,11.3,4.3
2015/1/20,6.4,13.1,0.3
2015/1/21,7.8,10.3,5.0
2015/1/22,8.5,11.3,6.1
2015/1/23,6.1,10.8,2.0
2015/1/24,5.7,13.0,-1.0
2015/1/25,8.6,15.4,2.3
2015/1/26,10.9,13.1,8.6
2015/1/27,9.7,15.1,6.2
2015/1/28,6.4,11.0,2.7
2015/1/29,6.3,10.1,3.5
2015/1/30,6.9,10.2,5.0
2015/1/31,4.0,7.9,0.4
2015/2/1,3.9,10.4,-1.6
2015/2/2,4.1,8.7,0.0
2015/2/3,5.5,12.5,-1.3
2015/2/4,6.9,9.5,5.1
2015/2/5,5.5,8.4,2.6
2015/2/6,4.8,9.9,1.2
2015/2/7,5.5,11.1,0.0
2015/2/8,4.5,7.6,-0.1
2015/2/9,1.0,4.8,-1.2
2015/2/10,3.7,8.4,-0.9
2015/2/11,7.6,12.3,4.0
2015/2/12,7.4,13.0,4.1
2015/2/13,5.6,9.7,1.8
2015/2/14,5.0,12.2,-1.6
2015/2/15,7.4,14.3,-0.4
2015/2/16,11.1,14.6,7.8
2015/2/17,10.7,13.6,7.9
2015/2/18,8.0,11.7,6.0
2015/2/19,6.4,10.8,3.3
2015/2/20,6.3,13.8,-0.5
2015/2/21,9.0,14.3,3.7
2015/2/22,12.3,14.4,10.3
2015/2/23,9.5,12.7,5.2
2015/2/24,7.2,12.5,3.2
2015/2/25,7.3,11.5,2.7
2015/2/26,9.0,12.3,6.2
2015/2/27,5.9,11.1,0.9
2015/2/28,8.3,14.5,3.2
2015/3/1,8.3,10.3,4.5
2015/3/2,7.2,13.6,2.4
2015/3/3,6.6,10.4,3.1
2015/3/4,7.4,11.2,4.1
2015/3/5,6.9,13.8,1.0
2015/3/6,7.4,8.6,6.5
2015/3/7,9.1,13.1,6.5
2015/3/8,10.3,16.9,2.7
2015/3/9,9.8,11.9,8.0
2015/3/10,3.4,8.1,1.4
2015/3/11,5.8,10.1,1.3
2015/3/12,7.9,12.6,2.8
2015/3/13,8.0,15.0,-0.7
2015/3/14,11.6,17.3,6.8
2015/3/15,11.0,14.8,7.9
2015/3/16,13.0,17.8,10.2
2015/3/17,16.6,24.7,6.7
2015/3/18,17.4,19.8,15.8
2015/3/19,15.7,18.7,11.7
2015/3/20,14.7,19.5,11.0
2015/3/21,14.7,21.1,10.7
2015/3/22,13.2,20.2,7.2
2015/3/23,10.5,16.3,5.2
2015/3/24,7.9,13.6,2.6
2015/3/25,8.5,15.8,1.0
2015/3/26,10.0,17.4,1.9
2015/3/27,10.8,17.1,3.0
2015/3/28,16.3,22.8,9.8
2015/3/29,16.9,23.0,12.1
2015/3/30,16.2,22.9,9.0
2015/3/31,16.0,21.5,12.1
