ダウンロードした時刻：2019/10/10 15:59:24

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,9.8,12.5,7.2
2005/12/2,10.5,15.9,5.6
2005/12/3,8.4,10.8,5.9
2005/12/4,6.8,8.4,4.9
2005/12/5,7.9,12.2,3.9
2005/12/6,7.2,9.9,4.5
2005/12/7,8.3,11.4,5.7
2005/12/8,8.1,11.3,5.5
2005/12/9,9.2,13.9,3.9
2005/12/10,9.5,14.8,4.5
2005/12/11,6.5,9.0,4.8
2005/12/12,5.6,10.2,2.9
2005/12/13,5.4,8.7,2.6
2005/12/14,5.5,9.3,0.6
2005/12/15,5.2,8.2,2.1
2005/12/16,6.2,11.2,1.2
2005/12/17,6.9,12.4,1.3
2005/12/18,3.6,5.6,1.2
2005/12/19,4.2,9.2,-0.8
2005/12/20,6.4,11.2,0.9
2005/12/21,7.0,11.6,3.6
2005/12/22,5.4,9.2,2.1
2005/12/23,5.3,10.2,0.2
2005/12/24,4.6,9.0,0.6
2005/12/25,5.3,8.6,-0.2
2005/12/26,5.6,9.0,2.2
2005/12/27,4.8,8.8,2.3
2005/12/28,4.7,8.6,2.2
2005/12/29,5.2,9.3,2.4
2005/12/30,5.3,8.7,2.3
2005/12/31,5.1,8.0,2.8
2006/1/1,3.6,5.6,0.9
2006/1/2,4.0,5.7,2.4
2006/1/3,3.7,8.2,0.0
2006/1/4,4.0,6.6,1.1
2006/1/5,3.6,6.7,1.1
2006/1/6,2.1,4.1,0.4
2006/1/7,2.8,6.9,-0.4
2006/1/8,4.2,8.3,0.5
2006/1/9,3.7,6.8,-0.1
2006/1/10,4.3,7.6,0.9
2006/1/11,6.1,10.7,1.6
2006/1/12,6.1,11.0,2.6
2006/1/13,4.0,5.7,1.9
2006/1/14,6.6,10.7,4.1
2006/1/15,10.7,13.6,8.4
2006/1/16,9.0,10.8,7.4
2006/1/17,8.0,11.5,4.8
2006/1/18,5.6,8.8,3.7
2006/1/19,4.2,8.2,2.6
2006/1/20,4.0,6.6,1.5
2006/1/21,1.3,4.5,0.0
2006/1/22,3.1,5.0,1.5
2006/1/23,2.5,5.3,-1.1
2006/1/24,4.4,9.5,-0.7
2006/1/25,5.5,9.5,1.8
2006/1/26,6.0,11.4,1.6
2006/1/27,6.8,11.1,3.9
2006/1/28,5.5,9.1,3.1
2006/1/29,6.0,10.5,0.5
2006/1/30,8.4,14.7,2.1
2006/1/31,7.1,9.8,5.1
2006/2/1,5.7,8.1,4.7
2006/2/2,7.8,10.5,5.3
2006/2/3,6.0,12.4,0.6
2006/2/4,1.6,5.1,-0.9
2006/2/5,1.9,6.7,-1.5
2006/2/6,2.0,3.9,-0.1
2006/2/7,3.6,8.3,0.3
2006/2/8,7.9,12.9,3.0
2006/2/9,4.6,7.4,2.6
2006/2/10,5.6,12.0,-0.3
2006/2/11,7.5,12.8,2.0
2006/2/12,4.6,7.9,2.3
2006/2/13,5.7,10.6,-0.4
2006/2/14,10.5,18.7,2.3
2006/2/15,14.1,19.9,8.1
2006/2/16,7.5,12.1,6.0
2006/2/17,7.0,9.6,3.8
2006/2/18,4.4,7.0,1.1
2006/2/19,7.0,9.6,4.0
2006/2/20,6.4,8.7,4.0
2006/2/21,8.0,10.9,4.2
2006/2/22,10.8,15.2,8.0
2006/2/23,11.2,15.4,8.5
2006/2/24,6.5,8.8,5.1
2006/2/25,7.8,11.5,4.7
2006/2/26,7.5,10.8,5.4
2006/2/27,8.6,10.8,5.3
2006/2/28,4.6,5.6,3.3
2006/3/1,5.7,8.4,2.9
2006/3/2,8.2,10.3,6.8
2006/3/3,6.4,10.3,3.6
2006/3/4,6.7,10.0,3.2
2006/3/5,8.3,12.9,3.2
2006/3/6,11.8,17.6,5.3
2006/3/7,9.9,11.8,8.4
2006/3/8,12.3,19.0,6.2
2006/3/9,8.9,11.8,7.2
2006/3/10,8.0,9.5,6.6
2006/3/11,11.6,15.7,6.7
2006/3/12,13.8,19.0,5.4
2006/3/13,5.5,8.1,3.1
2006/3/14,5.3,9.5,1.5
2006/3/15,8.4,13.5,2.0
2006/3/16,11.7,16.6,5.3
2006/3/17,13.2,17.0,10.7
2006/3/18,12.3,16.6,7.0
2006/3/19,9.7,15.6,4.5
2006/3/20,8.5,14.1,3.6
2006/3/21,11.7,16.7,6.8
2006/3/22,10.3,13.6,7.3
2006/3/23,10.4,14.1,7.1
2006/3/24,11.2,15.0,8.4
2006/3/25,10.7,14.8,7.1
2006/3/26,13.6,17.1,10.8
2006/3/27,12.3,16.4,9.6
2006/3/28,13.0,17.5,9.4
2006/3/29,9.8,13.9,6.1
2006/3/30,8.0,13.7,4.0
2006/3/31,8.0,12.9,4.0
