ダウンロードした時刻：2019/10/10 16:05:06

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,8.7,14.5,4.8
2001/12/2,7.8,13.1,3.9
2001/12/3,10.1,15.6,4.9
2001/12/4,9.6,13.9,5.8
2001/12/5,9.4,15.4,3.1
2001/12/6,8.5,9.9,5.8
2001/12/7,5.8,8.1,3.8
2001/12/8,7.6,13.2,2.1
2001/12/9,8.2,10.9,6.6
2001/12/10,6.5,7.6,5.1
2001/12/11,6.8,8.7,4.6
2001/12/12,7.5,13.3,1.8
2001/12/13,10.0,12.8,6.1
2001/12/14,3.7,6.4,0.7
2001/12/15,3.4,4.6,1.5
2001/12/16,5.6,10.6,1.9
2001/12/17,6.0,10.0,1.3
2001/12/18,6.2,8.5,3.0
2001/12/19,5.0,9.1,1.7
2001/12/20,5.4,7.7,3.7
2001/12/21,6.2,10.2,2.7
2001/12/22,2.4,6.4,0.3
2001/12/23,3.4,9.3,0.5
2001/12/24,4.2,10.4,0.1
2001/12/25,3.7,8.7,-1.7
2001/12/26,6.3,9.2,4.3
2001/12/27,6.1,11.3,2.9
2001/12/28,3.7,6.3,2.0
2001/12/29,5.1,9.5,0.0
2001/12/30,3.6,7.8,1.2
2001/12/31,4.4,9.9,1.1
2002/1/1,5.9,8.1,1.1
2002/1/2,-0.3,2.8,-3.3
2002/1/3,1.8,4.2,-1.2
2002/1/4,3.9,5.5,2.1
2002/1/5,4.4,9.0,1.3
2002/1/6,2.9,5.8,0.4
2002/1/7,5.4,11.7,-0.5
2002/1/8,2.1,4.5,0.0
2002/1/9,4.5,8.1,0.6
2002/1/10,6.9,11.0,2.1
2002/1/11,9.1,12.0,3.9
2002/1/12,7.6,14.9,1.5
2002/1/13,9.1,14.9,5.3
2002/1/14,8.8,14.5,2.3
2002/1/15,15.3,18.4,11.2
2002/1/16,11.8,16.6,7.6
2002/1/17,6.3,7.8,5.0
2002/1/18,5.6,7.6,4.7
2002/1/19,4.2,7.4,0.3
2002/1/20,4.8,10.6,-1.5
2002/1/21,7.5,10.0,4.7
2002/1/22,4.2,6.2,2.6
2002/1/23,2.3,5.5,0.0
2002/1/24,3.8,7.7,-0.4
2002/1/25,3.3,5.1,1.9
2002/1/26,2.7,5.4,0.1
2002/1/27,5.6,8.4,2.5
2002/1/28,4.5,9.2,0.7
2002/1/29,0.5,1.9,-0.3
2002/1/30,0.9,3.6,-1.4
2002/1/31,1.7,3.8,0.5
2002/2/1,2.1,8.5,-1.5
2002/2/2,3.1,9.9,-1.2
2002/2/3,4.3,9.3,0.9
2002/2/4,5.0,10.8,1.8
2002/2/5,5.1,11.2,1.3
2002/2/6,6.4,14.4,1.2
2002/2/7,6.9,12.1,1.8
2002/2/8,7.7,15.2,-0.9
2002/2/9,4.7,10.0,0.9
2002/2/10,1.4,4.2,0.1
2002/2/11,0.6,2.9,-0.3
2002/2/12,1.9,5.1,-0.1
2002/2/13,1.3,3.1,0.3
2002/2/14,1.3,2.8,0.3
2002/2/15,2.1,6.8,-1.0
2002/2/16,3.2,10.3,-3.0
2002/2/17,4.7,8.1,1.1
2002/2/18,3.5,8.9,0.5
2002/2/19,3.1,4.9,0.5
2002/2/20,5.5,12.2,1.5
2002/2/21,6.6,14.3,0.3
2002/2/22,6.7,10.5,4.8
2002/2/23,7.1,13.5,3.7
2002/2/24,4.5,7.9,1.2
2002/2/25,4.6,12.1,-1.7
2002/2/26,6.9,12.7,3.5
2002/2/27,7.9,11.6,3.5
2002/2/28,8.3,10.3,6.6
2002/3/1,8.9,14.5,5.2
2002/3/2,6.4,12.4,2.2
2002/3/3,4.5,9.8,-0.4
2002/3/4,5.7,13.7,-1.7
2002/3/5,7.1,8.3,4.1
2002/3/6,8.8,10.6,7.0
2002/3/7,5.1,8.0,1.4
2002/3/8,4.2,9.7,0.6
2002/3/9,7.7,16.9,-1.5
2002/3/10,10.0,17.7,3.8
2002/3/11,9.1,14.5,4.1
2002/3/12,9.2,16.3,2.9
2002/3/13,8.6,16.5,1.6
2002/3/14,14.7,20.5,5.9
2002/3/15,14.4,17.4,9.2
2002/3/16,10.8,18.5,7.0
2002/3/17,12.4,18.4,6.2
2002/3/18,9.4,15.0,4.2
2002/3/19,11.9,19.6,3.5
2002/3/20,11.9,18.4,4.7
2002/3/21,14.8,20.1,9.3
2002/3/22,10.1,12.0,9.1
2002/3/23,6.6,9.8,2.6
2002/3/24,5.9,10.7,2.5
2002/3/25,6.8,14.5,-0.1
2002/3/26,11.8,18.9,2.9
2002/3/27,10.0,13.0,3.8
2002/3/28,9.2,16.2,0.6
2002/3/29,13.6,17.1,11.5
2002/3/30,12.1,16.2,7.6
2002/3/31,11.7,17.8,7.3
