ダウンロードした時刻：2019/10/10 16:19:50

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,2.0,5.9,-0.1
1987/12/2,2.8,6.7,-0.4
1987/12/3,6.6,9.7,3.9
1987/12/4,4.4,9.7,1.1
1987/12/5,5.6,7.1,2.3
1987/12/6,6.6,11.0,4.7
1987/12/7,7.0,12.3,3.4
1987/12/8,7.8,13.0,3.5
1987/12/9,9.7,12.8,5.6
1987/12/10,11.1,13.8,6.7
1987/12/11,8.0,11.7,5.9
1987/12/12,5.1,9.9,0.1
1987/12/13,5.2,10.4,0.5
1987/12/14,4.9,11.6,0.3
1987/12/15,7.9,11.0,1.1
1987/12/16,8.3,11.3,6.1
1987/12/17,6.7,12.8,0.9
1987/12/18,7.8,14.5,2.9
1987/12/19,6.9,14.5,2.2
1987/12/20,9.1,13.6,4.3
1987/12/21,6.9,12.3,2.4
1987/12/22,10.5,14.8,3.2
1987/12/23,7.4,12.9,2.2
1987/12/24,10.8,17.9,4.0
1987/12/25,16.6,19.5,11.4
1987/12/26,13.2,18.8,8.0
1987/12/27,14.0,18.7,7.6
1987/12/28,17.4,20.0,13.9
1987/12/29,17.1,19.5,13.3
1987/12/30,7.1,17.8,1.0
1987/12/31,4.6,10.4,-1.5
1988/1/1,10.1,16.4,2.9
1988/1/2,10.1,12.2,8.1
1988/1/3,9.2,14.5,5.7
1988/1/4,7.4,10.3,5.0
1988/1/5,6.8,10.6,4.2
1988/1/6,6.5,9.0,4.5
1988/1/7,8.1,9.5,4.7
1988/1/8,9.3,12.0,7.1
1988/1/9,3.9,7.1,1.1
1988/1/10,1.3,5.5,-1.2
1988/1/11,2.3,7.6,-1.2
1988/1/12,4.1,9.8,-0.7
1988/1/13,5.6,14.2,-0.8
1988/1/14,10.6,15.6,1.9
1988/1/15,12.1,16.2,9.1
1988/1/16,8.3,13.1,4.0
1988/1/17,4.2,6.9,1.5
1988/1/18,5.2,9.5,2.6
1988/1/19,7.0,12.2,3.7
1988/1/20,7.0,14.0,2.0
1988/1/21,10.4,15.2,3.6
1988/1/22,10.5,13.0,4.2
1988/1/23,0.9,4.2,-1.0
1988/1/24,1.3,3.5,-1.1
1988/1/25,3.4,6.2,1.7
1988/1/26,4.6,8.8,0.9
1988/1/27,4.3,8.8,0.9
1988/1/28,7.2,12.3,3.4
1988/1/29,8.4,12.3,3.1
1988/1/30,4.6,8.2,-0.1
1988/1/31,2.7,7.6,-2.1
1988/2/1,4.7,11.1,-2.5
1988/2/2,4.0,8.2,-1.8
1988/2/3,-1.1,3.1,-3.9
1988/2/4,8.4,14.3,-3.0
1988/2/5,15.1,17.7,11.0
1988/2/6,4.3,11.1,0.1
1988/2/7,1.0,4.9,-2.1
1988/2/8,1.5,5.8,-1.2
1988/2/9,3.1,6.8,-0.1
1988/2/10,3.1,6.8,0.1
1988/2/11,5.4,8.1,1.4
1988/2/12,5.5,10.8,-0.3
1988/2/13,6.6,12.4,0.1
1988/2/14,7.6,12.8,4.2
1988/2/15,4.1,8.8,-0.3
1988/2/16,2.8,7.0,-0.4
1988/2/17,2.9,5.5,0.1
1988/2/18,2.1,6.4,-0.4
1988/2/19,4.4,8.4,-1.2
1988/2/20,5.8,8.8,2.4
1988/2/21,7.1,11.1,2.3
1988/2/22,8.1,10.9,6.8
1988/2/23,8.6,9.5,7.2
1988/2/24,8.7,9.8,7.3
1988/2/25,9.2,10.2,7.1
1988/2/26,9.8,11.9,7.9
1988/2/27,9.0,11.6,7.6
1988/2/28,9.0,13.6,5.2
1988/2/29,8.6,9.9,7.2
1988/3/1,9.0,10.5,7.6
1988/3/2,7.9,12.3,3.7
1988/3/3,2.2,6.7,-1.4
1988/3/4,3.9,8.6,-1.7
1988/3/5,6.4,10.8,3.3
1988/3/6,6.7,11.5,0.0
1988/3/7,2.7,6.0,-0.7
1988/3/8,4.3,8.3,0.0
1988/3/9,6.6,9.9,0.5
1988/3/10,8.4,15.6,1.8
1988/3/11,12.8,16.3,6.8
1988/3/12,11.7,15.8,9.2
1988/3/13,12.7,18.8,6.7
1988/3/14,10.5,11.9,9.1
1988/3/15,8.8,14.6,6.4
1988/3/16,6.7,7.8,5.8
1988/3/17,7.6,8.7,6.2
1988/3/18,10.1,15.0,5.7
1988/3/19,10.2,13.8,6.5
1988/3/20,10.2,13.0,8.1
1988/3/21,9.9,10.6,8.1
1988/3/22,8.7,9.9,7.6
1988/3/23,10.3,16.1,5.1
1988/3/24,9.8,13.1,4.7
1988/3/25,9.8,11.0,8.3
1988/3/26,9.0,11.8,6.4
1988/3/27,8.4,13.5,4.8
1988/3/28,8.8,13.3,3.9
1988/3/29,10.3,12.2,8.3
1988/3/30,10.0,13.2,8.2
1988/3/31,10.3,14.2,6.7
