ダウンロードした時刻：2019/10/10 16:19:25

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,11.2,14.9,8.4
2006/12/2,10.3,12.7,8.4
2006/12/3,7.0,8.4,6.2
2006/12/4,7.6,9.8,5.6
2006/12/5,8.1,12.1,5.0
2006/12/6,10.3,13.3,7.4
2006/12/7,11.7,13.7,9.8
2006/12/8,13.1,15.1,11.9
2006/12/9,11.7,12.9,11.1
2006/12/10,11.2,13.7,8.9
2006/12/11,10.7,13.7,7.5
2006/12/12,13.0,16.3,10.8
2006/12/13,11.5,12.7,10.7
2006/12/14,11.8,12.8,10.8
2006/12/15,11.7,13.7,9.8
2006/12/16,11.7,14.3,9.6
2006/12/17,7.4,10.9,3.8
2006/12/18,6.6,8.1,5.2
2006/12/19,8.1,12.4,4.1
2006/12/20,9.7,13.5,5.7
2006/12/21,11.1,13.7,8.0
2006/12/22,10.2,13.9,6.8
2006/12/23,10.7,14.1,7.1
2006/12/24,9.7,13.5,6.8
2006/12/25,10.9,13.1,8.3
2006/12/26,11.8,13.8,9.6
2006/12/27,13.0,15.8,10.3
2006/12/28,6.1,10.5,2.7
2006/12/29,3.1,5.5,0.7
2006/12/30,6.5,10.2,2.4
2006/12/31,8.3,11.1,6.0
2007/1/1,9.1,11.4,6.5
2007/1/2,9.9,10.7,8.6
2007/1/3,10.3,12.6,8.2
2007/1/4,9.4,11.5,7.4
2007/1/5,8.2,10.9,6.0
2007/1/6,7.2,9.5,3.4
2007/1/7,7.1,9.1,4.3
2007/1/8,7.6,8.8,6.6
2007/1/9,7.4,10.2,5.6
2007/1/10,7.8,9.6,6.3
2007/1/11,7.1,10.6,4.3
2007/1/12,7.2,9.6,4.3
2007/1/13,6.8,8.9,5.5
2007/1/14,6.6,10.5,3.9
2007/1/15,6.8,11.2,2.7
2007/1/16,8.1,8.8,7.2
2007/1/17,9.4,10.8,7.4
2007/1/18,8.8,10.9,7.0
2007/1/19,8.4,11.7,6.1
2007/1/20,9.4,12.3,7.2
2007/1/21,8.8,10.3,6.2
2007/1/22,8.7,12.1,5.5
2007/1/23,8.4,10.5,6.8
2007/1/24,8.1,12.9,6.2
2007/1/25,8.4,12.6,4.7
2007/1/26,8.3,11.7,6.3
2007/1/27,7.5,8.8,4.7
2007/1/28,5.7,8.1,3.6
2007/1/29,6.4,10.3,2.5
2007/1/30,8.1,12.0,4.2
2007/1/31,6.6,8.9,5.9
2007/2/1,5.7,7.0,2.9
2007/2/2,3.2,5.5,0.5
2007/2/3,6.5,10.6,1.6
2007/2/4,10.6,13.8,7.8
2007/2/5,9.8,13.5,6.7
2007/2/6,11.8,16.7,7.6
2007/2/7,12.7,17.2,9.6
2007/2/8,11.3,14.7,9.9
2007/2/9,13.1,14.8,11.3
2007/2/10,10.8,12.4,9.8
2007/2/11,8.7,11.2,7.4
2007/2/12,9.2,13.7,6.4
2007/2/13,10.1,13.7,6.5
2007/2/14,12.3,18.2,7.8
2007/2/15,7.3,9.2,5.4
2007/2/16,8.0,9.8,6.2
2007/2/17,8.4,9.4,6.9
2007/2/18,10.8,13.7,8.5
2007/2/19,10.1,14.9,6.6
2007/2/20,10.5,14.8,7.0
2007/2/21,11.3,16.0,6.7
2007/2/22,10.6,14.1,7.5
2007/2/23,11.4,15.3,8.9
2007/2/24,8.7,11.3,7.0
2007/2/25,7.4,9.7,5.7
2007/2/26,9.7,15.2,5.2
2007/2/27,11.4,15.8,8.2
2007/2/28,9.3,12.4,7.0
2007/3/1,9.4,14.5,5.4
2007/3/2,12.2,17.4,8.8
2007/3/3,14.1,18.8,11.1
2007/3/4,16.1,19.2,12.0
2007/3/5,10.6,17.7,7.2
2007/3/6,5.0,7.3,4.0
2007/3/7,5.2,6.8,3.7
2007/3/8,6.3,8.2,4.4
2007/3/9,7.6,12.1,4.4
2007/3/10,7.9,10.3,5.1
2007/3/11,7.0,12.1,4.6
2007/3/12,7.4,10.2,6.0
2007/3/13,8.9,12.9,5.7
2007/3/14,9.2,12.6,5.5
2007/3/15,7.3,9.9,5.6
2007/3/16,9.1,12.7,6.3
2007/3/17,8.6,13.1,6.3
2007/3/18,8.1,12.4,6.0
2007/3/19,8.0,10.1,6.0
2007/3/20,8.0,12.0,4.9
2007/3/21,9.7,15.0,4.5
2007/3/22,11.8,16.5,7.9
2007/3/23,13.1,19.4,7.6
2007/3/24,15.1,18.7,12.0
2007/3/25,14.8,18.0,12.5
2007/3/26,15.2,18.5,12.7
2007/3/27,13.2,16.1,10.6
2007/3/28,15.8,19.6,10.9
2007/3/29,17.9,21.1,16.0
2007/3/30,14.7,21.1,11.1
2007/3/31,16.2,25.4,11.2
