ダウンロードした時刻：2019/10/10 16:25:41

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,7.6,15.5,0.8
1986/12/2,10.0,18.1,2.5
1986/12/3,14.0,19.3,7.5
1986/12/4,11.9,15.5,8.2
1986/12/5,8.6,15.4,2.4
1986/12/6,11.5,17.7,3.1
1986/12/7,10.2,14.7,3.6
1986/12/8,6.8,13.8,1.5
1986/12/9,9.9,15.4,2.3
1986/12/10,13.2,20.0,7.8
1986/12/11,9.2,17.3,3.3
1986/12/12,9.6,20.2,3.3
1986/12/13,11.4,19.6,2.9
1986/12/14,15.4,17.6,13.2
1986/12/15,14.6,18.8,9.6
1986/12/16,9.5,14.6,4.8
1986/12/17,10.8,15.1,5.3
1986/12/18,13.0,16.8,10.4
1986/12/19,9.2,12.8,5.6
1986/12/20,7.6,13.4,1.9
1986/12/21,9.6,15.3,4.0
1986/12/22,8.7,14.0,4.3
1986/12/23,8.1,15.3,2.2
1986/12/24,11.2,18.2,5.5
1986/12/25,13.3,18.4,6.9
1986/12/26,7.8,14.2,2.6
1986/12/27,7.4,10.4,3.8
1986/12/28,6.5,10.2,1.9
1986/12/29,4.9,12.7,-1.5
1986/12/30,8.5,14.7,1.2
1986/12/31,13.6,19.2,8.3
1987/1/1,10.6,14.7,6.0
1987/1/2,12.4,17.6,7.4
1987/1/3,14.4,18.7,8.5
1987/1/4,9.9,15.3,3.9
1987/1/5,8.4,11.1,5.6
1987/1/6,8.6,15.3,3.5
1987/1/7,8.1,15.1,1.1
1987/1/8,10.4,15.2,5.4
1987/1/9,9.6,16.5,2.5
1987/1/10,9.3,15.5,4.5
1987/1/11,5.9,11.7,-1.1
1987/1/12,6.9,12.5,3.1
1987/1/13,2.2,5.3,-0.1
1987/1/14,3.8,9.4,-0.3
1987/1/15,5.7,14.5,-1.3
1987/1/16,9.0,15.9,0.6
1987/1/17,11.5,15.2,6.5
1987/1/18,7.3,10.7,3.7
1987/1/19,6.6,9.5,1.8
1987/1/20,3.6,10.6,-2.0
1987/1/21,5.9,12.0,-0.4
1987/1/22,8.1,13.5,1.0
1987/1/23,13.2,19.1,8.2
1987/1/24,7.3,13.1,2.6
1987/1/25,3.7,8.5,-0.2
1987/1/26,4.4,11.1,-2.2
1987/1/27,6.2,13.2,0.0
1987/1/28,7.2,14.6,0.2
1987/1/29,9.4,17.3,1.2
1987/1/30,9.8,15.8,5.3
1987/1/31,8.0,14.0,3.1
1987/2/1,4.7,10.3,-1.4
1987/2/2,5.9,11.4,3.0
1987/2/3,3.0,6.0,0.0
1987/2/4,5.6,9.9,0.9
1987/2/5,7.0,14.3,0.6
1987/2/6,8.9,16.0,1.1
1987/2/7,11.9,18.0,5.7
1987/2/8,10.7,18.7,4.2
1987/2/9,9.3,17.8,1.4
1987/2/10,14.3,23.1,3.5
1987/2/11,16.5,23.9,7.8
1987/2/12,18.3,23.4,13.4
1987/2/13,12.5,16.2,9.0
1987/2/14,14.0,20.7,9.1
1987/2/15,9.3,11.7,4.2
1987/2/16,8.4,14.3,1.2
1987/2/17,10.4,12.4,8.4
1987/2/18,12.0,13.4,10.5
1987/2/19,8.7,10.8,7.2
1987/2/20,8.0,11.6,5.6
1987/2/21,8.2,11.0,5.3
1987/2/22,10.0,14.2,7.5
1987/2/23,10.7,16.5,6.1
1987/2/24,11.7,18.4,6.5
1987/2/25,5.3,10.0,2.1
1987/2/26,5.1,9.1,2.0
1987/2/27,4.2,8.7,0.1
1987/2/28,5.1,10.3,-0.4
1987/3/1,6.2,10.2,2.5
1987/3/2,5.1,11.2,-0.1
1987/3/3,8.4,17.2,0.9
1987/3/4,11.7,17.5,5.8
1987/3/5,15.0,20.8,9.7
1987/3/6,16.8,23.2,11.6
1987/3/7,12.4,20.7,6.9
1987/3/8,9.3,13.8,3.2
1987/3/9,9.9,12.6,8.6
1987/3/10,7.3,10.5,3.9
1987/3/11,11.9,15.8,7.5
1987/3/12,10.3,14.8,5.7
1987/3/13,15.4,20.7,10.4
1987/3/14,15.9,19.6,10.8
1987/3/15,11.4,15.9,7.2
1987/3/16,10.2,13.9,4.4
1987/3/17,11.2,13.7,8.5
1987/3/18,13.9,19.3,9.0
1987/3/19,14.0,18.8,7.8
1987/3/20,15.6,18.3,11.4
1987/3/21,14.4,18.1,9.7
1987/3/22,15.7,17.7,14.2
1987/3/23,16.5,18.7,14.7
1987/3/24,17.6,22.1,13.0
1987/3/25,9.5,13.2,5.8
1987/3/26,7.3,12.2,3.4
1987/3/27,7.5,12.5,2.2
1987/3/28,9.0,13.3,5.0
1987/3/29,10.7,12.8,7.3
1987/3/30,14.9,17.9,11.8
1987/3/31,13.5,17.3,7.1
