ダウンロードした時刻：2019/10/10 15:37:52

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,8.4,16.5,3.2
1993/12/2,7.9,12.8,0.9
1993/12/3,10.4,14.7,5.2
1993/12/4,3.4,7.7,-1.0
1993/12/5,2.6,8.3,-1.9
1993/12/6,0.6,6.4,-4.5
1993/12/7,1.9,8.8,-2.9
1993/12/8,3.4,10.3,-2.8
1993/12/9,4.2,9.9,0.6
1993/12/10,2.4,6.5,-1.4
1993/12/11,5.1,8.6,1.9
1993/12/12,5.1,8.9,1.6
1993/12/13,6.3,12.4,0.0
1993/12/14,3.2,6.0,-1.3
1993/12/15,-1.1,2.8,-4.8
1993/12/16,-1.6,4.2,-7.5
1993/12/17,2.0,7.4,-1.4
1993/12/18,0.4,3.9,-2.3
1993/12/19,1.1,5.3,-2.7
1993/12/20,1.3,7.5,-4.8
1993/12/21,5.7,9.3,2.3
1993/12/22,-0.6,5.2,-3.7
1993/12/23,0.5,3.4,-4.3
1993/12/24,2.9,7.2,-1.5
1993/12/25,2.3,8.9,-2.0
1993/12/26,5.7,12.8,0.1
1993/12/27,6.3,9.9,3.4
1993/12/28,3.1,5.0,1.3
1993/12/29,2.6,7.0,-2.6
1993/12/30,1.4,7.3,-3.9
1993/12/31,6.1,11.6,0.3
1994/1/1,-0.1,2.9,-3.4
1994/1/2,2.5,8.2,-3.7
1994/1/3,5.7,10.3,2.2
1994/1/4,2.5,4.8,0.2
1994/1/5,-1.0,1.6,-4.5
1994/1/6,-2.9,0.4,-5.8
1994/1/7,-1.4,2.4,-4.7
1994/1/8,-1.1,4.0,-6.7
1994/1/9,3.5,10.6,-0.6
1994/1/10,1.4,6.7,-2.3
1994/1/11,0.8,5.7,-3.9
1994/1/12,0.6,3.8,-2.5
1994/1/13,-0.9,3.8,-4.8
1994/1/14,-0.1,1.5,-1.7
1994/1/15,-0.6,2.6,-3.3
1994/1/16,1.7,7.1,-5.2
1994/1/17,6.2,12.4,1.6
1994/1/18,0.2,2.7,-3.5
1994/1/19,-2.7,0.1,-6.3
1994/1/20,-0.8,3.6,-4.0
1994/1/21,-0.5,3.8,-3.0
1994/1/22,-0.4,5.1,-5.6
1994/1/23,-0.2,6.4,-4.0
1994/1/24,-1.9,0.9,-5.2
1994/1/25,0.0,5.3,-5.8
1994/1/26,1.7,3.7,-0.6
1994/1/27,-0.4,3.9,-4.8
1994/1/28,-2.6,1.2,-5.4
1994/1/29,-2.3,0.1,-4.2
1994/1/30,-3.3,0.0,-7.5
1994/1/31,-2.9,3.4,-8.8
1994/2/1,1.4,5.7,-4.9
1994/2/2,-0.5,2.9,-4.1
1994/2/3,-2.1,2.1,-5.5
1994/2/4,-2.4,1.1,-5.7
1994/2/5,-1.3,5.4,-9.2
1994/2/6,2.8,8.5,-2.0
1994/2/7,2.8,9.7,-3.7
1994/2/8,2.2,7.3,-0.5
1994/2/9,1.8,3.4,-0.8
1994/2/10,-0.1,1.7,-1.5
1994/2/11,-1.2,2.7,-4.3
1994/2/12,-2.0,0.4,-3.7
1994/2/13,-1.7,2.0,-3.8
1994/2/14,-0.1,2.8,-3.7
1994/2/15,2.3,5.7,-0.7
1994/2/16,1.9,6.6,-3.4
1994/2/17,0.6,4.9,-3.6
1994/2/18,4.3,8.9,-1.5
1994/2/19,4.0,11.4,-1.6
1994/2/20,3.0,11.1,-3.8
1994/2/21,6.5,11.8,0.4
1994/2/22,3.3,8.3,-0.5
1994/2/23,0.1,2.5,-0.9
1994/2/24,2.9,7.1,-0.3
1994/2/25,0.8,3.3,-1.2
1994/2/26,1.7,4.6,-1.5
1994/2/27,0.3,2.7,-0.8
1994/2/28,0.4,4.5,-1.2
1994/3/1,1.5,5.5,-0.5
1994/3/2,2.0,7.0,-2.7
1994/3/3,1.2,6.3,-4.6
1994/3/4,1.1,6.5,-1.6
1994/3/5,-0.3,4.7,-4.5
1994/3/6,0.2,5.3,-4.5
1994/3/7,0.2,6.5,-3.8
1994/3/8,0.5,4.5,-3.6
1994/3/9,7.7,14.7,0.6
1994/3/10,2.4,7.5,-1.8
1994/3/11,0.9,5.2,-2.7
1994/3/12,3.0,8.8,-1.4
1994/3/13,0.4,4.2,-2.1
1994/3/14,0.7,5.7,-3.3
1994/3/15,0.7,9.4,-4.9
1994/3/16,2.9,10.3,-4.4
1994/3/17,4.0,9.7,-0.5
1994/3/18,2.8,9.0,-2.2
1994/3/19,3.8,10.5,-2.5
1994/3/20,4.2,10.9,-0.8
1994/3/21,2.1,6.5,-2.0
1994/3/22,2.0,7.4,-2.8
1994/3/23,2.8,3.7,1.7
1994/3/24,6.8,11.7,3.6
1994/3/25,4.7,9.3,0.2
1994/3/26,2.1,6.8,-1.8
1994/3/27,2.8,8.1,-2.0
1994/3/28,9.4,14.9,2.4
1994/3/29,6.0,10.0,1.4
1994/3/30,2.9,9.6,-1.3
1994/3/31,5.2,11.9,-1.4
