ダウンロードした時刻：2019/10/10 15:33:33

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/12/1,3.6,5.1,2.3
2013/12/2,4.7,5.9,3.2
2013/12/3,4.5,7.0,2.5
2013/12/4,6.0,9.6,2.4
2013/12/5,7.3,10.9,5.0
2013/12/6,3.5,6.1,1.7
2013/12/7,1.0,2.3,0.0
2013/12/8,1.9,4.4,0.4
2013/12/9,4.6,8.5,1.9
2013/12/10,8.6,10.0,5.6
2013/12/11,3.8,5.7,2.6
2013/12/12,0.4,3.5,-2.4
2013/12/13,-0.7,3.7,-3.2
2013/12/14,-2.7,-1.5,-4.5
2013/12/15,-0.2,2.6,-3.0
2013/12/16,3.5,5.7,1.8
2013/12/17,3.0,6.7,0.3
2013/12/18,2.9,6.5,-0.6
2013/12/19,2.5,3.9,0.6
2013/12/20,1.8,3.0,0.2
2013/12/21,1.2,3.3,-0.5
2013/12/22,-1.2,1.8,-2.5
2013/12/23,0.3,2.4,-2.2
2013/12/24,0.4,3.2,-1.7
2013/12/25,1.5,3.7,-1.2
2013/12/26,4.1,5.8,2.6
2013/12/27,2.9,5.1,0.7
2013/12/28,-0.7,1.5,-3.2
2013/12/29,-1.5,0.7,-3.9
2013/12/30,0.5,2.3,-1.0
2013/12/31,1.5,3.7,-0.5
2014/1/1,1.1,3.8,-2.6
2014/1/2,-2.2,-0.5,-3.5
2014/1/3,0.1,2.6,-2.3
2014/1/4,-2.5,-0.8,-4.2
2014/1/5,-2.7,-0.1,-5.9
2014/1/6,-2.0,-0.5,-3.4
2014/1/7,1.2,2.7,-1.4
2014/1/8,1.6,4.0,-1.5
2014/1/9,-4.1,-1.4,-6.1
2014/1/10,-6.0,-4.4,-6.9
2014/1/11,-5.0,-3.1,-6.0
2014/1/12,-4.0,0.2,-7.9
2014/1/13,-6.6,-4.7,-8.6
2014/1/14,-4.3,-1.7,-6.1
2014/1/15,-3.2,-0.8,-4.7
2014/1/16,-3.7,-1.2,-6.5
2014/1/17,-4.5,-1.2,-7.1
2014/1/18,-3.3,0.1,-6.8
2014/1/19,-3.2,-0.1,-5.7
2014/1/20,-3.5,-1.0,-5.8
2014/1/21,-3.1,0.1,-5.9
2014/1/22,-4.0,-2.0,-5.5
2014/1/23,-4.5,-2.1,-7.5
2014/1/24,0.1,4.1,-4.7
2014/1/25,3.1,5.2,-0.2
2014/1/26,-0.9,3.2,-5.2
2014/1/27,-4.3,-1.8,-6.7
2014/1/28,-0.9,2.6,-6.2
2014/1/29,-5.1,-2.9,-7.4
2014/1/30,2.3,7.9,-3.5
2014/1/31,-3.1,2.6,-5.8
2014/2/1,-3.7,-1.0,-5.4
2014/2/2,-1.7,4.0,-7.0
2014/2/3,-1.8,3.6,-5.2
2014/2/4,-5.3,-3.1,-7.4
2014/2/5,-5.8,-4.1,-7.6
2014/2/6,-6.7,-4.9,-8.2
2014/2/7,-6.8,-3.8,-9.2
2014/2/8,-5.8,-3.4,-10.2
2014/2/9,-4.1,-3.0,-5.3
2014/2/10,-1.8,1.6,-5.1
2014/2/11,-1.5,1.6,-3.4
2014/2/12,-2.4,1.0,-4.7
2014/2/13,-3.0,0.5,-5.0
2014/2/14,-3.7,-1.4,-4.9
2014/2/15,-2.8,-0.2,-5.2
2014/2/16,-0.1,2.2,-1.8
2014/2/17,-1.7,0.5,-3.6
2014/2/18,-2.6,-0.5,-4.0
2014/2/19,-1.3,1.3,-2.9
2014/2/20,-2.8,-0.3,-4.5
2014/2/21,-3.1,-0.6,-5.7
2014/2/22,-2.1,2.1,-5.1
2014/2/23,-0.9,2.2,-3.3
2014/2/24,0.3,3.8,-2.9
2014/2/25,1.7,5.4,-0.9
2014/2/26,1.9,6.0,-0.7
2014/2/27,1.2,4.2,-2.1
2014/2/28,0.7,3.2,-1.7
2014/3/1,-0.8,1.7,-3.2
2014/3/2,-2.4,0.7,-4.3
2014/3/3,-3.1,-1.3,-4.7
2014/3/4,-2.5,-0.1,-4.1
2014/3/5,-0.7,1.1,-3.0
2014/3/6,-3.6,-1.4,-5.7
2014/3/7,-5.0,-3.5,-6.1
2014/3/8,-4.2,-2.2,-5.6
2014/3/9,-2.0,0.8,-3.7
2014/3/10,-2.3,2.0,-4.8
2014/3/11,-1.3,1.9,-3.4
2014/3/12,-1.1,1.3,-4.0
2014/3/13,-0.4,2.7,-2.4
2014/3/14,0.6,3.8,-2.3
2014/3/15,-0.2,4.0,-3.7
2014/3/16,0.5,2.4,-0.7
2014/3/17,2.7,5.9,-0.3
2014/3/18,1.9,4.7,0.9
2014/3/19,2.1,5.1,-0.1
2014/3/20,0.3,3.0,-0.8
2014/3/21,-0.4,1.6,-1.8
2014/3/22,1.6,4.7,-1.1
2014/3/23,1.5,4.5,-1.2
2014/3/24,5.4,9.6,0.8
2014/3/25,6.6,10.9,4.0
2014/3/26,7.7,13.6,3.1
2014/3/27,1.1,7.3,-0.8
2014/3/28,5.7,11.3,-0.3
2014/3/29,8.1,11.7,5.5
2014/3/30,2.5,6.7,0.7
2014/3/31,4.5,7.7,1.8
