ダウンロードした時刻：2017/07/24 15:43:39

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/1/1,6.9,8.3,5.4
1982/1/2,6.1,9.7,1.1
1982/1/3,6.0,10.9,1.1
1982/1/4,12.4,15.1,6.8
1982/1/5,7.0,10.5,5.0
1982/1/6,6.8,10.4,3.7
1982/1/7,3.7,7.9,1.0
1982/1/8,5.5,10.0,-0.7
1982/1/9,8.7,11.8,6.0
1982/1/10,6.3,12.2,1.6
1982/1/11,10.9,16.0,2.7
1982/1/12,9.1,15.8,4.9
1982/1/13,3.4,5.5,1.9
1982/1/14,3.5,4.9,2.8
1982/1/15,5.0,5.8,2.6
1982/1/16,1.4,4.9,-0.4
1982/1/17,1.5,5.2,-0.5
1982/1/18,2.3,4.3,0.2
1982/1/19,1.1,2.8,-1.0
1982/1/20,3.9,5.4,2.6
1982/1/21,6.7,9.1,3.5
1982/1/22,6.8,10.0,3.8
1982/1/23,6.7,9.7,1.3
1982/1/24,7.1,11.0,1.4
1982/1/25,5.9,9.9,3.7
1982/1/26,6.6,9.2,2.6
1982/1/27,5.8,7.9,3.3
1982/1/28,0.7,4.2,-2.0
1982/1/29,-0.2,1.6,-2.4
1982/1/30,2.4,4.7,-0.4
1982/1/31,3.7,6.4,1.8
1982/2/1,4.5,6.0,2.7
1982/2/2,3.7,6.6,1.3
1982/2/3,6.0,7.8,2.8
1982/2/4,3.8,5.9,2.7
1982/2/5,4.5,6.7,0.6
1982/2/6,3.6,5.5,0.4
1982/2/7,2.4,4.1,0.3
1982/2/8,2.8,5.8,0.1
1982/2/9,3.6,5.4,0.1
1982/2/10,3.9,7.0,0.9
1982/2/11,4.5,8.5,0.2
1982/2/12,5.6,10.9,0.8
1982/2/13,5.2,9.7,1.5
1982/2/14,4.1,6.0,2.4
1982/2/15,4.6,9.5,1.2
1982/2/16,5.9,11.7,0.8
1982/2/17,6.9,11.7,1.9
1982/2/18,6.7,12.0,1.4
1982/2/19,11.5,16.4,5.1
1982/2/20,10.3,13.1,8.5
1982/2/21,7.9,12.5,3.6
1982/2/22,7.3,12.3,2.9
1982/2/23,7.9,13.4,4.1
1982/2/24,4.9,7.3,2.6
1982/2/25,4.6,8.5,1.7
1982/2/26,3.7,9.5,-1.4
1982/2/27,7.5,11.9,0.7
1982/2/28,7.6,14.0,3.6
1982/3/1,5.3,7.7,3.6
1982/3/2,5.2,7.6,3.1
1982/3/3,6.5,10.7,-0.5
1982/3/4,12.0,17.9,2.6
1982/3/5,10.2,18.2,7.2
1982/3/6,7.8,10.0,6.0
1982/3/7,4.4,6.4,2.9
1982/3/8,4.4,7.7,0.8
1982/3/9,7.4,11.9,2.6
1982/3/10,9.3,14.0,1.9
1982/3/11,11.2,15.5,7.0
1982/3/12,9.0,16.0,5.7
1982/3/13,9.2,14.9,4.1
1982/3/14,10.5,16.8,2.2
1982/3/15,14.6,21.2,10.9
1982/3/16,12.1,15.0,9.7
1982/3/17,10.3,13.5,7.2
1982/3/18,9.1,13.9,4.1
1982/3/19,8.7,14.5,3.0
1982/3/20,10.0,12.2,6.9
1982/3/21,10.7,15.0,6.6
1982/3/22,11.0,16.7,5.1
1982/3/23,13.9,19.7,7.7
1982/3/24,7.8,14.4,4.6
1982/3/25,5.5,8.2,3.3
1982/3/26,5.6,10.1,1.3
1982/3/27,7.1,13.8,0.7
1982/3/28,8.0,15.0,3.0
1982/3/29,8.9,15.0,1.8
1982/3/30,16.4,22.3,6.1
1982/3/31,10.2,14.1,4.7
1982/4/1,8.4,14.9,1.5
1982/4/2,15.8,22.1,4.7
1982/4/3,9.9,20.2,6.9
1982/4/4,8.4,13.3,5.0
1982/4/5,8.7,15.0,2.5
1982/4/6,11.7,15.3,6.1
1982/4/7,11.6,13.1,10.7
1982/4/8,15.3,18.8,9.4
1982/4/9,7.3,14.2,4.8
1982/4/10,8.6,13.1,3.6
1982/4/11,8.8,14.7,2.4
1982/4/12,10.9,16.7,4.1
1982/4/13,13.7,19.2,8.3
1982/4/14,12.2,13.7,10.7
1982/4/15,12.2,16.6,8.6
1982/4/16,13.7,16.2,8.5
1982/4/17,11.3,13.8,7.7
1982/4/18,11.2,15.7,7.0
1982/4/19,11.6,16.8,6.4
1982/4/20,13.1,17.9,6.4
1982/4/21,10.4,13.5,6.9
1982/4/22,10.5,15.2,5.1
1982/4/23,12.7,19.3,5.3
1982/4/24,15.0,20.4,10.4
1982/4/25,15.9,21.8,10.1
1982/4/26,18.5,24.7,12.2
1982/4/27,15.9,19.1,12.9
1982/4/28,16.1,21.5,13.1
1982/4/29,16.7,20.4,14.7
1982/4/30,16.8,20.8,15.2
1982/5/1,14.9,16.5,14.0
