ダウンロードした時刻：2019/10/10 16:09:42

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,10.9,13.7,9.8
2011/12/2,10.0,12.6,8.0
2011/12/3,11.8,16.8,9.3
2011/12/4,10.6,15.8,7.6
2011/12/5,9.7,15.3,5.4
2011/12/6,10.2,14.5,7.0
2011/12/7,10.9,15.2,7.6
2011/12/8,10.4,13.0,9.3
2011/12/9,7.6,10.6,5.6
2011/12/10,6.4,11.0,3.4
2011/12/11,6.7,10.6,3.4
2011/12/12,8.3,12.7,5.0
2011/12/13,9.1,15.2,5.2
2011/12/14,9.2,15.4,4.4
2011/12/15,8.3,13.0,4.6
2011/12/16,4.5,7.7,1.6
2011/12/17,3.9,9.7,0.8
2011/12/18,4.2,9.3,-0.2
2011/12/19,5.7,12.0,1.5
2011/12/20,5.8,10.7,1.3
2011/12/21,6.4,10.6,2.8
2011/12/22,6.1,10.9,3.9
2011/12/23,4.3,7.3,1.5
2011/12/24,3.1,8.4,1.3
2011/12/25,2.2,5.3,0.7
2011/12/26,2.8,6.5,0.8
2011/12/27,3.8,9.2,0.6
2011/12/28,5.4,10.8,1.4
2011/12/29,5.0,10.1,1.1
2011/12/30,5.2,8.7,1.3
2011/12/31,4.6,10.1,0.0
2012/1/1,6.2,9.6,3.3
2012/1/2,4.3,8.8,0.6
2012/1/3,5.3,10.8,2.0
2012/1/4,2.5,4.9,0.5
2012/1/5,2.7,7.1,-0.1
2012/1/6,3.1,8.4,-0.7
2012/1/7,4.5,9.2,0.8
2012/1/8,5.3,10.3,0.9
2012/1/9,6.6,10.9,3.2
2012/1/10,6.1,10.7,2.1
2012/1/11,4.9,8.7,1.7
2012/1/12,3.8,7.8,-0.1
2012/1/13,4.2,8.8,0.7
2012/1/14,5.0,10.8,1.2
2012/1/15,5.0,8.0,1.7
2012/1/16,5.0,6.6,2.9
2012/1/17,5.5,12.2,0.6
2012/1/18,5.8,10.1,1.0
2012/1/19,6.9,7.8,5.7
2012/1/20,8.9,11.7,6.9
2012/1/21,8.3,11.4,6.3
2012/1/22,8.0,13.7,4.3
2012/1/23,5.2,10.0,1.1
2012/1/24,1.7,5.8,-0.4
2012/1/25,0.8,5.9,-1.5
2012/1/26,1.4,6.4,-2.1
2012/1/27,3.5,8.0,0.2
2012/1/28,5.0,10.1,2.1
2012/1/29,4.1,9.2,1.0
2012/1/30,3.8,9.6,0.3
2012/1/31,3.3,8.5,-1.1
2012/2/1,3.8,7.7,0.4
2012/2/2,-0.3,3.1,-1.8
2012/2/3,1.1,5.4,-2.8
2012/2/4,3.9,9.4,0.4
2012/2/5,3.2,7.0,0.1
2012/2/6,6.1,9.4,3.5
2012/2/7,6.7,9.6,3.1
2012/2/8,1.2,5.1,-1.3
2012/2/9,1.1,6.3,-2.0
2012/2/10,3.1,7.4,-1.1
2012/2/11,3.8,10.0,-0.3
2012/2/12,4.1,11.1,-1.2
2012/2/13,3.7,4.8,1.8
2012/2/14,5.6,7.6,4.3
2012/2/15,6.7,10.3,4.7
2012/2/16,4.8,8.8,2.8
2012/2/17,2.4,7.1,-0.4
2012/2/18,1.3,6.2,-1.2
2012/2/19,1.3,7.7,-3.4
2012/2/20,3.0,8.7,-2.3
2012/2/21,4.7,8.7,1.0
2012/2/22,6.1,8.8,4.3
2012/2/23,9.0,14.5,5.9
2012/2/24,9.3,14.9,5.2
2012/2/25,7.9,10.1,6.0
2012/2/26,5.4,7.6,2.0
2012/2/27,4.8,10.9,0.1
2012/2/28,4.3,8.6,0.9
2012/2/29,6.1,10.7,0.8
2012/3/1,8.2,13.0,4.5
2012/3/2,10.2,11.9,8.4
2012/3/3,10.2,15.1,6.8
2012/3/4,6.4,7.9,5.4
2012/3/5,9.2,12.2,6.3
2012/3/6,11.7,14.9,9.8
2012/3/7,9.7,12.6,7.0
2012/3/8,,,5.9
2012/3/9,9.4,12.8,8.4
2012/3/10,8.8,13.8,4.6
2012/3/11,4.6,11.3,1.2
2012/3/12,3.3,7.9,0.7
2012/3/13,4.1,8.8,0.1
2012/3/14,5.7,11.6,0.1
2012/3/15,8.1,15.4,2.2
2012/3/16,6.2,9.7,2.9
2012/3/17,11.1,16.5,6.8
2012/3/18,11.6,14.9,10.0
2012/3/19,9.1,12.1,5.6
2012/3/20,7.2,13.4,2.3
2012/3/21,7.6,13.9,2.6
2012/3/22,9.6,14.5,3.3
2012/3/23,8.9,10.6,7.6
2012/3/24,10.1,13.0,8.3
2012/3/25,6.7,9.7,3.8
2012/3/26,6.6,12.0,2.8
2012/3/27,8.3,15.0,1.0
2012/3/28,11.2,19.2,4.9
2012/3/29,11.5,17.4,4.3
2012/3/30,15.1,19.0,10.1
2012/3/31,11.0,15.5,5.8
