ダウンロードした時刻：2019/10/10 15:34:53

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,-1.5,1.9,-4.2
2011/12/2,0.8,3.7,-1.8
2011/12/3,6.1,8.4,2.2
2011/12/4,4.2,7.9,1.6
2011/12/5,-0.2,2.7,-2.4
2011/12/6,0.7,2.0,-0.7
2011/12/7,0.6,3.6,-1.5
2011/12/8,-1.9,1.2,-4.7
2011/12/9,-1.8,2.4,-6.5
2011/12/10,1.5,4.3,-1.1
2011/12/11,-0.4,1.8,-2.2
2011/12/12,-0.8,1.8,-2.6
2011/12/13,-1.5,0.4,-7.5
2011/12/14,1.6,5.5,-2.2
2011/12/15,-0.2,5.3,-4.8
2011/12/16,-5.8,-4.4,-7.2
2011/12/17,-4.8,-2.4,-9.2
2011/12/18,-3.9,-1.6,-5.9
2011/12/19,-5.0,-2.3,-7.3
2011/12/20,-5.8,-0.7,-10.1
2011/12/21,-3.8,0.2,-7.1
2011/12/22,0.8,5.4,-7.0
2011/12/23,-2.2,2.5,-5.2
2011/12/24,-4.1,-2.1,-5.7
2011/12/25,-4.0,-1.5,-6.3
2011/12/26,-1.9,2.4,-6.2
2011/12/27,-3.5,-0.7,-6.5
2011/12/28,-2.6,0.6,-6.0
2011/12/29,-1.6,3.9,-6.9
2011/12/30,-2.9,2.9,-9.1
2011/12/31,0.2,4.4,-4.0
2012/1/1,0.3,3.9,-4.5
2012/1/2,0.9,4.5,-2.1
2012/1/3,-2.7,0.3,-6.9
2012/1/4,-3.1,0.4,-7.2
2012/1/5,-2.2,1.2,-7.4
2012/1/6,-2.5,0.2,-7.0
2012/1/7,-1.6,3.1,-7.6
2012/1/8,-2.6,1.2,-5.3
2012/1/9,-2.9,1.1,-6.9
2012/1/10,-4.2,-1.4,-5.9
2012/1/11,-8.3,-4.6,-12.9
2012/1/12,-7.9,-3.3,-14.3
2012/1/13,-5.5,-2.2,-7.8
2012/1/14,-7.7,-4.9,-10.4
2012/1/15,-5.9,-3.0,-7.7
2012/1/16,-6.1,-2.9,-8.9
2012/1/17,-4.4,-0.7,-7.3
2012/1/18,-3.4,1.4,-7.4
2012/1/19,-4.3,1.4,-9.4
2012/1/20,-2.0,1.4,-7.2
2012/1/21,-0.2,2.1,-1.6
2012/1/22,2.5,3.8,0.5
2012/1/23,-2.3,2.5,-7.6
2012/1/24,-6.2,-3.2,-9.6
2012/1/25,-6.6,-4.9,-9.9
2012/1/26,-8.0,-4.8,-10.8
2012/1/27,-8.5,-5.5,-13.2
2012/1/28,-9.5,-3.6,-14.7
2012/1/29,-7.6,-1.5,-13.5
2012/1/30,-5.3,0.3,-10.3
2012/1/31,-6.6,-4.4,-10.6
2012/2/1,-5.5,-3.4,-11.4
2012/2/2,-5.6,-2.0,-10.7
2012/2/3,-5.9,-3.1,-9.2
2012/2/4,-4.6,-1.0,-7.8
2012/2/5,-2.7,0.5,-7.1
2012/2/6,0.2,4.1,-3.9
2012/2/7,0.9,4.1,-2.6
2012/2/8,-6.3,-2.5,-10.3
2012/2/9,-7.4,-3.3,-13.0
2012/2/10,-7.5,-5.1,-8.9
2012/2/11,-7.8,-5.2,-11.4
2012/2/12,-7.2,-5.9,-8.5
2012/2/13,-2.6,0.5,-6.6
2012/2/14,0.2,5.2,-6.4
2012/2/15,-3.2,1.7,-6.7
2012/2/16,-6.7,-2.4,-10.5
2012/2/17,-8.3,-5.2,-12.0
2012/2/18,-6.0,-1.7,-12.5
2012/2/19,-5.4,-2.2,-8.5
2012/2/20,-2.1,1.9,-7.0
2012/2/21,-3.5,1.7,-6.1
2012/2/22,-2.7,1.0,-6.6
2012/2/23,0.2,3.6,-5.2
2012/2/24,-0.5,1.5,-4.5
2012/2/25,-2.7,-1.1,-4.3
2012/2/26,-2.1,0.9,-4.0
2012/2/27,-4.0,-0.6,-7.9
2012/2/28,-4.8,0.0,-10.7
2012/2/29,-0.7,3.8,-6.0
2012/3/1,1.9,6.0,-3.7
2012/3/2,-0.1,3.0,-3.6
2012/3/3,-3.1,0.9,-7.5
2012/3/4,-2.5,1.0,-5.3
2012/3/5,-1.3,2.0,-6.6
2012/3/6,2.9,5.4,1.5
2012/3/7,2.7,5.2,1.2
2012/3/8,1.6,4.2,-1.1
2012/3/9,0.9,4.1,-2.6
2012/3/10,0.5,2.4,-1.2
2012/3/11,-0.6,1.4,-1.8
2012/3/12,-1.2,0.4,-2.0
2012/3/13,-0.8,2.7,-5.2
2012/3/14,-0.5,2.5,-5.1
2012/3/15,0.6,5.2,-3.7
2012/3/16,0.4,4.5,-5.9
2012/3/17,2.5,4.5,0.1
2012/3/18,1.8,5.3,-3.5
2012/3/19,-3.8,-2.0,-5.9
2012/3/20,-1.8,2.1,-5.5
2012/3/21,-0.1,2.7,-3.7
2012/3/22,4.7,7.9,2.2
2012/3/23,3.2,5.5,-0.2
2012/3/24,0.2,1.9,-1.5
2012/3/25,0.1,3.9,-2.9
2012/3/26,-1.0,3.2,-3.9
2012/3/27,2.6,6.6,-4.0
2012/3/28,2.8,7.0,-0.6
2012/3/29,5.8,10.2,-1.0
2012/3/30,9.1,11.9,4.1
2012/3/31,2.2,7.1,-0.9
