ダウンロードした時刻：2019/10/10 16:08:02

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,13.4,15.5,8.0
2014/12/2,5.8,8.9,3.1
2014/12/3,6.1,10.5,1.7
2014/12/4,6.8,8.3,4.7
2014/12/5,5.0,9.7,1.9
2014/12/6,3.3,6.7,0.7
2014/12/7,4.7,9.2,0.8
2014/12/8,6.0,10.2,0.9
2014/12/9,6.8,12.8,2.5
2014/12/10,7.2,11.7,3.0
2014/12/11,9.2,11.2,7.7
2014/12/12,7.4,9.8,4.0
2014/12/13,4.5,9.6,1.8
2014/12/14,3.6,7.0,0.7
2014/12/15,4.4,7.1,1.0
2014/12/16,5.4,7.4,2.4
2014/12/17,1.4,4.2,-0.9
2014/12/18,0.4,3.5,-1.7
2014/12/19,3.0,7.3,0.0
2014/12/20,6.2,8.2,2.7
2014/12/21,6.0,10.4,2.3
2014/12/22,3.5,6.9,0.3
2014/12/23,6.0,11.0,3.0
2014/12/24,6.1,11.1,1.6
2014/12/25,6.4,8.6,4.4
2014/12/26,5.1,8.5,2.8
2014/12/27,4.5,8.0,1.6
2014/12/28,4.0,8.2,-0.6
2014/12/29,7.0,11.7,4.8
2014/12/30,6.7,12.3,2.6
2014/12/31,6.0,12.5,1.3
2015/1/1,1.6,4.7,-0.5
2015/1/2,1.0,4.0,-1.1
2015/1/3,1.8,5.8,-1.7
2015/1/4,3.0,8.7,-0.5
2015/1/5,6.0,11.1,2.5
2015/1/6,6.6,10.1,4.2
2015/1/7,4.4,7.1,3.0
2015/1/8,4.1,6.9,2.7
2015/1/9,4.8,7.5,3.2
2015/1/10,5.0,8.6,2.8
2015/1/11,5.2,10.5,1.9
2015/1/12,3.6,6.2,1.3
2015/1/13,4.8,8.1,1.4
2015/1/14,4.6,8.4,0.1
2015/1/15,6.9,9.5,5.7
2015/1/16,6.8,9.9,4.1
2015/1/17,4.1,6.9,2.1
2015/1/18,4.1,8.3,1.4
2015/1/19,5.8,10.9,2.0
2015/1/20,5.1,8.7,2.4
2015/1/21,5.4,9.7,0.9
2015/1/22,8.4,9.8,6.9
2015/1/23,6.0,8.5,4.1
2015/1/24,6.1,11.4,1.9
2015/1/25,6.6,11.2,2.3
2015/1/26,7.8,11.2,4.6
2015/1/27,8.8,13.0,4.2
2015/1/28,3.1,5.8,1.2
2015/1/29,3.2,5.6,1.1
2015/1/30,4.8,6.4,3.1
2015/1/31,2.9,6.0,0.0
2015/2/1,2.2,5.3,-0.3
2015/2/2,3.3,6.1,1.4
2015/2/3,4.0,6.2,2.5
2015/2/4,5.3,8.9,3.2
2015/2/5,5.0,9.3,3.5
2015/2/6,4.4,8.0,1.8
2015/2/7,4.9,10.3,-0.1
2015/2/8,4.8,10.5,0.0
2015/2/9,1.1,3.5,-1.0
2015/2/10,3.4,8.8,-0.8
2015/2/11,6.5,11.7,1.6
2015/2/12,5.9,11.9,1.7
2015/2/13,2.6,5.9,0.1
2015/2/14,3.8,9.3,-0.4
2015/2/15,4.5,8.5,0.9
2015/2/16,6.1,13.2,0.3
2015/2/17,6.6,9.1,4.6
2015/2/18,5.7,9.3,3.7
2015/2/19,4.7,8.3,2.7
2015/2/20,4.4,8.3,1.6
2015/2/21,7.2,15.1,-0.3
2015/2/22,11.0,14.8,8.0
2015/2/23,11.6,15.9,8.1
2015/2/24,9.1,14.5,5.1
2015/2/25,8.5,13.8,4.1
2015/2/26,8.9,10.2,7.1
2015/2/27,5.6,9.1,2.9
2015/2/28,6.4,11.7,2.3
2015/3/1,7.4,10.2,5.4
2015/3/2,6.6,10.9,3.0
2015/3/3,6.4,10.6,1.4
2015/3/4,9.4,14.7,5.0
2015/3/5,5.3,9.2,3.7
2015/3/6,7.0,12.1,2.3
2015/3/7,7.7,11.3,5.7
2015/3/8,9.4,13.7,6.9
2015/3/9,8.7,11.7,6.2
2015/3/10,3.9,7.1,-0.3
2015/3/11,2.4,6.5,-1.2
2015/3/12,6.0,11.4,0.7
2015/3/13,7.1,14.1,0.1
2015/3/14,6.2,10.7,3.1
2015/3/15,8.0,11.7,3.0
2015/3/16,13.0,19.6,8.6
2015/3/17,14.3,22.1,8.1
2015/3/18,15.8,22.7,11.6
2015/3/19,15.0,17.2,12.3
2015/3/20,13.4,18.5,9.1
2015/3/21,12.7,20.7,6.3
2015/3/22,13.1,22.2,7.4
2015/3/23,7.1,10.6,4.0
2015/3/24,5.1,8.9,2.4
2015/3/25,5.3,10.6,1.9
2015/3/26,8.0,15.9,1.6
2015/3/27,10.7,19.5,2.9
2015/3/28,14.1,22.0,7.5
2015/3/29,12.3,14.7,9.0
2015/3/30,13.7,22.1,7.2
2015/3/31,16.8,24.5,8.3
