É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:23

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2008/12/1,7.5,12.9,2.9
2008/12/2,7.8,10.9,5.0
2008/12/3,10.3,19.1,4.2
2008/12/4,9.6,15.8,3.0
2008/12/5,10.3,13.9,7.1
2008/12/6,8.5,13.1,4.1
2008/12/7,4.6,11.1,-0.7
2008/12/8,5.4,11.2,0.4
2008/12/9,6.8,11.0,1.2
2008/12/10,12.3,18.4,7.6
2008/12/11,9.8,16.2,5.4
2008/12/12,11.1,17.9,4.5
2008/12/13,8.8,10.9,6.7
2008/12/14,5.7,8.8,1.2
2008/12/15,4.1,9.7,-0.1
2008/12/16,5.4,12.3,-0.9
2008/12/17,7.7,9.1,5.3
2008/12/18,9.7,17.1,4.3
2008/12/19,8.2,13.3,3.9
2008/12/20,7.0,13.8,2.8
2008/12/21,7.7,15.4,0.8
2008/12/22,8.2,16.5,3.5
2008/12/23,4.7,9.2,1.5
2008/12/24,4.7,9.6,-0.2
2008/12/25,6.6,13.0,0.5
2008/12/26,3.1,6.6,0.9
2008/12/27,4.4,9.6,0.3
2008/12/28,5.4,11.9,-1.8
2008/12/29,8.5,14.7,4.3
2008/12/30,6.6,14.1,0.3
2008/12/31,4.9,9.6,0.7
2009/1/1,4.5,10.1,0.6
2009/1/2,5.2,10.9,1.1
2009/1/3,5.1,11.2,-1.5
2009/1/4,6.2,11.3,2.9
2009/1/5,6.9,12.9,1.2
2009/1/6,6.6,12.2,2.2
2009/1/7,5.2,10.1,1.5
2009/1/8,3.3,9.4,-2.6
2009/1/9,3.1,4.8,1.3
2009/1/10,3.9,9.1,0.2
2009/1/11,3.0,8.6,-1.4
2009/1/12,2.2,8.1,-1.9
2009/1/13,2.0,10.2,-2.7
2009/1/14,3.8,9.5,-2.0
2009/1/15,2.8,6.7,-0.4
2009/1/16,2.5,9.4,-3.6
2009/1/17,4.8,11.6,-1.1
2009/1/18,3.4,7.3,-0.5
2009/1/19,7.1,15.8,1.0
2009/1/20,5.6,10.7,2.5
2009/1/21,4.2,7.8,0.1
2009/1/22,5.1,6.7,3.5
2009/1/23,10.1,16.5,6.0
2009/1/24,5.0,9.6,1.3
2009/1/25,2.8,9.0,-2.1
2009/1/26,3.0,9.3,-2.1
2009/1/27,5.8,12.4,-1.0
2009/1/28,5.6,9.0,2.0
2009/1/29,7.7,10.5,4.5
2009/1/30,8.5,9.9,7.3
2009/1/31,9.1,12.4,7.8
2009/2/1,6.5,9.9,3.2
2009/2/2,5.5,11.2,1.6
2009/2/3,7.2,15.8,-0.3
2009/2/4,5.1,9.9,0.3
2009/2/5,4.0,9.2,0.1
2009/2/6,6.3,11.2,1.8
2009/2/7,4.8,10.6,-0.3
2009/2/8,6.2,10.4,2.2
2009/2/9,4.1,7.6,0.1
2009/2/10,6.8,15.3,-0.1
2009/2/11,4.5,8.0,0.8
2009/2/12,8.6,15.6,2.0
2009/2/13,7.1,11.4,2.3
2009/2/14,13.9,22.8,8.1
2009/2/15,10.4,16.7,4.5
2009/2/16,7.7,14.3,1.2
2009/2/17,3.3,9.1,-1.6
2009/2/18,4.3,10.8,-2.2
2009/2/19,5.1,10.0,1.1
2009/2/20,5.8,15.8,0.4
2009/2/21,4.6,9.1,1.3
2009/2/22,5.3,12.1,-1.7
2009/2/23,5.9,8.0,3.3
2009/2/24,4.0,5.9,1.1
2009/2/25,8.3,15.1,2.5
2009/2/26,6.8,10.5,4.0
2009/2/27,3.0,4.2,1.8
2009/2/28,6.4,10.5,3.2
2009/3/1,7.1,11.0,3.5
2009/3/2,5.4,9.2,1.5
2009/3/3,2.5,6.2,0.2
2009/3/4,6.0,10.9,1.3
2009/3/5,7.7,13.1,2.0
2009/3/6,7.0,12.1,4.8
2009/3/7,9.9,14.0,7.2
2009/3/8,8.0,11.9,5.5
2009/3/9,9.4,11.8,6.8
2009/3/10,10.4,17.7,4.3
2009/3/11,5.9,12.6,1.3
2009/3/12,6.5,12.7,0.5
2009/3/13,7.0,10.9,1.9
2009/3/14,8.1,12.9,4.0
2009/3/15,8.8,14.9,2.7
2009/3/16,9.7,16.4,1.6
2009/3/17,11.1,18.9,4.4
2009/3/18,12.5,21.3,4.7
2009/3/19,15.4,23.8,6.3
2009/3/20,12.7,19.8,7.1
2009/3/21,11.0,17.9,6.0
2009/3/22,11.2,14.7,7.3
2009/3/23,11.4,15.4,6.3
2009/3/24,8.6,13.4,5.5
2009/3/25,7.4,9.5,5.9
2009/3/26,6.7,13.6,2.2
2009/3/27,6.4,13.6,-0.2
2009/3/28,6.5,12.3,2.4
2009/3/29,7.4,13.7,1.2
2009/3/30,8.4,14.3,3.7
2009/3/31,10.0,15.7,6.8
