ダウンロードした時刻：2019/10/10 15:48:29

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,8.8,14.6,4.1
2000/12/2,7.6,13.3,4.1
2000/12/3,8.4,14.6,4.0
2000/12/4,6.3,10.1,1.8
2000/12/5,6.4,10.6,0.6
2000/12/6,6.3,9.4,4.2
2000/12/7,3.8,9.6,-0.3
2000/12/8,6.2,14.6,0.6
2000/12/9,8.5,16.5,2.8
2000/12/10,9.1,12.3,5.2
2000/12/11,5.7,9.6,1.6
2000/12/12,2.0,5.2,0.3
2000/12/13,2.7,4.5,1.2
2000/12/14,4.6,7.4,3.0
2000/12/15,6.0,11.8,2.1
2000/12/16,8.2,15.0,3.9
2000/12/17,4.7,8.0,0.7
2000/12/18,7.8,13.7,2.0
2000/12/19,10.5,14.1,7.6
2000/12/20,8.1,11.7,3.2
2000/12/21,8.0,10.8,5.4
2000/12/22,5.4,12.0,0.2
2000/12/23,8.1,15.9,0.4
2000/12/24,5.5,10.7,3.0
2000/12/25,3.6,7.8,1.2
2000/12/26,1.6,3.5,0.3
2000/12/27,1.8,4.5,0.1
2000/12/28,2.4,4.3,0.5
2000/12/29,3.0,6.3,-0.8
2000/12/30,3.0,10.3,-2.5
2000/12/31,6.4,9.6,2.2
2001/1/1,3.8,6.3,1.4
2001/1/2,4.8,7.4,1.3
2001/1/3,3.6,6.1,1.3
2001/1/4,1.9,5.3,0.6
2001/1/5,2.2,5.8,0.3
2001/1/6,1.0,2.6,0.0
2001/1/7,0.9,5.2,-1.4
2001/1/8,4.4,7.5,1.6
2001/1/9,5.2,10.9,-0.9
2001/1/10,7.3,11.2,2.6
2001/1/11,4.6,8.7,1.7
2001/1/12,2.7,5.1,0.8
2001/1/13,0.6,1.4,0.1
2001/1/14,-0.8,0.7,-2.5
2001/1/15,-1.3,-0.5,-2.1
2001/1/16,-1.3,-0.1,-2.1
2001/1/17,-0.2,1.9,-3.5
2001/1/18,0.5,4.6,-2.9
2001/1/19,0.5,2.6,-1.2
2001/1/20,-0.5,2.2,-4.0
2001/1/21,2.9,6.7,0.9
2001/1/22,1.9,5.3,-0.3
2001/1/23,1.4,4.2,0.1
2001/1/24,1.4,5.3,-1.4
2001/1/25,1.9,5.6,-1.3
2001/1/26,3.9,6.1,1.6
2001/1/27,1.4,3.2,0.3
2001/1/28,2.0,5.6,0.2
2001/1/29,1.3,2.6,0.3
2001/1/30,1.2,3.9,0.4
2001/1/31,2.5,6.7,-0.2
2001/2/1,3.5,6.0,1.7
2001/2/2,1.6,4.2,0.1
2001/2/3,2.8,6.2,-0.3
2001/2/4,2.3,6.0,-1.7
2001/2/5,3.8,11.1,-1.3
2001/2/6,4.1,7.9,-0.1
2001/2/7,3.5,7.9,-1.0
2001/2/8,2.7,5.8,-0.8
2001/2/9,0.4,3.1,-1.9
2001/2/10,1.9,4.0,0.8
2001/2/11,1.0,3.6,-0.9
2001/2/12,1.0,3.3,-1.1
2001/2/13,1.8,4.9,-1.5
2001/2/14,1.0,2.7,-0.2
2001/2/15,0.3,3.3,-2.2
2001/2/16,2.0,5.1,-0.9
2001/2/17,1.8,5.6,-3.0
2001/2/18,5.5,10.8,1.7
2001/2/19,5.5,8.8,3.3
2001/2/20,3.5,8.2,-0.5
2001/2/21,6.2,14.7,-1.2
2001/2/22,7.8,14.8,3.8
2001/2/23,7.2,16.6,1.0
2001/2/24,5.6,6.8,3.1
2001/2/25,2.7,6.3,-0.2
2001/2/26,2.0,6.5,-0.9
2001/2/27,5.0,14.8,-2.6
2001/2/28,7.3,11.6,4.0
2001/3/1,5.5,7.1,3.8
2001/3/2,3.3,7.2,0.8
2001/3/3,5.4,10.5,-1.7
2001/3/4,5.4,10.4,0.8
2001/3/5,4.2,7.4,0.3
2001/3/6,7.7,13.2,3.1
2001/3/7,6.3,12.3,2.7
2001/3/8,1.2,4.8,-1.3
2001/3/9,1.8,4.8,-1.3
2001/3/10,1.3,3.6,-0.5
2001/3/11,1.1,4.6,-1.3
2001/3/12,2.7,9.1,-2.5
2001/3/13,2.9,7.9,-0.6
2001/3/14,8.8,16.8,-0.3
2001/3/15,8.7,15.8,2.3
2001/3/16,4.8,11.0,-0.2
2001/3/17,6.8,11.9,1.2
2001/3/18,9.8,14.3,5.5
2001/3/19,10.3,17.7,3.6
2001/3/20,12.0,19.7,4.2
2001/3/21,11.4,17.2,6.6
2001/3/22,13.2,21.6,4.3
2001/3/23,10.5,16.0,7.2
2001/3/24,13.1,20.6,3.7
2001/3/25,14.0,16.4,11.5
2001/3/26,10.0,13.7,4.5
2001/3/27,7.5,11.9,3.9
2001/3/28,7.5,13.9,3.1
2001/3/29,8.3,12.0,5.3
2001/3/30,4.3,7.7,1.4
2001/3/31,3.8,7.4,1.3
