ダウンロードした時刻：2019/10/10 16:15:40

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,11.3,17.4,6.4
2009/12/2,11.8,18.4,6.5
2009/12/3,11.8,16.3,8.0
2009/12/4,10.0,16.0,5.5
2009/12/5,12.2,18.6,7.6
2009/12/6,8.7,10.6,6.7
2009/12/7,6.9,12.4,2.4
2009/12/8,8.0,14.4,2.8
2009/12/9,9.1,13.8,4.8
2009/12/10,10.7,13.4,7.0
2009/12/11,13.6,16.5,11.3
2009/12/12,13.6,17.0,11.2
2009/12/13,11.7,14.5,9.4
2009/12/14,10.4,15.3,6.7
2009/12/15,8.0,11.3,4.4
2009/12/16,6.7,9.6,4.9
2009/12/17,5.5,8.5,3.7
2009/12/18,4.7,7.5,2.9
2009/12/19,4.6,7.1,2.4
2009/12/20,6.4,9.2,4.5
2009/12/21,5.7,8.8,2.5
2009/12/22,5.9,10.9,1.3
2009/12/23,9.5,15.1,4.4
2009/12/24,8.8,13.8,5.6
2009/12/25,8.4,13.2,3.4
2009/12/26,8.8,11.4,4.3
2009/12/27,6.4,12.5,1.1
2009/12/28,6.5,9.1,2.6
2009/12/29,5.1,9.8,2.2
2009/12/30,8.2,14.8,3.4
2009/12/31,3.3,7.2,1.3
2010/1/1,2.4,6.0,0.0
2010/1/2,5.9,10.5,0.1
2010/1/3,7.3,10.9,1.1
2010/1/4,6.6,13.7,-0.8
2010/1/5,5.8,9.7,3.8
2010/1/6,3.8,6.2,2.9
2010/1/7,3.9,5.8,2.3
2010/1/8,4.6,8.2,-0.1
2010/1/9,6.1,10.6,2.1
2010/1/10,7.4,9.9,4.8
2010/1/11,8.1,11.1,4.7
2010/1/12,7.0,9.4,2.5
2010/1/13,1.6,4.1,-1.2
2010/1/14,2.0,5.1,0.3
2010/1/15,4.6,7.9,1.3
2010/1/16,4.8,9.4,0.9
2010/1/17,5.4,10.6,1.6
2010/1/18,6.2,12.1,1.1
2010/1/19,7.2,13.3,2.0
2010/1/20,12.4,19.3,6.0
2010/1/21,12.0,15.2,6.6
2010/1/22,7.0,10.4,3.6
2010/1/23,5.0,7.3,1.8
2010/1/24,4.8,10.1,0.2
2010/1/25,6.4,10.0,2.7
2010/1/26,5.3,10.6,0.8
2010/1/27,7.9,15.0,0.3
2010/1/28,11.3,14.9,5.7
2010/1/29,7.3,11.6,3.3
2010/1/30,7.7,11.5,3.4
2010/1/31,7.4,8.5,5.9
2010/2/1,6.1,8.4,4.5
2010/2/2,6.8,10.5,4.1
2010/2/3,4.2,7.9,0.7
2010/2/4,3.0,7.0,-0.3
2010/2/5,4.3,8.2,0.3
2010/2/6,4.7,7.7,0.5
2010/2/7,4.0,10.6,-1.8
2010/2/8,9.9,15.8,4.2
2010/2/9,14.1,19.7,10.3
2010/2/10,14.9,19.2,11.7
2010/2/11,10.0,13.4,6.8
2010/2/12,7.0,10.8,4.4
2010/2/13,6.4,11.0,1.1
2010/2/14,7.3,10.4,3.1
2010/2/15,6.9,8.2,5.8
2010/2/16,6.4,9.8,3.0
2010/2/17,4.8,9.3,2.4
2010/2/18,4.8,8.7,1.8
2010/2/19,4.7,8.1,1.8
2010/2/20,5.1,10.5,1.1
2010/2/21,6.2,12.6,0.7
2010/2/22,9.9,16.5,3.3
2010/2/23,13.0,19.1,8.3
2010/2/24,13.5,20.1,7.2
2010/2/25,17.1,22.6,11.5
2010/2/26,16.0,21.0,14.1
2010/2/27,13.4,16.9,10.8
2010/2/28,11.5,16.0,8.9
2010/3/1,11.5,16.6,7.3
2010/3/2,12.1,14.2,11.0
2010/3/3,11.2,14.7,7.7
2010/3/4,11.3,18.1,8.3
2010/3/5,14.5,17.6,11.2
2010/3/6,12.5,14.9,10.2
2010/3/7,8.9,10.3,7.5
2010/3/8,8.3,12.1,6.8
2010/3/9,5.0,7.6,2.9
2010/3/10,3.5,4.8,2.0
2010/3/11,5.2,10.5,0.6
2010/3/12,10.8,18.0,2.8
2010/3/13,13.7,16.4,9.3
2010/3/14,11.5,16.5,7.0
2010/3/15,13.8,19.0,10.4
2010/3/16,11.3,15.2,7.0
2010/3/17,7.4,11.7,2.9
2010/3/18,8.1,12.0,3.9
2010/3/19,9.1,15.6,3.7
2010/3/20,17.5,27.5,7.7
2010/3/21,11.1,15.7,4.5
2010/3/22,9.7,15.3,3.5
2010/3/23,10.2,11.8,9.3
2010/3/24,8.8,10.1,7.6
2010/3/25,7.7,9.5,5.6
2010/3/26,6.7,10.9,1.1
2010/3/27,6.4,11.9,-0.1
2010/3/28,10.0,13.8,6.6
2010/3/29,8.1,11.9,3.7
2010/3/30,7.2,12.8,0.5
2010/3/31,12.0,16.6,7.3
