ダウンロードした時刻：2019/10/10 16:19:54

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,8.7,13.1,6.2
1990/12/2,6.7,9.8,4.3
1990/12/3,4.5,8.7,0.9
1990/12/4,7.0,13.3,3.0
1990/12/5,9.2,15.3,4.1
1990/12/6,9.7,17.1,5.5
1990/12/7,11.7,19.4,6.6
1990/12/8,13.7,19.9,8.8
1990/12/9,13.0,16.5,10.2
1990/12/10,14.3,19.0,9.8
1990/12/11,8.0,15.6,3.4
1990/12/12,4.8,9.6,1.0
1990/12/13,7.6,13.0,0.5
1990/12/14,10.0,12.8,6.0
1990/12/15,6.2,11.2,2.4
1990/12/16,5.2,10.0,0.9
1990/12/17,5.3,9.2,0.8
1990/12/18,6.0,11.1,2.7
1990/12/19,5.8,11.2,1.7
1990/12/20,8.1,10.5,3.9
1990/12/21,9.5,15.1,3.2
1990/12/22,9.5,13.7,5.1
1990/12/23,4.7,7.6,2.1
1990/12/24,4.2,9.8,0.2
1990/12/25,7.2,12.9,-1.0
1990/12/26,1.9,9.2,0.1
1990/12/27,1.6,8.0,-0.9
1990/12/28,3.2,10.3,-1.4
1990/12/29,4.0,7.9,0.7
1990/12/30,7.1,11.2,2.7
1990/12/31,10.5,13.2,6.8
1991/1/1,12.0,16.4,8.7
1991/1/2,5.6,8.8,2.3
1991/1/3,4.1,7.8,0.9
1991/1/4,3.6,6.3,2.5
1991/1/5,1.7,3.7,0.3
1991/1/6,2.5,7.9,-1.2
1991/1/7,5.7,11.0,-1.1
1991/1/8,2.1,5.2,0.4
1991/1/9,4.1,8.9,0.1
1991/1/10,5.8,7.5,4.0
1991/1/11,6.5,9.7,3.5
1991/1/12,5.0,7.7,3.1
1991/1/13,3.0,5.5,0.5
1991/1/14,2.4,6.6,-1.1
1991/1/15,4.2,9.1,-2.6
1991/1/16,6.7,12.0,0.3
1991/1/17,8.0,11.2,3.8
1991/1/18,5.6,9.9,2.6
1991/1/19,7.9,10.6,5.9
1991/1/20,9.5,11.6,7.1
1991/1/21,11.1,12.5,9.4
1991/1/22,8.6,9.9,7.3
1991/1/23,8.3,12.0,5.0
1991/1/24,8.4,10.2,6.5
1991/1/25,6.4,8.9,4.0
1991/1/26,3.6,8.8,0.3
1991/1/27,3.8,8.9,0.2
1991/1/28,5.3,8.9,1.9
1991/1/29,6.1,11.2,2.8
1991/1/30,6.0,10.5,2.6
1991/1/31,5.9,12.0,0.9
1991/2/1,4.9,10.0,0.1
1991/2/2,4.3,9.5,0.3
1991/2/3,4.8,10.0,-1.0
1991/2/4,5.8,9.0,1.6
1991/2/5,4.1,10.3,0.8
1991/2/6,4.9,10.4,0.0
1991/2/7,7.0,12.4,2.1
1991/2/8,7.8,11.6,1.6
1991/2/9,7.5,11.5,1.0
1991/2/10,10.9,15.2,8.5
1991/2/11,9.1,12.6,6.7
1991/2/12,6.2,12.0,1.8
1991/2/13,7.7,9.1,5.0
1991/2/14,10.3,12.1,8.7
1991/2/15,9.2,12.1,6.2
1991/2/16,6.0,10.2,2.9
1991/2/17,4.5,7.0,2.7
1991/2/18,5.5,7.4,1.9
1991/2/19,3.3,6.8,-1.5
1991/2/20,2.8,5.9,-0.7
1991/2/21,1.8,3.6,-1.1
1991/2/22,0.0,7.9,-4.3
1991/2/23,-1.8,0.2,-4.0
1991/2/24,0.3,4.7,-3.0
1991/2/25,1.9,7.8,-2.4
1991/2/26,3.5,9.9,-3.4
1991/2/27,6.5,11.4,1.4
1991/2/28,9.4,14.6,4.7
1991/3/1,6.6,11.7,2.5
1991/3/2,5.8,11.9,1.5
1991/3/3,6.6,13.1,0.8
1991/3/4,7.1,11.5,2.4
1991/3/5,10.8,14.0,7.4
1991/3/6,11.2,19.1,5.7
1991/3/7,8.6,12.1,5.1
1991/3/8,8.6,9.2,7.7
1991/3/9,8.1,10.3,4.6
1991/3/10,8.5,13.9,3.3
1991/3/11,9.0,9.8,7.2
1991/3/12,9.0,12.9,6.5
1991/3/13,8.9,13.9,3.8
1991/3/14,7.9,10.8,3.8
1991/3/15,6.8,8.9,5.3
1991/3/16,7.4,11.8,5.1
1991/3/17,6.9,11.5,2.0
1991/3/18,7.8,13.6,0.6
1991/3/19,12.0,16.1,4.4
1991/3/20,15.4,19.2,10.2
1991/3/21,8.8,10.2,7.8
1991/3/22,9.7,10.9,8.3
1991/3/23,9.9,13.6,7.4
1991/3/24,12.0,16.1,6.8
1991/3/25,11.6,12.8,10.2
1991/3/26,11.7,12.9,10.3
1991/3/27,10.4,11.7,9.5
1991/3/28,9.9,10.9,9.2
1991/3/29,10.6,13.7,9.0
1991/3/30,11.0,13.6,9.3
1991/3/31,9.0,12.0,6.7
