ダウンロードした時刻：2019/10/10 16:19:57

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,13.1,15.7,10.5
1993/12/2,12.9,17.7,7.8
1993/12/3,9.6,14.0,4.1
1993/12/4,6.1,7.6,4.2
1993/12/5,6.3,8.8,2.2
1993/12/6,4.9,9.0,1.7
1993/12/7,5.4,10.8,1.5
1993/12/8,5.8,11.0,1.8
1993/12/9,8.4,13.6,3.5
1993/12/10,11.1,14.3,8.3
1993/12/11,7.3,10.0,3.0
1993/12/12,8.3,13.6,3.0
1993/12/13,10.0,14.5,7.4
1993/12/14,5.9,8.2,2.3
1993/12/15,4.0,7.6,0.6
1993/12/16,5.2,9.0,1.1
1993/12/17,3.9,6.0,1.7
1993/12/18,3.6,8.0,1.1
1993/12/19,6.7,10.8,1.6
1993/12/20,8.8,13.1,5.0
1993/12/21,4.6,10.8,0.5
1993/12/22,3.9,6.4,0.4
1993/12/23,5.5,7.9,2.5
1993/12/24,7.4,9.8,3.3
1993/12/25,10.3,14.2,7.5
1993/12/26,11.9,16.5,6.7
1993/12/27,7.7,9.6,5.9
1993/12/28,6.4,9.6,3.8
1993/12/29,9.3,12.0,4.4
1993/12/30,11.7,16.0,4.9
1993/12/31,8.8,15.2,3.1
1994/1/1,5.9,9.9,1.5
1994/1/2,7.7,10.0,3.9
1994/1/3,10.0,13.1,6.3
1994/1/4,7.4,10.9,2.3
1994/1/5,7.5,10.7,3.3
1994/1/6,9.2,12.5,5.7
1994/1/7,4.1,7.9,0.4
1994/1/8,5.3,9.5,0.3
1994/1/9,7.8,12.9,4.1
1994/1/10,8.2,13.8,3.7
1994/1/11,9.1,12.9,5.3
1994/1/12,8.6,11.7,5.8
1994/1/13,7.5,9.7,5.4
1994/1/14,5.3,7.9,1.6
1994/1/15,6.7,9.9,2.1
1994/1/16,9.3,13.7,3.8
1994/1/17,11.6,16.9,7.8
1994/1/18,5.0,9.2,0.6
1994/1/19,-0.6,1.4,-2.3
1994/1/20,1.9,3.9,-1.5
1994/1/21,1.8,3.4,-0.1
1994/1/22,4.1,5.7,2.3
1994/1/23,2.6,5.5,-0.8
1994/1/24,3.0,6.6,-1.6
1994/1/25,5.9,10.8,3.3
1994/1/26,9.8,12.9,4.0
1994/1/27,4.8,7.3,3.1
1994/1/28,6.2,7.7,4.4
1994/1/29,3.7,5.7,1.3
1994/1/30,5.2,7.7,0.8
1994/1/31,8.9,12.0,4.5
1994/2/1,8.2,10.3,5.9
1994/2/2,3.9,6.0,2.0
1994/2/3,4.3,7.6,1.1
1994/2/4,6.2,8.7,3.2
1994/2/5,6.1,10.3,1.2
1994/2/6,8.0,11.8,2.7
1994/2/7,8.6,12.3,4.7
1994/2/8,7.7,10.9,3.6
1994/2/9,3.4,8.0,1.1
1994/2/10,2.1,6.2,-0.2
1994/2/11,4.9,7.5,1.0
1994/2/12,5.3,6.8,2.2
1994/2/13,4.5,9.8,-1.1
1994/2/14,7.7,12.6,2.6
1994/2/15,7.8,10.1,6.1
1994/2/16,7.8,12.0,4.0
1994/2/17,7.5,12.1,2.9
1994/2/18,7.1,12.2,2.7
1994/2/19,8.7,14.0,3.0
1994/2/20,11.6,12.8,9.1
1994/2/21,7.6,11.3,5.1
1994/2/22,6.7,10.3,2.0
1994/2/23,7.5,10.2,4.7
1994/2/24,6.3,8.3,5.1
1994/2/25,5.7,8.2,3.8
1994/2/26,5.6,8.3,3.2
1994/2/27,6.4,9.4,4.4
1994/2/28,7.0,11.5,1.5
1994/3/1,5.5,9.1,2.0
1994/3/2,4.5,9.2,0.5
1994/3/3,6.4,10.5,1.5
1994/3/4,9.2,12.2,5.2
1994/3/5,9.8,12.6,4.4
1994/3/6,8.1,12.5,4.0
1994/3/7,11.3,13.0,7.0
1994/3/8,13.0,15.7,8.7
1994/3/9,8.9,12.5,5.9
1994/3/10,3.5,6.7,-0.2
1994/3/11,5.8,9.5,-0.1
1994/3/12,6.7,8.4,3.9
1994/3/13,7.8,10.9,5.4
1994/3/14,3.7,6.1,1.4
1994/3/15,5.4,8.6,1.1
1994/3/16,6.7,9.5,0.9
1994/3/17,8.6,11.9,4.2
1994/3/18,8.8,14.0,2.9
1994/3/19,10.8,15.5,7.0
1994/3/20,9.7,11.4,8.4
1994/3/21,9.3,11.4,8.1
1994/3/22,10.0,12.0,7.5
1994/3/23,10.3,12.7,6.6
1994/3/24,6.5,11.3,3.7
1994/3/25,5.5,7.8,3.3
1994/3/26,5.8,7.8,2.7
1994/3/27,8.5,12.0,4.0
1994/3/28,11.3,14.1,9.5
1994/3/29,10.8,14.1,8.0
1994/3/30,11.1,15.2,6.1
1994/3/31,12.4,16.8,8.4
