ダウンロードした時刻：2019/10/10 15:43:45

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,9.3,13.7,5.4
1998/12/2,3.3,5.5,1.8
1998/12/3,3.8,5.4,2.5
1998/12/4,6.4,9.6,2.7
1998/12/5,8.1,11.0,4.9
1998/12/6,7.4,9.7,3.4
1998/12/7,7.9,12.1,2.7
1998/12/8,9.4,12.2,5.8
1998/12/9,4.5,7.3,2.5
1998/12/10,3.1,5.0,-0.3
1998/12/11,4.0,8.5,-0.5
1998/12/12,4.8,6.1,3.7
1998/12/13,8.4,14.0,2.8
1998/12/14,11.3,13.9,8.4
1998/12/15,7.7,9.6,7.0
1998/12/16,10.3,13.9,6.7
1998/12/17,8.7,12.6,5.4
1998/12/18,5.0,9.3,1.3
1998/12/19,7.6,13.6,1.3
1998/12/20,6.1,8.5,3.1
1998/12/21,5.6,8.0,4.0
1998/12/22,6.9,10.2,3.5
1998/12/23,7.2,9.7,4.8
1998/12/24,5.5,7.5,2.6
1998/12/25,5.4,8.5,1.8
1998/12/26,6.2,8.6,2.4
1998/12/27,5.5,9.6,2.6
1998/12/28,4.4,8.6,2.0
1998/12/29,6.0,10.2,1.2
1998/12/30,3.9,7.4,1.9
1998/12/31,2.5,3.7,0.0
1999/1/1,2.3,4.2,-0.3
1999/1/2,1.4,3.7,0.1
1999/1/3,3.2,5.5,1.3
1999/1/4,3.2,5.4,1.8
1999/1/5,3.5,8.3,-1.0
1999/1/6,4.4,5.9,3.1
1999/1/7,3.3,9.3,-1.3
1999/1/8,-1.3,-0.1,-2.3
1999/1/9,-0.2,1.9,-1.8
1999/1/10,1.7,2.9,-0.8
1999/1/11,1.9,3.8,-0.5
1999/1/12,4.0,6.5,2.2
1999/1/13,4.5,6.9,2.7
1999/1/14,3.2,4.9,1.3
1999/1/15,3.3,6.8,1.1
1999/1/16,2.3,4.5,0.6
1999/1/17,2.6,5.7,-0.3
1999/1/18,3.1,8.3,-1.2
1999/1/19,4.8,8.9,1.2
1999/1/20,5.9,9.7,0.2
1999/1/21,1.6,3.4,-0.5
1999/1/22,3.4,8.6,0.3
1999/1/23,6.8,10.8,3.8
1999/1/24,4.0,7.3,0.2
1999/1/25,7.6,11.4,3.9
1999/1/26,5.6,8.7,2.0
1999/1/27,5.7,10.6,1.4
1999/1/28,4.2,8.7,0.4
1999/1/29,-1.1,0.6,-2.5
1999/1/30,-0.9,3.8,-2.4
1999/1/31,3.3,5.9,1.3
1999/2/1,4.0,6.8,2.0
1999/2/2,0.5,3.0,-2.2
1999/2/3,-1.7,-0.2,-3.6
1999/2/4,0.6,3.7,-3.1
1999/2/5,-0.4,2.6,-4.9
1999/2/6,1.7,3.7,0.2
1999/2/7,3.0,7.9,-2.3
1999/2/8,3.4,7.8,0.9
1999/2/9,3.1,6.9,-2.1
1999/2/10,2.5,5.9,-0.7
1999/2/11,2.0,6.8,-0.6
1999/2/12,3.1,6.5,-1.3
1999/2/13,-1.2,1.1,-3.4
1999/2/14,0.8,3.3,-1.1
1999/2/15,1.9,4.9,-0.6
1999/2/16,4.5,11.6,-0.3
1999/2/17,7.7,14.5,0.9
1999/2/18,7.2,11.4,4.2
1999/2/19,1.8,4.2,0.5
1999/2/20,0.0,2.1,-2.0
1999/2/21,0.0,1.9,-1.5
1999/2/22,2.2,5.3,-0.6
1999/2/23,3.1,6.1,0.4
1999/2/24,3.5,7.5,-1.0
1999/2/25,5.2,8.7,1.9
1999/2/26,7.2,12.7,1.4
1999/2/27,3.7,10.0,-1.2
1999/2/28,2.2,5.4,-1.5
1999/3/1,7.0,13.2,0.7
1999/3/2,7.3,12.2,4.7
1999/3/3,6.3,12.4,0.2
1999/3/4,9.3,16.4,5.7
1999/3/5,9.2,16.0,3.2
1999/3/6,4.6,7.6,3.0
1999/3/7,5.1,7.6,2.4
1999/3/8,4.5,5.9,1.8
1999/3/9,3.9,6.5,1.4
1999/3/10,5.9,10.9,1.0
1999/3/11,3.8,6.3,-0.1
1999/3/12,2.2,5.8,-0.5
1999/3/13,6.9,15.9,-2.3
1999/3/14,11.1,19.4,5.2
1999/3/15,9.6,11.3,8.2
1999/3/16,8.1,9.6,6.9
1999/3/17,9.5,14.8,4.5
1999/3/18,14.2,21.8,7.1
1999/3/19,8.9,12.5,4.7
1999/3/20,4.9,6.0,3.0
1999/3/21,4.4,7.9,0.8
1999/3/22,2.9,6.1,0.4
1999/3/23,3.7,7.1,0.8
1999/3/24,7.5,15.6,-0.6
1999/3/25,10.4,16.1,5.9
1999/3/26,11.5,18.1,6.5
1999/3/27,7.1,9.8,4.7
1999/3/28,4.5,11.2,1.0
1999/3/29,1.9,6.2,-0.2
1999/3/30,3.4,7.2,-0.1
1999/3/31,7.0,12.6,3.2
