ダウンロードした時刻：2019/10/10 16:03:04

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,13.0,14.2,12.0
2000/12/2,14.1,16.8,11.1
2000/12/3,14.4,19.8,9.9
2000/12/4,14.0,16.6,11.5
2000/12/5,14.4,17.0,11.4
2000/12/6,13.4,15.2,12.5
2000/12/7,12.4,14.5,10.1
2000/12/8,13.8,18.2,9.1
2000/12/9,14.2,18.6,10.1
2000/12/10,16.7,20.9,8.7
2000/12/11,14.5,17.0,10.4
2000/12/12,9.9,11.7,8.7
2000/12/13,11.2,12.9,9.6
2000/12/14,11.8,13.4,9.9
2000/12/15,12.3,15.7,8.6
2000/12/16,15.2,18.5,10.5
2000/12/17,14.7,18.2,12.0
2000/12/18,16.0,18.8,13.4
2000/12/19,17.8,21.1,13.8
2000/12/20,15.6,18.9,10.6
2000/12/21,15.0,18.5,12.5
2000/12/22,13.5,18.8,9.1
2000/12/23,15.8,18.3,12.2
2000/12/24,13.6,17.5,11.8
2000/12/25,13.5,17.4,9.5
2000/12/26,9.6,11.5,8.3
2000/12/27,9.6,11.6,8.2
2000/12/28,11.7,13.9,10.5
2000/12/29,11.1,15.0,6.9
2000/12/30,11.9,16.7,6.5
2000/12/31,13.2,14.4,11.4
2001/1/1,11.2,13.2,9.9
2001/1/2,13.4,15.8,10.1
2001/1/3,11.0,13.9,9.1
2001/1/4,8.9,11.5,7.7
2001/1/5,8.6,11.2,6.8
2001/1/6,7.8,9.7,5.1
2001/1/7,10.7,13.0,5.3
2001/1/8,13.9,17.9,11.5
2001/1/9,13.3,16.2,11.4
2001/1/10,16.2,19.1,12.3
2001/1/11,12.6,14.8,11.4
2001/1/12,10.0,12.5,8.9
2001/1/13,9.3,11.1,6.8
2001/1/14,6.7,11.3,3.5
2001/1/15,5.4,6.8,3.6
2001/1/16,6.0,9.0,3.5
2001/1/17,7.1,9.0,5.0
2001/1/18,9.0,11.9,5.8
2001/1/19,7.3,9.8,4.2
2001/1/20,11.6,15.9,5.8
2001/1/21,11.3,15.9,9.0
2001/1/22,9.9,13.0,8.2
2001/1/23,10.7,14.0,8.4
2001/1/24,8.0,11.4,5.0
2001/1/25,12.1,14.7,6.7
2001/1/26,13.4,17.3,10.7
2001/1/27,12.8,19.1,9.3
2001/1/28,11.1,14.0,9.3
2001/1/29,8.6,11.0,7.5
2001/1/30,8.2,11.2,5.4
2001/1/31,10.1,13.6,6.4
2001/2/1,13.4,15.9,9.8
2001/2/2,9.0,11.0,6.7
2001/2/3,8.2,10.8,6.6
2001/2/4,9.7,12.3,7.5
2001/2/5,12.3,16.1,8.9
2001/2/6,13.8,17.1,11.5
2001/2/7,12.8,16.3,10.2
2001/2/8,10.9,13.6,8.3
2001/2/9,9.5,12.6,6.1
2001/2/10,10.0,11.6,8.5
2001/2/11,9.3,12.1,7.3
2001/2/12,8.3,11.4,6.8
2001/2/13,8.3,9.9,6.6
2001/2/14,9.0,11.7,6.5
2001/2/15,7.0,9.6,5.9
2001/2/16,8.5,12.0,5.9
2001/2/17,7.4,10.9,5.2
2001/2/18,12.7,16.0,8.3
2001/2/19,12.5,15.5,10.9
2001/2/20,12.4,15.8,8.2
2001/2/21,14.7,17.1,12.2
2001/2/22,14.5,18.2,11.7
2001/2/23,15.0,17.3,10.1
2001/2/24,16.1,18.6,11.4
2001/2/25,10.0,12.2,6.7
2001/2/26,7.9,11.8,4.7
2001/2/27,10.0,15.8,4.4
2001/2/28,14.6,17.5,9.7
2001/3/1,16.7,18.7,14.4
2001/3/2,10.4,14.4,6.4
2001/3/3,11.0,15.3,6.8
2001/3/4,12.8,17.0,7.1
2001/3/5,8.5,11.3,4.9
2001/3/6,12.5,15.1,9.0
2001/3/7,13.2,16.6,9.1
2001/3/8,8.7,11.1,4.5
2001/3/9,6.5,9.5,2.7
2001/3/10,9.3,12.0,6.0
2001/3/11,9.1,11.9,6.7
2001/3/12,9.0,11.9,6.3
2001/3/13,7.4,9.9,5.6
2001/3/14,11.1,15.2,5.3
2001/3/15,15.0,18.6,11.6
2001/3/16,12.1,15.4,9.6
2001/3/17,13.8,16.8,9.4
2001/3/18,14.9,17.9,12.6
2001/3/19,14.5,17.9,11.6
2001/3/20,17.0,19.6,14.4
2001/3/21,16.3,20.1,12.5
2001/3/22,16.0,20.3,10.0
2001/3/23,17.0,20.4,11.2
2001/3/24,16.3,19.8,10.9
2001/3/25,15.7,17.8,14.0
2001/3/26,15.8,18.8,13.4
2001/3/27,13.8,17.0,11.6
2001/3/28,14.6,16.8,11.7
2001/3/29,16.0,20.6,12.0
2001/3/30,11.8,14.1,10.2
2001/3/31,11.1,15.0,7.5
