ダウンロードした時刻：2019/10/10 15:44:50

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,11.8,17.2,7.1
2010/12/2,12.4,19.1,5.6
2010/12/3,11.9,16.6,6.6
2010/12/4,10.0,11.9,6.8
2010/12/5,12.1,16.5,6.7
2010/12/6,12.6,18.4,7.0
2010/12/7,7.2,12.0,5.4
2010/12/8,6.9,10.1,4.3
2010/12/9,5.7,9.1,2.7
2010/12/10,6.8,11.1,4.0
2010/12/11,11.2,16.1,2.9
2010/12/12,7.0,8.3,5.9
2010/12/13,7.3,8.8,5.2
2010/12/14,10.5,12.8,8.7
2010/12/15,4.3,8.9,0.8
2010/12/16,2.3,4.9,0.9
2010/12/17,4.5,7.0,1.4
2010/12/18,4.8,7.9,1.5
2010/12/19,5.8,11.4,0.4
2010/12/20,10.9,14.2,6.8
2010/12/21,8.4,11.2,4.2
2010/12/22,9.8,12.1,7.7
2010/12/23,9.4,11.7,6.7
2010/12/24,4.5,10.4,0.4
2010/12/25,2.1,4.1,0.3
2010/12/26,1.2,3.7,0.0
2010/12/27,1.9,3.8,0.2
2010/12/28,5.8,8.9,2.2
2010/12/29,3.4,7.4,0.1
2010/12/30,2.6,4.6,0.7
2010/12/31,2.4,5.8,-0.7
2011/1/1,2.6,5.5,0.9
2011/1/2,3.6,5.3,1.2
2011/1/3,2.8,7.6,-1.5
2011/1/4,2.7,5.6,0.4
2011/1/5,3.5,6.1,1.2
2011/1/6,2.4,5.9,0.2
2011/1/7,0.1,2.4,-1.3
2011/1/8,3.4,7.6,-1.4
2011/1/9,2.8,5.6,-1.3
2011/1/10,-1.3,0.4,-2.6
2011/1/11,0.0,3.5,-4.0
2011/1/12,2.1,5.1,-0.6
2011/1/13,0.0,3.2,-1.9
2011/1/14,1.5,5.0,-2.8
2011/1/15,1.9,4.8,-1.0
2011/1/16,0.0,2.1,-2.9
2011/1/17,2.7,4.9,0.3
2011/1/18,3.2,6.0,0.9
2011/1/19,2.9,5.4,0.9
2011/1/20,1.3,3.7,-0.1
2011/1/21,1.4,4.2,-0.4
2011/1/22,2.5,4.1,0.6
2011/1/23,2.1,5.0,0.2
2011/1/24,1.7,4.2,0.1
2011/1/25,1.3,4.5,-0.3
2011/1/26,1.2,3.0,0.0
2011/1/27,1.5,4.5,-0.9
2011/1/28,0.0,2.3,-2.4
2011/1/29,0.4,3.0,-3.2
2011/1/30,-1.8,1.3,-3.0
2011/1/31,-0.5,2.8,-3.0
2011/2/1,2.4,4.4,-0.9
2011/2/2,1.3,6.2,-3.3
2011/2/3,3.8,9.6,-1.5
2011/2/4,4.7,9.7,-0.1
2011/2/5,5.8,9.2,1.4
2011/2/6,5.8,12.3,-0.2
2011/2/7,4.0,8.5,0.6
2011/2/8,2.7,5.8,-1.0
2011/2/9,4.4,8.5,2.2
2011/2/10,1.2,2.4,0.2
2011/2/11,1.6,4.9,-0.3
2011/2/12,1.9,4.3,0.1
2011/2/13,2.1,4.3,0.0
2011/2/14,3.2,6.4,0.8
2011/2/15,2.7,6.2,0.0
2011/2/16,3.5,8.9,-1.6
2011/2/17,6.8,11.4,1.8
2011/2/18,4.1,6.7,2.1
2011/2/19,3.1,7.5,-0.1
2011/2/20,4.6,9.7,-1.2
2011/2/21,5.2,9.3,2.1
2011/2/22,5.3,11.5,0.0
2011/2/23,8.6,17.0,1.0
2011/2/24,12.1,19.1,4.1
2011/2/25,7.9,14.2,0.8
2011/2/26,3.3,7.5,0.5
2011/2/27,6.5,13.8,0.6
2011/2/28,6.1,7.6,5.4
2011/3/1,5.7,8.1,3.7
2011/3/2,2.6,5.7,-0.4
2011/3/3,-0.1,1.8,-1.4
2011/3/4,0.7,2.7,-0.8
2011/3/5,4.1,7.9,1.5
2011/3/6,7.6,11.3,1.3
2011/3/7,4.8,7.4,2.2
2011/3/8,3.8,8.6,0.3
2011/3/9,2.3,5.4,0.2
2011/3/10,2.9,7.5,0.2
2011/3/11,1.9,6.1,0.1
2011/3/12,6.1,12.5,0.2
2011/3/13,8.7,15.4,1.5
2011/3/14,11.6,19.5,4.6
2011/3/15,7.6,9.6,4.9
2011/3/16,3.1,7.4,-1.1
2011/3/17,0.7,3.5,-1.5
2011/3/18,3.2,7.0,-0.9
2011/3/19,10.1,15.6,3.2
2011/3/20,10.8,17.8,6.9
2011/3/21,8.4,12.1,6.9
2011/3/22,7.5,12.2,3.0
2011/3/23,3.2,6.6,1.0
2011/3/24,,,
2011/3/25,5.5,9.9,2.4
2011/3/26,3.7,7.6,0.7
2011/3/27,3.5,7.7,0.7
2011/3/28,5.3,10.9,-0.3
2011/3/29,8.0,13.7,1.7
2011/3/30,8.9,12.5,4.8
2011/3/31,9.1,12.5,5.0
