ダウンロードした時刻：2019/10/10 15:53:14

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,10.2,11.8,6.9
1994/12/2,14.3,18.9,10.9
1994/12/3,10.4,14.0,7.1
1994/12/4,7.3,10.7,4.6
1994/12/5,7.1,11.9,5.0
1994/12/6,7.1,12.4,3.2
1994/12/7,6.1,10.4,1.2
1994/12/8,10.2,16.4,5.3
1994/12/9,9.9,13.8,7.4
1994/12/10,9.3,14.0,4.6
1994/12/11,7.7,9.3,5.0
1994/12/12,12.5,18.5,7.8
1994/12/13,11.1,12.9,7.9
1994/12/14,6.3,9.5,4.3
1994/12/15,7.5,12.6,2.8
1994/12/16,3.3,6.6,1.0
1994/12/17,3.7,8.7,-1.4
1994/12/18,4.7,9.5,1.4
1994/12/19,3.8,7.6,1.0
1994/12/20,3.8,9.5,-0.8
1994/12/21,6.3,13.1,1.2
1994/12/22,6.4,13.7,0.0
1994/12/23,7.1,15.6,0.3
1994/12/24,8.5,16.0,1.0
1994/12/25,9.9,15.3,5.9
1994/12/26,8.3,10.6,5.4
1994/12/27,10.8,16.2,7.4
1994/12/28,8.8,14.2,4.4
1994/12/29,6.5,10.8,1.8
1994/12/30,4.8,10.1,-0.4
1994/12/31,6.0,10.2,4.0
1995/1/1,4.9,8.6,1.9
1995/1/2,5.2,10.5,1.0
1995/1/3,3.6,6.9,-1.4
1995/1/4,8.0,9.9,5.8
1995/1/5,6.5,10.9,1.5
1995/1/6,2.2,6.1,0.7
1995/1/7,3.4,5.4,1.5
1995/1/8,5.9,13.2,0.3
1995/1/9,6.2,12.5,0.5
1995/1/10,4.5,8.7,1.2
1995/1/11,3.7,7.6,-0.1
1995/1/12,3.7,8.5,-0.2
1995/1/13,2.1,5.8,0.4
1995/1/14,1.0,4.2,-0.1
1995/1/15,-0.4,3.1,-2.4
1995/1/16,0.9,7.0,-4.7
1995/1/17,2.0,8.7,-3.3
1995/1/18,3.0,7.9,-2.5
1995/1/19,3.4,6.5,0.1
1995/1/20,4.2,10.6,-2.4
1995/1/21,6.6,12.9,0.9
1995/1/22,5.3,7.1,3.7
1995/1/23,7.5,11.8,4.5
1995/1/24,6.2,10.1,2.9
1995/1/25,4.7,9.9,1.2
1995/1/26,3.9,8.8,0.4
1995/1/27,3.7,8.7,-0.2
1995/1/28,4.1,9.6,-0.9
1995/1/29,3.5,9.7,-1.7
1995/1/30,0.4,4.4,-2.0
1995/1/31,0.0,3.6,-2.8
1995/2/1,2.1,7.2,-1.9
1995/2/2,3.4,9.3,-2.9
1995/2/3,4.2,9.3,0.2
1995/2/4,3.8,8.9,-1.8
1995/2/5,4.1,9.5,0.5
1995/2/6,3.3,8.0,0.4
1995/2/7,3.5,8.6,0.1
1995/2/8,6.4,13.5,0.3
1995/2/9,6.8,12.5,2.9
1995/2/10,4.2,7.9,1.8
1995/2/11,4.5,11.6,-1.9
1995/2/12,5.6,11.0,0.5
1995/2/13,8.9,15.0,5.0
1995/2/14,7.8,12.8,2.2
1995/2/15,5.8,12.3,-0.4
1995/2/16,5.4,10.5,2.0
1995/2/17,3.7,9.9,-1.4
1995/2/18,4.7,10.9,-1.1
1995/2/19,6.6,13.6,1.4
1995/2/20,5.5,10.0,1.9
1995/2/21,3.6,8.3,0.6
1995/2/22,4.7,10.0,-0.5
1995/2/23,5.7,13.6,-1.6
1995/2/24,6.6,11.7,2.1
1995/2/25,6.7,12.3,0.2
1995/2/26,6.7,9.6,4.7
1995/2/27,6.7,12.8,2.7
1995/2/28,6.3,12.3,-0.6
1995/3/1,6.3,11.5,3.1
1995/3/2,5.8,9.7,2.2
1995/3/3,5.5,10.7,-0.1
1995/3/4,6.5,12.1,2.5
1995/3/5,4.9,10.2,1.2
1995/3/6,6.3,13.4,0.8
1995/3/7,8.0,15.9,1.8
1995/3/8,8.1,14.5,1.6
1995/3/9,9.3,16.3,1.8
1995/3/10,7.6,8.8,5.4
1995/3/11,5.5,8.2,3.2
1995/3/12,6.7,13.6,1.8
1995/3/13,8.3,13.8,3.6
1995/3/14,9.1,15.1,5.4
1995/3/15,9.7,16.4,2.6
1995/3/16,10.4,12.2,8.5
1995/3/17,13.3,18.3,9.8
1995/3/18,8.4,11.3,4.7
1995/3/19,6.9,12.5,2.7
1995/3/20,8.1,15.2,0.5
1995/3/21,10.5,17.5,3.1
1995/3/22,12.7,19.4,8.4
1995/3/23,13.7,21.2,6.4
1995/3/24,13.6,14.5,12.6
1995/3/25,10.2,12.6,6.3
1995/3/26,7.2,13.1,3.8
1995/3/27,8.8,15.9,0.9
1995/3/28,9.1,12.3,5.9
1995/3/29,9.2,12.2,5.7
1995/3/30,10.6,13.1,8.4
1995/3/31,13.6,18.8,9.4
