ダウンロードした時刻：2019/10/10 15:38:01

,宮古,宮古,宮古
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,1.0,5.5,-2.2
2000/12/2,1.6,8.8,-3.3
2000/12/3,5.9,11.7,-0.2
2000/12/4,2.2,6.7,-1.5
2000/12/5,3.8,9.1,-2.4
2000/12/6,0.4,3.1,-3.4
2000/12/7,0.4,6.7,-3.5
2000/12/8,3.6,9.2,-3.3
2000/12/9,5.1,11.5,1.5
2000/12/10,7.3,15.3,0.8
2000/12/11,0.3,3.9,-3.8
2000/12/12,-1.7,1.7,-3.8
2000/12/13,1.2,6.0,-3.4
2000/12/14,0.5,7.3,-4.7
2000/12/15,3.3,8.2,-2.0
2000/12/16,3.2,7.9,-0.5
2000/12/17,1.4,6.5,-2.5
2000/12/18,1.5,8.2,-3.3
2000/12/19,6.7,14.8,1.0
2000/12/20,5.3,7.3,3.2
2000/12/21,5.2,9.4,1.1
2000/12/22,1.4,5.8,-1.8
2000/12/23,5.1,12.1,-1.8
2000/12/24,4.5,8.8,-0.9
2000/12/25,0.3,4.6,-2.8
2000/12/26,-3.7,-1.4,-5.3
2000/12/27,-0.7,3.2,-4.7
2000/12/28,-1.9,3.6,-7.4
2000/12/29,-1.4,3.3,-5.9
2000/12/30,-1.1,5.8,-7.5
2000/12/31,4.0,11.9,-2.8
2001/1/1,3.4,7.1,-0.1
2001/1/2,1.2,3.0,-0.7
2001/1/3,-1.0,2.2,-2.4
2001/1/4,0.4,3.5,-2.5
2001/1/5,1.2,4.5,-1.2
2001/1/6,-0.5,4.1,-3.9
2001/1/7,-0.8,3.0,-3.3
2001/1/8,-1.7,-0.5,-3.1
2001/1/9,-1.3,2.6,-6.5
2001/1/10,4.0,10.6,-1.8
2001/1/11,-0.6,5.1,-4.9
2001/1/12,-4.4,-2.4,-6.3
2001/1/13,-4.2,-0.6,-7.4
2001/1/14,-4.3,-0.2,-7.2
2001/1/15,-3.8,2.0,-9.0
2001/1/16,-4.0,1.5,-8.9
2001/1/17,-6.2,0.1,-10.6
2001/1/18,-4.8,0.6,-11.3
2001/1/19,-3.3,2.1,-8.2
2001/1/20,-1.3,4.9,-7.9
2001/1/21,0.8,6.0,-2.0
2001/1/22,-0.5,3.9,-3.8
2001/1/23,-2.4,3.6,-7.4
2001/1/24,-2.2,3.5,-7.3
2001/1/25,-0.2,6.6,-6.0
2001/1/26,0.3,3.0,-1.2
2001/1/27,-0.4,1.3,-2.2
2001/1/28,1.4,5.8,-0.4
2001/1/29,0.2,4.7,-3.5
2001/1/30,-0.7,4.6,-7.1
2001/1/31,-1.4,2.0,-4.5
2001/2/1,1.8,5.9,-4.3
2001/2/2,-2.6,1.5,-5.9
2001/2/3,-5.0,-1.7,-7.2
2001/2/4,-3.0,0.8,-7.1
2001/2/5,0.2,4.3,-4.4
2001/2/6,0.2,3.0,-3.1
2001/2/7,-2.5,1.3,-6.8
2001/2/8,-1.8,3.0,-5.7
2001/2/9,-2.8,2.5,-9.2
2001/2/10,-0.4,6.0,-4.7
2001/2/11,-5.0,0.2,-7.6
2001/2/12,-4.2,0.3,-10.3
2001/2/13,-2.9,1.0,-7.1
2001/2/14,-4.2,0.9,-8.4
2001/2/15,-5.1,0.7,-11.1
2001/2/16,-4.7,-0.7,-8.0
2001/2/17,-2.2,3.6,-10.3
2001/2/18,2.9,8.6,-1.1
2001/2/19,-1.2,4.0,-5.5
2001/2/20,-2.0,3.1,-8.6
2001/2/21,1.2,7.9,-5.5
2001/2/22,6.9,12.3,-0.4
2001/2/23,1.4,6.1,-1.1
2001/2/24,-1.4,0.5,-2.6
2001/2/25,-2.9,0.1,-6.0
2001/2/26,-1.8,2.3,-7.1
2001/2/27,-0.3,5.6,-6.9
2001/2/28,5.5,11.0,-1.3
2001/3/1,1.7,4.5,-0.3
2001/3/2,-0.3,1.4,-2.5
2001/3/3,0.3,5.0,-3.6
2001/3/4,5.1,9.7,1.7
2001/3/5,1.2,5.3,-0.6
2001/3/6,2.4,5.6,0.2
2001/3/7,-0.2,5.0,-2.2
2001/3/8,-1.9,1.8,-4.6
2001/3/9,-2.7,1.9,-6.4
2001/3/10,-1.5,3.3,-5.9
2001/3/11,-1.8,4.0,-5.1
2001/3/12,-1.8,2.7,-6.7
2001/3/13,-1.8,0.3,-5.3
2001/3/14,2.8,10.0,-6.2
2001/3/15,6.8,14.0,0.9
2001/3/16,3.0,7.4,-2.6
2001/3/17,5.8,12.2,1.2
2001/3/18,4.8,8.2,2.9
2001/3/19,9.5,13.7,5.0
2001/3/20,12.3,19.5,4.2
2001/3/21,9.1,14.2,-0.3
2001/3/22,7.0,15.0,-1.7
2001/3/23,7.4,13.5,1.8
2001/3/24,5.0,8.1,1.1
2001/3/25,10.0,17.6,0.9
2001/3/26,8.8,14.2,3.0
2001/3/27,4.4,8.0,1.2
2001/3/28,4.0,8.5,-0.2
2001/3/29,1.8,6.0,-1.0
2001/3/30,0.7,2.7,-0.2
2001/3/31,1.3,5.2,-1.6
