ダウンロードした時刻：2017/07/24 15:46:41

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/1/1,3.4,6.8,1.8
2010/1/2,8.2,14.4,1.4
2010/1/3,7.1,12.2,2.3
2010/1/4,7.7,15.0,0.9
2010/1/5,5.1,8.3,3.4
2010/1/6,4.0,5.0,2.7
2010/1/7,4.2,5.1,3.2
2010/1/8,4.9,6.4,2.9
2010/1/9,7.1,10.4,4.5
2010/1/10,8.0,9.8,6.3
2010/1/11,7.7,9.5,6.8
2010/1/12,5.6,8.4,2.3
2010/1/13,0.8,2.9,-0.2
2010/1/14,1.9,3.1,0.3
2010/1/15,4.5,7.2,1.8
2010/1/16,5.6,9.9,2.1
2010/1/17,5.3,12.0,0.4
2010/1/18,6.8,13.5,1.9
2010/1/19,9.5,15.1,3.5
2010/1/20,15.8,19.3,11.3
2010/1/21,12.7,17.0,8.3
2010/1/22,6.9,9.9,5.1
2010/1/23,4.8,6.0,2.8
2010/1/24,6.2,11.2,2.0
2010/1/25,8.2,10.9,4.9
2010/1/26,6.0,10.9,2.5
2010/1/27,8.8,14.5,1.3
2010/1/28,11.2,16.3,6.1
2010/1/29,7.5,11.8,4.9
2010/1/30,7.6,12.2,3.6
2010/1/31,9.6,12.8,7.3
2010/2/1,8.8,9.6,8.0
2010/2/2,7.3,10.9,4.4
2010/2/3,5.1,7.5,2.4
2010/2/4,3.7,6.7,1.4
2010/2/5,4.5,9.2,0.6
2010/2/6,4.9,9.2,1.9
2010/2/7,7.3,12.0,2.8
2010/2/8,14.8,20.2,9.8
2010/2/9,17.7,20.8,15.3
2010/2/10,16.6,18.3,13.3
2010/2/11,12.7,20.1,8.3
2010/2/12,8.5,11.4,6.6
2010/2/13,5.7,8.5,3.1
2010/2/14,5.7,9.5,1.7
2010/2/15,8.3,12.3,6.4
2010/2/16,7.0,10.5,5.4
2010/2/17,7.5,11.3,4.8
2010/2/18,5.7,8.0,4.5
2010/2/19,5.5,8.9,3.3
2010/2/20,7.0,11.7,3.6
2010/2/21,8.5,15.8,2.0
2010/2/22,12.3,17.9,6.8
2010/2/23,13.8,20.0,9.3
2010/2/24,16.5,22.6,10.5
2010/2/25,18.0,20.5,15.1
2010/2/26,15.8,19.0,12.0
2010/2/27,12.3,14.3,10.7
2010/2/28,12.7,17.9,9.0
2010/3/1,15.1,18.5,11.7
2010/3/2,12.2,15.3,10.7
2010/3/3,11.3,12.4,9.0
2010/3/4,13.7,19.1,8.9
2010/3/5,14.8,17.0,13.4
2010/3/6,12.8,15.0,10.3
2010/3/7,10.5,12.6,8.6
2010/3/8,9.4,13.8,6.9
2010/3/9,7.4,9.6,6.0
2010/3/10,3.6,6.5,1.5
2010/3/11,7.3,12.2,2.0
2010/3/12,14.1,17.3,9.8
2010/3/13,16.0,17.9,13.0
2010/3/14,17.1,22.9,13.0
2010/3/15,16.9,18.8,12.7
2010/3/16,9.5,12.9,7.2
2010/3/17,8.5,13.8,3.8
2010/3/18,9.9,15.5,6.1
2010/3/19,10.9,16.3,4.1
2010/3/20,18.4,21.4,13.7
2010/3/21,10.4,13.8,6.5
2010/3/22,11.4,17.3,5.3
2010/3/23,12.2,14.8,11.0
2010/3/24,11.1,12.4,9.8
2010/3/25,9.8,11.6,7.6
2010/3/26,7.2,10.1,3.3
2010/3/27,8.3,13.6,2.1
2010/3/28,10.7,14.9,7.6
2010/3/29,10.4,14.4,7.5
2010/3/30,10.1,14.2,6.0
2010/3/31,14.1,17.9,11.8
2010/4/1,18.2,20.7,13.9
2010/4/2,12.3,14.9,9.4
2010/4/3,10.7,15.5,6.5
2010/4/4,13.1,17.9,6.9
2010/4/5,17.1,22.5,14.0
2010/4/6,17.0,22.5,12.5
2010/4/7,12.7,15.9,8.6
2010/4/8,12.1,19.1,6.5
2010/4/9,15.4,19.2,11.7
2010/4/10,18.6,24.7,13.7
2010/4/11,18.9,22.2,14.3
2010/4/12,15.1,16.9,13.8
2010/4/13,12.5,15.2,9.6
2010/4/14,9.2,12.5,7.2
2010/4/15,9.7,13.2,7.3
2010/4/16,11.5,16.9,8.2
2010/4/17,11.7,16.7,6.4
2010/4/18,14.9,21.4,8.1
2010/4/19,15.4,16.7,14.5
2010/4/20,16.7,18.3,15.3
2010/4/21,17.0,20.1,14.5
2010/4/22,16.5,23.1,12.8
2010/4/23,13.7,17.4,11.8
2010/4/24,13.4,17.5,10.2
2010/4/25,14.9,21.4,9.0
2010/4/26,16.0,20.8,11.8
2010/4/27,15.7,20.4,12.7
2010/4/28,14.2,20.3,7.9
2010/4/29,13.5,16.8,10.6
2010/4/30,15.6,19.3,10.5
2010/5/1,15.8,19.7,11.8
