ダウンロードした時刻：2017/07/24 15:46:14

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,6.6,8.6,3.7
1984/1/2,7.4,10.2,5.5
1984/1/3,6.9,9.1,4.5
1984/1/4,5.1,5.8,3.7
1984/1/5,3.0,5.3,1.5
1984/1/6,3.9,6.2,0.0
1984/1/7,5.8,6.9,4.3
1984/1/8,6.3,8.0,5.3
1984/1/9,7.2,8.4,4.7
1984/1/10,10.0,12.9,5.5
1984/1/11,6.8,10.8,4.7
1984/1/12,5.5,8.5,3.2
1984/1/13,6.4,9.7,3.9
1984/1/14,8.2,10.4,6.2
1984/1/15,5.4,8.1,2.1
1984/1/16,1.2,3.6,-0.5
1984/1/17,1.8,3.2,1.0
1984/1/18,2.0,4.2,0.4
1984/1/19,2.8,7.0,0.8
1984/1/20,4.5,8.0,1.1
1984/1/21,5.0,7.3,3.9
1984/1/22,4.5,6.5,2.2
1984/1/23,3.4,5.3,2.1
1984/1/24,3.8,5.8,2.5
1984/1/25,2.5,4.1,0.9
1984/1/26,0.9,2.1,-0.3
1984/1/27,1.0,2.3,0.0
1984/1/28,2.3,3.5,1.2
1984/1/29,2.2,4.4,0.3
1984/1/30,2.9,5.0,1.2
1984/1/31,3.3,6.1,0.3
1984/2/1,5.5,8.4,1.8
1984/2/2,4.7,8.0,2.3
1984/2/3,0.6,2.3,-0.7
1984/2/4,2.2,4.8,0.0
1984/2/5,3.6,6.4,0.2
1984/2/6,0.6,6.1,-1.7
1984/2/7,-0.9,1.4,-3.1
1984/2/8,1.2,2.4,-0.1
1984/2/9,1.1,2.2,0.0
1984/2/10,3.0,7.2,-0.9
1984/2/11,4.4,6.6,2.7
1984/2/12,3.6,5.2,1.9
1984/2/13,4.8,8.9,1.1
1984/2/14,4.6,7.3,1.5
1984/2/15,4.8,6.2,1.3
1984/2/16,5.3,8.7,2.1
1984/2/17,4.7,6.8,2.5
1984/2/18,5.3,8.2,2.3
1984/2/19,5.2,8.9,2.4
1984/2/20,6.0,11.3,1.9
1984/2/21,6.7,11.6,3.1
1984/2/22,5.9,7.6,4.5
1984/2/23,8.6,11.2,5.3
1984/2/24,7.2,9.8,5.4
1984/2/25,6.2,7.9,3.6
1984/2/26,7.6,9.1,6.1
1984/2/27,3.4,6.1,1.8
1984/2/28,3.2,4.3,2.4
1984/2/29,2.0,3.7,0.0
1984/3/1,3.1,4.8,1.4
1984/3/2,5.7,8.8,1.0
1984/3/3,3.8,7.0,0.4
1984/3/4,3.8,5.2,2.6
1984/3/5,4.7,8.0,2.4
1984/3/6,4.8,7.5,2.1
1984/3/7,5.2,8.1,3.4
1984/3/8,6.1,9.0,4.0
1984/3/9,6.3,9.6,3.2
1984/3/10,6.5,8.7,4.4
1984/3/11,5.0,7.2,3.5
1984/3/12,7.8,12.7,2.3
1984/3/13,8.9,10.1,7.2
1984/3/14,6.3,7.3,5.2
1984/3/15,6.3,7.5,5.4
1984/3/16,9.3,13.1,6.3
1984/3/17,8.0,9.7,6.5
1984/3/18,8.9,11.2,7.0
1984/3/19,5.8,8.1,3.3
1984/3/20,7.6,11.0,5.5
1984/3/21,4.8,7.8,3.3
1984/3/22,5.2,8.5,2.5
1984/3/23,6.6,10.9,3.0
1984/3/24,9.6,13.9,5.9
1984/3/25,10.2,14.8,6.0
1984/3/26,9.9,12.6,7.3
1984/3/27,9.8,14.1,5.3
1984/3/28,10.7,13.6,8.2
1984/3/29,11.6,17.7,5.7
1984/3/30,12.3,15.6,8.4
1984/3/31,11.6,14.5,10.2
1984/4/1,10.4,14.6,8.4
1984/4/2,10.1,14.1,6.7
1984/4/3,12.3,14.7,9.2
1984/4/4,12.7,14.1,11.7
1984/4/5,13.4,17.9,10.6
1984/4/6,10.0,13.5,6.7
1984/4/7,9.2,13.4,5.4
1984/4/8,10.8,16.7,5.6
1984/4/9,11.5,14.3,9.6
1984/4/10,12.5,13.8,11.3
1984/4/11,12.8,15.5,10.6
1984/4/12,12.3,17.1,8.3
1984/4/13,13.1,17.5,9.3
1984/4/14,13.6,18.4,8.9
1984/4/15,13.6,15.3,11.2
1984/4/16,16.6,22.5,12.4
1984/4/17,17.2,23.8,12.9
1984/4/18,17.2,23.1,14.1
1984/4/19,11.5,15.2,9.7
1984/4/20,11.7,16.1,9.7
1984/4/21,11.9,14.3,10.2
1984/4/22,12.3,16.1,10.2
1984/4/23,13.1,16.6,9.7
1984/4/24,15.5,22.6,9.9
1984/4/25,16.0,18.7,13.1
1984/4/26,16.4,19.3,15.1
1984/4/27,17.5,22.5,13.4
1984/4/28,16.6,19.8,14.0
1984/4/29,16.4,18.2,15.7
1984/4/30,15.8,21.0,13.9
1984/5/1,14.6,17.2,11.7
