ダウンロードした時刻：2019/10/10 15:49:50

,松本,松本,松本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,4.4,11.8,-0.8
2000/12/2,2.7,10.1,-3.5
2000/12/3,7.8,12.4,4.0
2000/12/4,2.1,6.2,-2.5
2000/12/5,4.6,12.2,-4.2
2000/12/6,2.8,9.9,-1.3
2000/12/7,0.2,5.5,-3.2
2000/12/8,1.2,9.9,-4.7
2000/12/9,1.9,10.7,-4.8
2000/12/10,7.1,12.4,-1.5
2000/12/11,3.7,10.5,-1.9
2000/12/12,-1.7,2.7,-5.7
2000/12/13,1.4,8.6,-3.9
2000/12/14,0.4,5.9,-2.5
2000/12/15,2.9,10.1,-3.9
2000/12/16,6.9,12.5,1.7
2000/12/17,2.8,6.6,-1.2
2000/12/18,4.3,9.0,0.1
2000/12/19,7.3,13.8,3.0
2000/12/20,5.4,11.4,-1.7
2000/12/21,5.3,9.9,1.5
2000/12/22,1.7,7.3,-2.2
2000/12/23,4.5,13.5,-5.1
2000/12/24,3.4,9.0,-1.4
2000/12/25,1.6,5.2,-2.0
2000/12/26,-1.6,2.3,-4.7
2000/12/27,-2.9,3.6,-7.6
2000/12/28,-0.8,6.2,-6.8
2000/12/29,-0.7,3.4,-4.3
2000/12/30,-1.6,5.2,-7.5
2000/12/31,4.9,11.2,-2.1
2001/1/1,0.7,5.2,-4.8
2001/1/2,1.9,5.3,-5.3
2001/1/3,1.5,4.8,-1.9
2001/1/4,-1.3,1.8,-3.5
2001/1/5,-2.1,2.6,-6.3
2001/1/6,-3.0,2.8,-7.2
2001/1/7,-3.9,-0.3,-8.8
2001/1/8,-0.3,2.4,-1.9
2001/1/9,1.0,7.2,-5.0
2001/1/10,1.6,3.8,-0.2
2001/1/11,2.3,8.0,-3.6
2001/1/12,0.2,3.4,-2.3
2001/1/13,-1.0,2.2,-3.3
2001/1/14,-4.0,-1.3,-9.4
2001/1/15,-4.9,-0.1,-8.7
2001/1/16,-6.1,-0.2,-11.8
2001/1/17,-4.3,2.9,-8.8
2001/1/18,-3.4,3.3,-10.8
2001/1/19,-4.2,0.5,-8.9
2001/1/20,-4.0,0.9,-8.8
2001/1/21,-1.4,3.7,-6.4
2001/1/22,-4.4,0.7,-9.8
2001/1/23,-3.3,2.6,-7.2
2001/1/24,-5.0,1.4,-10.4
2001/1/25,-0.8,6.3,-8.4
2001/1/26,0.7,2.3,-0.3
2001/1/27,-1.7,-0.1,-2.9
2001/1/28,-0.4,3.9,-6.4
2001/1/29,-1.6,3.0,-6.2
2001/1/30,-1.1,3.9,-6.8
2001/1/31,-0.4,2.7,-3.6
2001/2/1,2.3,5.8,-0.9
2001/2/2,-1.3,2.7,-3.6
2001/2/3,-1.5,3.9,-5.9
2001/2/4,-3.5,0.0,-7.6
2001/2/5,-1.5,5.6,-7.7
2001/2/6,-0.1,4.9,-5.3
2001/2/7,-0.1,1.0,-1.5
2001/2/8,-1.0,3.7,-6.3
2001/2/9,-2.0,4.8,-9.1
2001/2/10,-0.5,6.9,-7.5
2001/2/11,-1.7,4.2,-7.8
2001/2/12,-3.6,0.4,-6.1
2001/2/13,-4.6,-0.8,-8.4
2001/2/14,-3.1,2.8,-6.7
2001/2/15,-3.6,3.0,-10.5
2001/2/16,-1.4,2.3,-7.1
2001/2/17,-3.8,3.0,-10.3
2001/2/18,1.0,9.7,-6.2
2001/2/19,2.6,9.8,-3.2
2001/2/20,0.8,6.3,-3.4
2001/2/21,5.1,13.8,-5.9
2001/2/22,5.4,12.3,0.4
2001/2/23,4.3,13.6,-2.7
2001/2/24,1.6,2.8,0.0
2001/2/25,-0.4,3.7,-4.2
2001/2/26,-2.2,4.7,-7.0
2001/2/27,0.5,9.8,-6.9
2001/2/28,5.5,10.3,-1.8
2001/3/1,2.3,4.6,0.0
2001/3/2,1.0,5.4,-3.1
2001/3/3,2.0,9.3,-5.5
2001/3/4,2.2,5.9,-1.3
2001/3/5,0.0,3.0,-2.7
2001/3/6,5.2,10.8,-2.3
2001/3/7,5.2,10.6,-2.3
2001/3/8,-1.6,5.9,-5.2
2001/3/9,-2.5,2.8,-6.7
2001/3/10,-0.4,5.7,-6.1
2001/3/11,-1.8,4.2,-4.8
2001/3/12,-0.5,6.4,-8.1
2001/3/13,-0.4,5.7,-4.8
2001/3/14,5.9,15.9,-5.9
2001/3/15,7.4,13.1,0.0
2001/3/16,3.2,12.2,-2.5
2001/3/17,4.7,11.1,-2.8
2001/3/18,8.4,15.3,3.1
2001/3/19,8.9,17.9,-0.1
2001/3/20,11.2,18.1,2.3
2001/3/21,10.4,17.6,3.5
2001/3/22,9.4,18.5,-0.3
2001/3/23,8.1,14.2,3.9
2001/3/24,9.9,19.6,0.1
2001/3/25,10.8,17.2,7.2
2001/3/26,7.4,12.9,0.7
2001/3/27,6.6,13.6,0.7
2001/3/28,6.3,17.3,0.2
2001/3/29,3.5,5.1,2.3
2001/3/30,1.4,5.2,-0.9
2001/3/31,-0.5,2.5,-3.6
