ダウンロードした時刻：2017/07/24 15:46:15

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/1/1,8.8,12.3,6.1
1987/1/2,11.1,15.8,8.5
1987/1/3,11.0,14.5,8.0
1987/1/4,8.2,11.3,5.8
1987/1/5,7.3,9.6,5.9
1987/1/6,8.6,10.2,7.0
1987/1/7,9.6,14.2,4.6
1987/1/8,9.5,11.6,8.3
1987/1/9,10.7,12.4,8.9
1987/1/10,6.7,11.4,4.1
1987/1/11,6.3,8.4,4.1
1987/1/12,6.4,10.9,0.7
1987/1/13,0.9,3.3,-1.7
1987/1/14,3.4,6.1,0.3
1987/1/15,7.8,11.4,5.1
1987/1/16,9.7,13.1,6.0
1987/1/17,9.2,12.4,7.2
1987/1/18,6.6,7.7,6.2
1987/1/19,5.7,7.2,4.0
1987/1/20,5.8,8.1,4.4
1987/1/21,6.3,8.2,4.6
1987/1/22,7.3,9.9,3.9
1987/1/23,11.3,16.7,7.9
1987/1/24,6.2,11.2,4.0
1987/1/25,3.0,6.0,1.1
1987/1/26,4.9,6.9,2.0
1987/1/27,6.8,9.0,4.3
1987/1/28,8.0,11.1,5.2
1987/1/29,10.9,14.5,6.4
1987/1/30,10.9,13.8,8.8
1987/1/31,4.9,8.8,3.0
1987/2/1,5.6,8.4,3.2
1987/2/2,4.6,6.3,1.0
1987/2/3,2.1,5.4,-1.5
1987/2/4,4.9,6.8,1.6
1987/2/5,6.5,10.1,2.4
1987/2/6,8.1,12.1,4.7
1987/2/7,11.1,14.6,8.3
1987/2/8,10.2,13.6,7.1
1987/2/9,9.9,16.4,5.7
1987/2/10,11.3,15.5,7.5
1987/2/11,16.0,20.4,11.9
1987/2/12,11.5,16.3,7.7
1987/2/13,9.3,13.0,6.5
1987/2/14,10.8,13.1,8.7
1987/2/15,7.3,10.3,4.4
1987/2/16,7.6,11.7,3.4
1987/2/17,7.8,8.4,6.9
1987/2/18,8.5,10.4,6.3
1987/2/19,6.9,8.9,5.6
1987/2/20,6.9,10.3,4.4
1987/2/21,7.0,9.0,4.9
1987/2/22,8.6,12.5,6.5
1987/2/23,9.6,12.0,6.9
1987/2/24,10.2,15.6,5.4
1987/2/25,3.1,5.5,0.4
1987/2/26,3.4,4.7,1.5
1987/2/27,1.2,4.2,-0.7
1987/2/28,4.7,8.4,-0.5
1987/3/1,4.2,7.8,0.8
1987/3/2,2.6,6.2,0.3
1987/3/3,7.2,11.5,1.6
1987/3/4,9.0,12.3,7.1
1987/3/5,14.6,19.4,10.2
1987/3/6,12.7,16.7,9.0
1987/3/7,6.2,9.0,5.4
1987/3/8,8.1,10.8,5.5
1987/3/9,6.7,10.2,4.3
1987/3/10,5.7,6.9,4.5
1987/3/11,7.9,11.6,4.8
1987/3/12,8.6,11.3,4.5
1987/3/13,10.0,10.9,8.6
1987/3/14,10.4,12.6,6.6
1987/3/15,9.0,12.5,5.2
1987/3/16,9.6,11.9,5.7
1987/3/17,8.7,11.3,7.5
1987/3/18,12.0,14.2,9.2
1987/3/19,11.2,14.3,7.9
1987/3/20,11.9,15.5,9.9
1987/3/21,12.4,17.5,7.9
1987/3/22,13.1,16.4,11.8
1987/3/23,13.3,14.3,12.4
1987/3/24,11.4,13.8,10.1
1987/3/25,5.7,11.3,3.2
1987/3/26,5.0,7.0,3.3
1987/3/27,7.5,11.1,2.9
1987/3/28,8.5,11.2,5.5
1987/3/29,8.9,11.0,7.1
1987/3/30,10.7,12.3,9.2
1987/3/31,8.2,12.4,5.3
1987/4/1,6.1,8.7,3.9
1987/4/2,8.3,11.2,5.0
1987/4/3,10.9,13.5,8.2
1987/4/4,12.9,16.2,10.1
1987/4/5,13.7,20.1,8.3
1987/4/6,13.3,14.8,11.8
1987/4/7,13.5,14.5,12.6
1987/4/8,16.0,20.9,11.8
1987/4/9,13.5,15.5,12.5
1987/4/10,15.9,19.1,13.8
1987/4/11,11.5,15.0,9.6
1987/4/12,9.7,12.4,7.8
1987/4/13,8.8,12.3,6.3
1987/4/14,9.5,13.4,4.8
1987/4/15,12.3,17.5,7.9
1987/4/16,13.6,18.3,9.3
1987/4/17,15.3,19.5,10.9
1987/4/18,16.8,21.4,13.4
1987/4/19,16.9,22.7,13.2
1987/4/20,18.1,22.7,13.8
1987/4/21,16.5,18.6,14.8
1987/4/22,16.0,19.0,14.1
1987/4/23,15.8,20.6,12.3
1987/4/24,16.4,20.6,13.7
1987/4/25,13.5,15.9,12.2
1987/4/26,12.5,14.3,10.0
1987/4/27,11.4,15.7,6.7
1987/4/28,14.8,20.4,10.5
1987/4/29,16.7,21.8,11.5
1987/4/30,16.7,20.5,13.8
1987/5/1,16.4,17.4,15.3
