ダウンロードした時刻：2019/10/10 15:50:41

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/12/1,8.5,15.4,3.1
2013/12/2,8.4,15.4,3.6
2013/12/3,9.3,15.6,3.3
2013/12/4,9.4,14.2,6.0
2013/12/5,9.1,16.2,4.6
2013/12/6,10.4,18.3,5.3
2013/12/7,7.8,12.1,4.1
2013/12/8,6.3,11.0,2.2
2013/12/9,5.2,10.3,0.5
2013/12/10,7.6,15.3,3.0
2013/12/11,7.5,11.5,2.8
2013/12/12,5.6,11.0,1.3
2013/12/13,5.1,13.5,-0.9
2013/12/14,5.0,11.7,-0.4
2013/12/15,4.6,9.2,0.3
2013/12/16,5.5,9.8,1.7
2013/12/17,6.7,11.3,2.8
2013/12/18,4.3,7.0,2.4
2013/12/19,4.8,6.5,2.8
2013/12/20,4.6,7.2,1.7
2013/12/21,5.3,12.3,0.0
2013/12/22,4.8,9.0,1.7
2013/12/23,4.4,10.0,-0.4
2013/12/24,4.0,9.7,-0.1
2013/12/25,3.9,10.4,-0.7
2013/12/26,4.8,8.4,1.0
2013/12/27,5.7,9.2,1.3
2013/12/28,2.5,7.1,-1.2
2013/12/29,2.7,9.0,-1.8
2013/12/30,4.4,11.7,-0.4
2013/12/31,5.7,13.4,0.9
2014/1/1,6.0,14.1,0.8
2014/1/2,4.8,8.2,1.6
2014/1/3,3.7,7.9,-0.8
2014/1/4,4.5,9.3,1.8
2014/1/5,2.9,6.9,0.0
2014/1/6,1.5,8.3,-2.9
2014/1/7,1.9,6.9,-2.6
2014/1/8,5.1,11.1,-0.4
2014/1/9,4.7,9.4,-0.6
2014/1/10,0.9,5.7,-3.1
2014/1/11,2.1,8.8,-3.2
2014/1/12,4.0,9.9,-1.1
2014/1/13,2.3,5.8,-0.7
2014/1/14,0.9,5.8,-3.5
2014/1/15,0.6,5.2,-2.0
2014/1/16,2.8,9.9,-2.7
2014/1/17,2.3,7.8,-1.6
2014/1/18,2.7,8.8,-2.9
2014/1/19,1.2,4.1,-1.3
2014/1/20,1.7,6.9,-2.3
2014/1/21,4.9,10.3,0.7
2014/1/22,2.4,7.1,-1.6
2014/1/23,2.9,8.0,-1.9
2014/1/24,3.4,10.6,-1.8
2014/1/25,5.6,10.6,1.4
2014/1/26,5.1,11.5,-0.2
2014/1/27,2.0,8.3,-2.4
2014/1/28,5.3,15.2,-1.6
2014/1/29,6.2,13.2,1.9
2014/1/30,5.5,10.7,1.4
2014/1/31,7.3,11.2,3.5
2014/2/1,5.0,10.7,-0.3
2014/2/2,7.0,13.9,1.9
2014/2/3,9.6,14.3,2.5
2014/2/4,2.8,9.9,-2.0
2014/2/5,-0.8,3.4,-3.7
2014/2/6,-0.1,4.2,-4.3
2014/2/7,1.6,5.9,-1.3
2014/2/8,-1.3,0.5,-2.5
2014/2/9,3.4,7.7,-0.6
2014/2/10,2.4,7.5,-2.7
2014/2/11,2.2,7.0,-2.9
2014/2/12,3.3,7.3,0.9
2014/2/13,2.9,7.6,-1.5
2014/2/14,0.1,2.0,-0.9
2014/2/15,1.9,4.7,-0.9
2014/2/16,4.3,7.2,0.1
2014/2/17,2.3,8.7,-2.9
2014/2/18,1.3,4.3,-1.3
2014/2/19,1.2,4.9,-3.0
2014/2/20,1.4,6.3,-3.5
2014/2/21,1.1,5.7,-2.8
2014/2/22,1.3,5.8,-3.6
2014/2/23,2.2,8.0,-3.1
2014/2/24,3.2,8.6,-1.2
2014/2/25,5.2,12.1,-0.9
2014/2/26,6.5,13.1,0.3
2014/2/27,7.2,11.0,3.6
2014/2/28,10.5,15.5,6.4
2014/3/1,7.1,9.2,5.2
2014/3/2,4.6,6.2,3.6
2014/3/3,4.6,9.2,1.4
2014/3/4,4.2,9.3,-1.9
2014/3/5,4.9,8.0,2.6
2014/3/6,2.6,5.8,-0.4
2014/3/7,1.8,7.3,-2.8
2014/3/8,3.1,9.5,-2.0
2014/3/9,4.7,10.4,0.6
2014/3/10,1.9,6.2,-1.1
2014/3/11,3.6,8.8,-2.1
2014/3/12,9.4,17.3,1.9
2014/3/13,8.7,12.3,4.8
2014/3/14,7.4,11.7,2.9
2014/3/15,6.0,11.9,1.7
2014/3/16,7.7,17.3,1.5
2014/3/17,9.9,16.2,2.0
2014/3/18,11.4,20.0,4.5
2014/3/19,9.8,15.7,6.3
2014/3/20,6.9,8.9,4.8
2014/3/21,6.7,12.3,3.5
2014/3/22,6.3,11.4,1.7
2014/3/23,8.7,16.1,1.0
2014/3/24,11.5,20.1,3.6
2014/3/25,14.2,23.7,6.9
2014/3/26,13.8,19.2,10.6
2014/3/27,10.7,13.5,7.6
2014/3/28,14.2,22.9,5.7
2014/3/29,15.5,23.1,8.8
2014/3/30,12.1,15.0,10.1
2014/3/31,12.8,17.1,10.4
