ダウンロードした時刻：2019/10/10 15:36:55

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,3.0,6.5,0.3
1986/12/2,1.7,5.4,-2.2
1986/12/3,1.5,6.2,-3.5
1986/12/4,4.4,7.2,2.1
1986/12/5,3.7,6.0,0.0
1986/12/6,4.0,8.6,1.3
1986/12/7,3.1,6.2,1.6
1986/12/8,2.9,7.1,-0.1
1986/12/9,6.1,11.9,0.1
1986/12/10,3.8,8.2,-3.2
1986/12/11,3.2,5.1,0.7
1986/12/12,3.3,7.4,-0.9
1986/12/13,2.0,7.8,-2.7
1986/12/14,2.8,6.8,-2.0
1986/12/15,1.7,4.4,-2.1
1986/12/16,0.7,3.1,-1.3
1986/12/17,-2.6,0.7,-8.0
1986/12/18,-2.2,1.9,-8.9
1986/12/19,4.0,8.5,-0.2
1986/12/20,1.0,5.1,-0.6
1986/12/21,2.8,6.7,-0.1
1986/12/22,-2.2,1.2,-3.9
1986/12/23,3.0,5.9,-2.8
1986/12/24,3.3,7.8,0.2
1986/12/25,1.9,5.7,-2.6
1986/12/26,-2.1,4.1,-5.5
1986/12/27,-3.4,-0.8,-5.9
1986/12/28,-2.2,2.6,-6.1
1986/12/29,-2.1,1.9,-5.8
1986/12/30,-0.5,2.2,-4.7
1986/12/31,0.2,3.9,-1.2
1987/1/1,-3.1,2.1,-5.8
1987/1/2,-4.0,-1.8,-7.6
1987/1/3,-0.7,4.6,-4.8
1987/1/4,-4.1,-0.2,-7.4
1987/1/5,-4.4,-0.6,-8.2
1987/1/6,-3.6,0.9,-8.9
1987/1/7,-2.2,0.8,-7.0
1987/1/8,0.1,4.9,-3.6
1987/1/9,-3.8,0.8,-7.0
1987/1/10,-7.6,-4.0,-12.2
1987/1/11,-6.3,-2.5,-12.8
1987/1/12,-3.2,-1.4,-5.1
1987/1/13,-1.5,0.2,-4.6
1987/1/14,-3.0,-1.5,-6.2
1987/1/15,-1.7,1.4,-4.7
1987/1/16,-2.2,0.0,-6.0
1987/1/17,2.2,8.2,-2.3
1987/1/18,-1.9,0.2,-3.6
1987/1/19,-5.0,-0.4,-8.0
1987/1/20,-7.1,-2.5,-9.8
1987/1/21,-5.4,-0.7,-9.8
1987/1/22,-2.0,2.8,-6.1
1987/1/23,-2.8,0.7,-8.6
1987/1/24,1.2,5.7,-3.0
1987/1/25,-3.9,-0.6,-7.5
1987/1/26,-5.0,-1.2,-10.6
1987/1/27,-0.9,1.5,-3.5
1987/1/28,1.3,3.6,-0.8
1987/1/29,2.1,5.1,-1.4
1987/1/30,0.3,5.9,-4.6
1987/1/31,-4.0,-0.4,-5.8
1987/2/1,-4.8,-1.5,-6.9
1987/2/2,-3.9,-0.1,-9.9
1987/2/3,-3.4,-1.4,-4.8
1987/2/4,-0.8,3.6,-4.1
1987/2/5,-0.4,3.1,-2.2
1987/2/6,0.4,4.1,-2.6
1987/2/7,0.0,2.9,-3.2
1987/2/8,1.9,6.1,-2.8
1987/2/9,-0.4,6.0,-6.4
1987/2/10,7.1,11.3,2.2
1987/2/11,6.9,10.1,4.6
1987/2/12,1.5,7.9,-3.4
1987/2/13,-2.0,1.6,-4.6
1987/2/14,-2.9,2.5,-6.8
1987/2/15,-5.2,-2.2,-7.2
1987/2/16,-5.1,-2.3,-6.7
1987/2/17,-3.2,1.3,-8.9
1987/2/18,-2.2,2.3,-6.4
1987/2/19,-3.0,0.4,-4.9
1987/2/20,-4.3,0.6,-8.6
1987/2/21,-3.9,0.5,-9.1
1987/2/22,-1.6,3.9,-9.4
1987/2/23,1.0,4.7,-2.6
1987/2/24,3.7,8.8,-0.1
1987/2/25,0.2,5.3,-5.8
1987/2/26,-4.0,-2.1,-5.7
1987/2/27,-3.2,-0.5,-5.8
1987/2/28,-2.0,2.0,-4.5
1987/3/1,-2.2,2.2,-5.5
1987/3/2,-3.1,2.3,-9.4
1987/3/3,0.9,4.5,-3.8
1987/3/4,3.9,8.6,0.2
1987/3/5,3.1,9.4,-0.6
1987/3/6,-3.5,-0.5,-6.1
1987/3/7,-1.4,1.7,-4.9
1987/3/8,-0.5,4.8,-7.5
1987/3/9,0.8,4.5,-1.8
1987/3/10,-0.6,4.5,-3.4
1987/3/11,-0.8,1.9,-3.7
1987/3/12,1.7,8.2,-3.0
1987/3/13,2.0,4.5,-2.6
1987/3/14,5.5,8.4,2.4
1987/3/15,0.2,2.8,-1.4
1987/3/16,-0.9,1.2,-2.7
1987/3/17,2.3,7.4,-2.0
1987/3/18,2.5,8.2,-0.9
1987/3/19,4.3,10.2,-1.5
1987/3/20,1.4,3.0,0.2
1987/3/21,2.4,6.1,-1.6
1987/3/22,7.6,13.6,2.0
1987/3/23,5.3,6.6,3.6
1987/3/24,7.8,11.8,5.2
1987/3/25,3.7,10.4,-1.4
1987/3/26,-0.7,3.1,-3.3
1987/3/27,1.4,5.9,-2.0
1987/3/28,2.9,8.7,-0.9
1987/3/29,5.6,14.7,-2.6
1987/3/30,7.3,14.5,-1.2
1987/3/31,2.2,8.3,-2.3
