ダウンロードした時刻：2019/10/10 16:03:50

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,7.9,14.6,3.4
2008/12/2,9.2,16.3,4.2
2008/12/3,10.6,15.4,7.2
2008/12/4,12.1,18.4,4.8
2008/12/5,6.5,12.9,0.9
2008/12/6,1.0,2.7,-1.0
2008/12/7,4.0,8.4,1.0
2008/12/8,7.5,11.6,1.2
2008/12/9,10.3,15.1,7.4
2008/12/10,9.9,16.9,5.1
2008/12/11,9.9,19.0,5.2
2008/12/12,7.9,14.0,3.7
2008/12/13,8.1,13.9,4.0
2008/12/14,6.8,7.8,5.2
2008/12/15,7.2,11.7,4.3
2008/12/16,7.1,13.0,2.5
2008/12/17,7.3,14.4,1.7
2008/12/18,8.8,12.8,4.8
2008/12/19,8.5,13.4,3.7
2008/12/20,11.0,17.4,3.4
2008/12/21,10.2,12.6,7.3
2008/12/22,5.7,8.3,2.6
2008/12/23,5.2,7.7,2.6
2008/12/24,7.2,11.5,4.1
2008/12/25,7.0,9.6,2.9
2008/12/26,4.1,7.3,0.9
2008/12/27,5.2,9.1,2.5
2008/12/28,6.7,11.1,2.4
2008/12/29,7.4,12.0,1.7
2008/12/30,6.5,9.7,1.7
2008/12/31,2.0,4.3,0.5
2009/1/1,2.5,5.4,0.2
2009/1/2,5.4,7.4,2.9
2009/1/3,6.3,10.7,1.9
2009/1/4,5.0,11.9,0.6
2009/1/5,5.2,7.2,2.3
2009/1/6,5.0,8.2,2.0
2009/1/7,4.3,7.6,1.5
2009/1/8,5.6,11.3,0.7
2009/1/9,3.9,6.4,1.8
2009/1/10,0.9,3.5,0.1
2009/1/11,1.9,4.5,0.4
2009/1/12,0.8,3.7,-1.5
2009/1/13,1.4,4.2,0.0
2009/1/14,2.1,4.7,-0.5
2009/1/15,1.0,2.8,-0.2
2009/1/16,2.8,4.8,-0.3
2009/1/17,4.1,9.7,1.5
2009/1/18,6.5,11.8,0.8
2009/1/19,6.6,9.9,1.6
2009/1/20,4.2,10.7,0.6
2009/1/21,3.9,7.1,0.4
2009/1/22,6.1,11.4,1.2
2009/1/23,3.4,9.6,-0.3
2009/1/24,-0.3,3.3,-2.0
2009/1/25,1.0,3.4,-0.3
2009/1/26,2.2,4.8,0.2
2009/1/27,3.0,8.8,-0.4
2009/1/28,3.0,12.2,-3.2
2009/1/29,5.5,11.8,-0.4
2009/1/30,9.4,10.5,7.2
2009/1/31,7.5,9.8,5.2
2009/2/1,5.3,8.1,2.0
2009/2/2,5.1,10.8,0.4
2009/2/3,5.4,8.0,1.9
2009/2/4,5.8,9.5,1.5
2009/2/5,5.9,12.4,-0.7
2009/2/6,6.5,10.7,1.2
2009/2/7,5.5,13.3,-1.1
2009/2/8,6.5,9.9,1.2
2009/2/9,4.9,11.2,-0.2
2009/2/10,7.7,12.7,4.3
2009/2/11,8.5,12.9,2.9
2009/2/12,8.6,14.4,3.3
2009/2/13,16.2,18.9,6.6
2009/2/14,12.0,18.7,6.4
2009/2/15,9.2,14.9,4.7
2009/2/16,4.4,9.2,0.8
2009/2/17,2.2,6.7,-0.1
2009/2/18,4.8,10.6,0.3
2009/2/19,5.4,8.4,2.6
2009/2/20,6.3,10.1,3.8
2009/2/21,3.9,8.7,0.4
2009/2/22,4.2,7.5,-1.1
2009/2/23,7.3,8.6,4.8
2009/2/24,8.5,13.8,4.4
2009/2/25,9.4,11.0,7.4
2009/2/26,7.9,10.4,6.6
2009/2/27,6.7,9.8,4.4
2009/2/28,7.2,12.9,2.8
2009/3/1,7.0,12.3,2.8
2009/3/2,4.6,7.1,2.6
2009/3/3,2.8,4.1,0.4
2009/3/4,6.3,11.3,3.2
2009/3/5,7.2,11.9,1.2
2009/3/6,9.2,11.3,7.8
2009/3/7,7.6,11.8,4.8
2009/3/8,7.5,13.2,3.3
2009/3/9,7.8,12.5,3.5
2009/3/10,7.8,13.3,3.5
2009/3/11,6.7,12.3,3.1
2009/3/12,6.7,12.3,0.4
2009/3/13,11.3,16.9,6.3
2009/3/14,5.8,9.8,3.0
2009/3/15,8.0,12.5,2.8
2009/3/16,12.2,16.1,8.0
2009/3/17,14.6,20.3,9.4
2009/3/18,15.3,22.8,7.1
2009/3/19,18.1,25.3,11.4
2009/3/20,9.9,16.3,4.4
2009/3/21,10.7,17.9,2.3
2009/3/22,14.8,21.2,10.1
2009/3/23,8.0,10.8,5.5
2009/3/24,7.2,12.2,2.6
2009/3/25,5.3,8.4,1.2
2009/3/26,7.5,12.1,0.2
2009/3/27,6.8,10.8,3.5
2009/3/28,6.4,12.0,1.2
2009/3/29,6.6,9.2,3.5
2009/3/30,6.6,12.2,0.8
2009/3/31,9.7,16.1,3.8
