ダウンロードした時刻：2019/10/10 15:50:27

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,8.0,9.6,6.5
2002/12/2,8.3,12.6,3.5
2002/12/3,8.0,13.2,3.8
2002/12/4,8.1,10.7,6.8
2002/12/5,12.2,18.9,7.1
2002/12/6,8.6,11.3,6.0
2002/12/7,4.3,7.0,2.3
2002/12/8,4.0,6.2,0.5
2002/12/9,0.5,1.2,-0.1
2002/12/10,2.9,7.0,0.9
2002/12/11,2.3,8.6,-1.1
2002/12/12,2.9,9.4,-1.5
2002/12/13,2.5,7.2,-0.3
2002/12/14,2.3,9.1,-2.7
2002/12/15,3.3,9.8,-1.9
2002/12/16,6.5,13.2,0.1
2002/12/17,7.5,11.6,3.3
2002/12/18,5.8,11.1,1.4
2002/12/19,7.9,10.9,4.3
2002/12/20,5.6,10.3,2.0
2002/12/21,2.1,3.7,0.9
2002/12/22,5.0,8.1,2.3
2002/12/23,3.6,7.6,-0.4
2002/12/24,4.2,8.2,1.1
2002/12/25,4.5,7.4,0.4
2002/12/26,2.9,7.8,-1.2
2002/12/27,0.3,3.6,-2.6
2002/12/28,1.0,7.9,-4.1
2002/12/29,2.8,7.1,-1.3
2002/12/30,3.3,9.8,-1.7
2002/12/31,4.3,8.3,-1.0
2003/1/1,3.2,6.8,0.8
2003/1/2,0.5,3.7,-1.9
2003/1/3,-0.7,3.5,-3.6
2003/1/4,4.3,10.6,-0.6
2003/1/5,0.6,5.0,-2.8
2003/1/6,1.0,6.5,-5.0
2003/1/7,2.2,9.2,-3.4
2003/1/8,2.6,8.7,-2.3
2003/1/9,2.2,8.5,-2.8
2003/1/10,5.6,12.1,0.5
2003/1/11,4.7,9.2,0.1
2003/1/12,4.5,10.2,-0.1
2003/1/13,4.9,11.3,-0.3
2003/1/14,6.6,15.3,0.7
2003/1/15,0.6,4.0,-2.6
2003/1/16,0.5,7.5,-4.7
2003/1/17,6.1,13.8,-0.9
2003/1/18,5.3,9.6,0.1
2003/1/19,2.8,7.6,-1.4
2003/1/20,4.3,9.9,-0.5
2003/1/21,2.5,6.0,-0.3
2003/1/22,2.5,8.4,-3.1
2003/1/23,1.5,5.1,-0.6
2003/1/24,2.6,5.3,-0.8
2003/1/25,2.5,7.3,-1.1
2003/1/26,3.1,7.5,-1.1
2003/1/27,2.5,4.9,0.6
2003/1/28,6.8,11.2,2.0
2003/1/29,1.0,6.2,-3.0
2003/1/30,0.9,6.5,-3.4
2003/1/31,2.3,10.7,-2.7
2003/2/1,1.9,6.8,-1.8
2003/2/2,0.7,5.2,-4.1
2003/2/3,2.4,9.0,-3.0
2003/2/4,2.3,8.6,-2.6
2003/2/5,2.7,9.1,-1.6
2003/2/6,2.2,8.1,-1.9
2003/2/7,3.2,10.3,-3.2
2003/2/8,6.6,13.5,0.2
2003/2/9,8.7,16.2,2.8
2003/2/10,7.8,12.5,2.3
2003/2/11,7.8,10.4,5.5
2003/2/12,3.7,7.3,-0.2
2003/2/13,2.6,7.8,-3.4
2003/2/14,3.8,11.2,-1.3
2003/2/15,5.3,12.6,-1.1
2003/2/16,3.4,5.5,0.9
2003/2/17,5.4,10.4,1.3
2003/2/18,3.2,8.3,-0.9
2003/2/19,4.6,8.9,0.9
2003/2/20,5.2,10.1,1.9
2003/2/21,4.6,9.2,1.1
2003/2/22,3.7,8.6,-0.6
2003/2/23,6.3,13.2,3.2
2003/2/24,1.9,3.4,0.9
2003/2/25,4.4,10.0,0.5
2003/2/26,5.7,12.2,-0.7
2003/2/27,4.4,8.8,1.0
2003/2/28,4.8,13.2,-1.7
2003/3/1,4.2,8.1,0.4
2003/3/2,8.2,12.1,4.4
2003/3/3,6.6,12.6,2.4
2003/3/4,1.7,5.5,-1.8
2003/3/5,2.1,8.1,-2.8
2003/3/6,3.2,8.0,-0.5
2003/3/7,2.9,8.3,0.2
2003/3/8,7.4,14.2,3.3
2003/3/9,4.1,8.9,1.0
2003/3/10,3.2,8.4,-0.8
2003/3/11,2.2,7.2,-0.7
2003/3/12,2.6,8.4,-2.6
2003/3/13,3.9,11.4,-2.5
2003/3/14,5.7,12.7,-0.6
2003/3/15,6.2,11.0,3.2
2003/3/16,6.0,11.8,-0.2
2003/3/17,5.0,10.0,2.6
2003/3/18,5.2,11.0,0.3
2003/3/19,5.9,12.8,0.5
2003/3/20,4.7,10.2,0.3
2003/3/21,6.2,13.6,-0.4
2003/3/22,4.7,8.0,0.5
2003/3/23,9.0,16.3,1.8
2003/3/24,12.2,18.7,5.5
2003/3/25,10.1,12.7,8.2
2003/3/26,11.8,18.0,6.3
2003/3/27,12.6,18.8,5.2
2003/3/28,10.8,15.0,7.9
2003/3/29,8.7,13.4,3.4
2003/3/30,8.8,15.6,1.5
2003/3/31,13.3,21.3,4.4
