ダウンロードした時刻：2019/10/10 16:04:45

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,7.6,12.0,3.5
1985/12/2,7.0,10.0,2.5
1985/12/3,5.0,11.9,-0.4
1985/12/4,8.8,12.3,3.7
1985/12/5,9.6,15.5,5.8
1985/12/6,7.9,11.6,4.9
1985/12/7,8.7,14.1,4.6
1985/12/8,7.6,11.5,5.2
1985/12/9,2.6,7.1,0.2
1985/12/10,0.7,3.0,-1.0
1985/12/11,2.9,6.8,0.0
1985/12/12,2.5,5.7,1.0
1985/12/13,3.8,6.9,-1.1
1985/12/14,5.2,8.6,1.0
1985/12/15,1.3,4.1,-1.4
1985/12/16,1.2,5.6,-3.3
1985/12/17,1.7,5.2,-0.5
1985/12/18,2.9,6.2,0.0
1985/12/19,3.2,7.0,0.4
1985/12/20,1.6,5.2,0.5
1985/12/21,2.2,5.3,0.6
1985/12/22,3.6,5.8,1.0
1985/12/23,5.5,9.4,2.1
1985/12/24,4.3,6.2,1.1
1985/12/25,5.8,10.4,0.0
1985/12/26,5.1,9.7,1.6
1985/12/27,4.8,9.7,1.0
1985/12/28,3.0,9.7,-0.7
1985/12/29,7.2,15.3,-0.7
1985/12/30,13.6,16.6,6.4
1985/12/31,6.9,9.9,3.7
1986/1/1,1.5,4.1,0.0
1986/1/2,-0.3,1.9,-2.4
1986/1/3,3.6,8.1,-1.2
1986/1/4,4.2,8.5,0.0
1986/1/5,-1.0,1.0,-2.3
1986/1/6,0.6,3.4,-1.7
1986/1/7,3.1,6.5,-0.1
1986/1/8,2.7,7.5,-1.2
1986/1/9,0.7,3.2,-1.5
1986/1/10,0.3,3.7,-2.7
1986/1/11,-0.1,0.8,-1.9
1986/1/12,0.1,3.7,-3.1
1986/1/13,2.9,5.9,-3.8
1986/1/14,2.2,3.7,1.0
1986/1/15,3.2,8.7,-0.3
1986/1/16,3.9,8.2,0.6
1986/1/17,4.9,8.7,1.9
1986/1/18,4.2,9.1,0.5
1986/1/19,2.9,9.4,-1.2
1986/1/20,4.3,9.6,-1.7
1986/1/21,3.8,7.0,0.7
1986/1/22,0.9,2.9,0.0
1986/1/23,1.6,3.8,-0.6
1986/1/24,0.8,2.1,0.3
1986/1/25,0.3,3.0,-0.5
1986/1/26,-0.7,1.7,-1.6
1986/1/27,-0.9,0.9,-2.1
1986/1/28,1.0,3.3,-1.7
1986/1/29,2.2,7.3,-1.0
1986/1/30,3.5,10.1,-1.6
1986/1/31,2.5,6.2,-0.6
1986/2/1,1.9,4.6,-0.7
1986/2/2,1.6,5.4,-1.7
1986/2/3,1.0,3.3,-1.6
1986/2/4,0.1,4.1,-3.5
1986/2/5,0.7,3.7,-1.3
1986/2/6,-0.5,3.1,-1.8
1986/2/7,-0.5,3.7,-4.2
1986/2/8,-0.5,1.5,-4.8
1986/2/9,0.0,2.4,-4.0
1986/2/10,0.9,3.5,-1.0
1986/2/11,0.4,3.8,-1.3
1986/2/12,0.7,6.6,-2.9
1986/2/13,2.6,8.2,-3.9
1986/2/14,4.2,8.0,2.1
1986/2/15,2.8,5.5,-1.4
1986/2/16,0.2,2.0,-2.8
1986/2/17,0.8,5.0,-2.7
1986/2/18,0.5,2.3,-2.4
1986/2/19,4.7,7.4,1.8
1986/2/20,2.7,7.2,0.5
1986/2/21,1.2,5.0,0.3
1986/2/22,2.9,8.1,-0.5
1986/2/23,3.4,7.5,-0.8
1986/2/24,0.6,3.2,-1.3
1986/2/25,1.9,4.9,-1.7
1986/2/26,2.4,9.5,-4.1
1986/2/27,1.5,4.2,-1.7
1986/2/28,1.7,4.5,-2.8
1986/3/1,0.7,3.3,-0.6
1986/3/2,0.5,2.8,-1.4
1986/3/3,1.7,5.1,-1.0
1986/3/4,2.3,7.1,-2.7
1986/3/5,5.4,9.6,1.7
1986/3/6,4.9,9.0,0.0
1986/3/7,4.6,12.9,-1.7
1986/3/8,5.5,13.5,-0.9
1986/3/9,12.2,19.7,2.3
1986/3/10,11.5,15.2,6.0
1986/3/11,5.1,7.2,3.5
1986/3/12,6.2,12.0,1.5
1986/3/13,7.1,13.8,0.3
1986/3/14,6.5,8.0,5.3
1986/3/15,9.2,14.7,6.2
1986/3/16,6.9,9.2,4.5
1986/3/17,5.2,9.4,0.3
1986/3/18,5.4,10.0,-0.7
1986/3/19,9.0,11.7,5.5
1986/3/20,5.7,7.6,3.0
1986/3/21,5.0,10.0,1.4
1986/3/22,4.9,9.8,0.0
1986/3/23,5.2,6.4,3.2
1986/3/24,7.0,11.0,1.5
1986/3/25,5.5,11.1,1.2
1986/3/26,7.3,15.0,0.0
1986/3/27,9.6,18.1,1.2
1986/3/28,10.6,13.0,8.1
1986/3/29,10.2,14.0,6.1
1986/3/30,9.7,16.0,3.6
1986/3/31,7.9,12.2,2.4
