ダウンロードした時刻：2019/10/10 16:15:10

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,8.9,13.1,5.3
1986/12/2,9.7,16.2,3.8
1986/12/3,13.2,17.8,7.4
1986/12/4,11.5,14.4,9.8
1986/12/5,8.9,13.6,5.8
1986/12/6,11.9,18.1,5.0
1986/12/7,9.7,15.1,3.9
1986/12/8,7.2,12.9,1.2
1986/12/9,8.2,14.7,1.6
1986/12/10,10.0,13.5,6.0
1986/12/11,8.6,15.6,3.8
1986/12/12,9.6,17.2,3.7
1986/12/13,11.7,18.1,4.4
1986/12/14,13.4,15.7,11.9
1986/12/15,12.6,15.6,9.3
1986/12/16,7.8,12.2,4.6
1986/12/17,7.8,13.5,2.8
1986/12/18,10.8,12.6,6.4
1986/12/19,9.1,12.4,5.7
1986/12/20,6.0,9.8,2.3
1986/12/21,7.7,11.4,1.8
1986/12/22,7.6,10.7,3.0
1986/12/23,7.7,13.4,2.0
1986/12/24,10.8,14.8,6.9
1986/12/25,10.0,12.7,5.9
1986/12/26,7.1,11.9,3.3
1986/12/27,5.1,8.3,3.2
1986/12/28,6.2,8.6,3.4
1986/12/29,4.3,9.0,0.7
1986/12/30,7.9,13.2,2.4
1986/12/31,14.1,17.2,8.5
1987/1/1,9.1,12.6,5.9
1987/1/2,8.5,10.6,6.4
1987/1/3,11.2,15.6,6.4
1987/1/4,7.7,12.3,3.8
1987/1/5,5.6,6.8,4.4
1987/1/6,6.9,12.1,2.6
1987/1/7,8.1,13.2,1.7
1987/1/8,9.1,12.4,4.9
1987/1/9,9.5,13.5,4.9
1987/1/10,7.6,10.5,4.2
1987/1/11,4.7,8.2,2.1
1987/1/12,5.7,10.1,1.5
1987/1/13,1.3,4.9,-0.8
1987/1/14,2.8,4.9,-0.1
1987/1/15,5.2,8.5,3.0
1987/1/16,10.1,15.0,2.8
1987/1/17,10.1,14.8,6.8
1987/1/18,6.9,8.7,4.3
1987/1/19,5.5,7.8,2.7
1987/1/20,4.1,7.7,0.8
1987/1/21,3.7,8.9,-1.0
1987/1/22,5.9,12.7,-0.7
1987/1/23,11.0,16.8,4.2
1987/1/24,6.9,11.6,4.0
1987/1/25,2.9,5.4,-0.5
1987/1/26,3.1,7.7,-2.3
1987/1/27,4.7,8.2,2.1
1987/1/28,5.6,10.6,1.6
1987/1/29,7.4,12.8,1.3
1987/1/30,9.7,13.8,5.2
1987/1/31,4.7,8.4,1.1
1987/2/1,3.6,8.4,-0.5
1987/2/2,4.0,6.6,1.4
1987/2/3,1.5,4.6,-1.9
1987/2/4,3.9,6.2,2.0
1987/2/5,4.3,9.2,-0.4
1987/2/6,6.0,10.8,1.1
1987/2/7,8.4,13.7,2.8
1987/2/8,8.1,13.6,3.7
1987/2/9,8.9,16.4,2.2
1987/2/10,11.2,19.0,3.1
1987/2/11,16.7,23.5,8.0
1987/2/12,14.1,19.6,8.1
1987/2/13,8.6,12.8,5.2
1987/2/14,10.3,14.5,4.8
1987/2/15,6.5,10.8,2.8
1987/2/16,6.5,12.0,0.5
1987/2/17,6.7,8.5,5.6
1987/2/18,8.1,10.9,6.0
1987/2/19,5.7,7.9,4.8
1987/2/20,5.9,10.9,1.1
1987/2/21,5.4,10.0,1.2
1987/2/22,6.8,11.3,3.7
1987/2/23,7.7,12.0,2.6
1987/2/24,9.9,15.4,4.7
1987/2/25,3.5,8.5,1.1
1987/2/26,3.1,5.4,1.5
1987/2/27,2.1,3.9,0.4
1987/2/28,2.7,6.5,-2.1
1987/3/1,3.8,6.3,1.6
1987/3/2,2.4,6.7,-1.7
1987/3/3,4.8,10.0,-0.6
1987/3/4,8.6,13.2,2.6
1987/3/5,12.3,17.4,7.4
1987/3/6,13.2,18.2,7.4
1987/3/7,5.7,11.4,2.4
1987/3/8,6.8,10.1,3.2
1987/3/9,6.0,9.4,3.4
1987/3/10,6.0,10.9,0.6
1987/3/11,7.0,11.3,3.9
1987/3/12,8.9,14.7,2.8
1987/3/13,10.5,13.3,7.7
1987/3/14,10.2,12.5,5.7
1987/3/15,8.5,13.1,2.4
1987/3/16,8.5,13.3,3.2
1987/3/17,7.7,8.6,6.9
1987/3/18,11.3,16.6,6.9
1987/3/19,10.9,17.8,5.5
1987/3/20,12.8,17.8,9.1
1987/3/21,13.2,19.2,7.1
1987/3/22,15.2,21.2,8.7
1987/3/23,14.6,16.3,13.7
1987/3/24,12.8,14.6,10.3
1987/3/25,7.5,11.2,3.7
1987/3/26,4.7,8.7,0.6
1987/3/27,5.9,10.6,0.5
1987/3/28,7.9,12.1,2.0
1987/3/29,8.5,10.4,6.3
1987/3/30,10.5,12.2,8.2
1987/3/31,9.1,12.6,3.3
