ダウンロードした時刻：2019/10/10 16:12:31

,洲本,洲本,洲本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,7.5,10.6,4.5
1989/12/2,9.5,13.6,5.7
1989/12/3,11.8,15.3,8.2
1989/12/4,12.5,16.8,9.7
1989/12/5,12.0,15.2,9.8
1989/12/6,10.5,13.9,8.6
1989/12/7,10.6,13.6,7.8
1989/12/8,8.9,11.6,6.8
1989/12/9,7.4,9.1,5.9
1989/12/10,7.3,10.1,5.1
1989/12/11,8.9,12.8,5.8
1989/12/12,9.1,12.3,7.1
1989/12/13,6.9,9.1,4.9
1989/12/14,7.1,10.8,5.1
1989/12/15,7.3,9.7,5.2
1989/12/16,8.0,11.5,4.2
1989/12/17,9.6,12.9,6.8
1989/12/18,8.7,12.5,5.8
1989/12/19,4.2,6.0,3.7
1989/12/20,5.8,8.2,1.6
1989/12/21,9.0,12.7,6.5
1989/12/22,8.6,10.3,6.6
1989/12/23,8.5,11.1,5.6
1989/12/24,7.4,8.6,5.7
1989/12/25,8.4,11.3,5.6
1989/12/26,9.2,12.8,7.0
1989/12/27,5.6,8.1,3.5
1989/12/28,4.6,7.7,1.9
1989/12/29,5.8,7.9,3.6
1989/12/30,5.8,8.9,3.1
1989/12/31,4.3,6.8,2.8
1990/1/1,4.9,7.5,2.0
1990/1/2,5.2,8.3,2.4
1990/1/3,4.2,7.5,1.0
1990/1/4,4.0,6.7,0.6
1990/1/5,5.9,9.4,1.0
1990/1/6,6.6,10.7,4.3
1990/1/7,5.1,7.7,2.0
1990/1/8,5.5,8.0,3.1
1990/1/9,9.0,13.7,5.3
1990/1/10,12.6,18.5,8.6
1990/1/11,7.3,9.4,5.5
1990/1/12,7.3,9.9,5.1
1990/1/13,4.9,7.9,1.9
1990/1/14,4.4,7.8,1.8
1990/1/15,4.8,7.2,1.3
1990/1/16,4.0,5.9,1.9
1990/1/17,5.8,8.6,4.0
1990/1/18,9.6,13.6,3.5
1990/1/19,7.6,10.3,5.3
1990/1/20,3.2,5.9,1.6
1990/1/21,3.1,6.5,0.0
1990/1/22,4.5,8.4,0.9
1990/1/23,2.3,4.6,-0.1
1990/1/24,-0.3,3.3,-2.0
1990/1/25,-0.2,3.0,-2.0
1990/1/26,0.5,3.7,-2.3
1990/1/27,1.1,4.7,-1.4
1990/1/28,3.5,7.1,-1.5
1990/1/29,8.3,12.2,4.7
1990/1/30,5.4,8.6,3.3
1990/1/31,2.2,3.5,1.2
1990/2/1,2.8,4.9,0.3
1990/2/2,4.2,7.6,0.7
1990/2/3,4.4,5.5,3.4
1990/2/4,5.1,6.1,3.6
1990/2/5,5.8,9.7,2.3
1990/2/6,4.9,6.8,3.7
1990/2/7,7.0,11.3,4.0
1990/2/8,5.6,8.2,3.9
1990/2/9,5.7,9.8,3.3
1990/2/10,8.7,14.6,3.2
1990/2/11,12.1,15.6,7.2
1990/2/12,7.2,10.8,4.2
1990/2/13,5.5,8.9,2.9
1990/2/14,5.2,6.2,4.0
1990/2/15,6.7,9.6,5.0
1990/2/16,6.5,9.5,5.1
1990/2/17,6.8,10.8,3.6
1990/2/18,8.0,10.1,5.1
1990/2/19,12.0,14.9,8.1
1990/2/20,11.1,14.8,7.6
1990/2/21,9.5,13.2,5.9
1990/2/22,9.8,14.2,6.0
1990/2/23,11.7,15.6,10.2
1990/2/24,9.8,12.4,8.1
1990/2/25,8.2,9.8,7.1
1990/2/26,8.3,10.7,6.7
1990/2/27,6.6,8.8,3.7
1990/2/28,5.7,8.7,3.2
1990/3/1,8.2,9.4,6.2
1990/3/2,7.7,8.6,7.1
1990/3/3,7.9,11.7,5.9
1990/3/4,6.8,10.0,3.7
1990/3/5,6.7,10.6,3.1
1990/3/6,7.2,11.1,3.8
1990/3/7,7.0,12.5,2.7
1990/3/8,4.1,8.3,1.3
1990/3/9,7.1,11.3,1.7
1990/3/10,9.7,14.3,5.0
1990/3/11,11.9,15.3,6.7
1990/3/12,10.0,15.3,4.7
1990/3/13,7.1,11.4,3.4
1990/3/14,8.9,14.2,4.6
1990/3/15,12.2,16.5,7.4
1990/3/16,9.6,13.5,5.3
1990/3/17,8.9,13.1,5.1
1990/3/18,9.1,12.7,5.6
1990/3/19,8.5,13.2,2.7
1990/3/20,11.9,17.1,8.2
1990/3/21,10.2,14.4,7.3
1990/3/22,10.5,14.8,5.6
1990/3/23,14.2,20.3,9.3
1990/3/24,14.2,21.8,8.3
1990/3/25,7.2,9.9,5.3
1990/3/26,7.7,12.6,4.0
1990/3/27,9.7,13.1,4.2
1990/3/28,9.3,10.9,8.4
1990/3/29,10.3,12.5,9.2
1990/3/30,12.3,16.6,7.6
1990/3/31,11.4,12.1,11.0
