ダウンロードした時刻：2019/10/10 15:51:36

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,9.2,17.3,4.2
1980/12/2,8.7,13.4,1.5
1980/12/3,13.4,18.3,11.4
1980/12/4,10.8,16.8,1.3
1980/12/5,4.8,12.9,-1.4
1980/12/6,5.3,12.5,-0.1
1980/12/7,6.0,14.5,-0.4
1980/12/8,6.2,13.1,1.3
1980/12/9,5.2,9.7,1.7
1980/12/10,4.4,12.5,-1.6
1980/12/11,5.7,11.8,-0.6
1980/12/12,6.1,9.3,-0.1
1980/12/13,4.9,8.9,1.3
1980/12/14,3.9,9.1,-0.8
1980/12/15,2.6,8.8,-2.7
1980/12/16,1.5,8.2,-4.2
1980/12/17,3.1,11.1,-3.3
1980/12/18,2.5,9.7,-1.5
1980/12/19,2.5,9.3,-2.3
1980/12/20,0.6,6.8,-3.1
1980/12/21,0.4,6.6,-5.6
1980/12/22,1.0,8.0,-4.8
1980/12/23,3.1,7.4,-2.1
1980/12/24,4.3,5.9,3.1
1980/12/25,6.7,12.6,2.6
1980/12/26,4.1,10.5,-0.3
1980/12/27,3.3,8.4,-2.4
1980/12/28,1.5,7.8,-4.8
1980/12/29,3.6,8.1,0.3
1980/12/30,3.9,11.1,-0.5
1980/12/31,2.5,10.1,-3.5
1981/1/1,1.5,8.3,-4.9
1981/1/2,4.3,7.7,-0.3
1981/1/3,4.1,8.8,0.5
1981/1/4,3.8,9.2,-1.4
1981/1/5,1.3,8.8,-4.5
1981/1/6,0.4,7.0,-5.6
1981/1/7,0.3,6.3,-5.7
1981/1/8,1.1,8.1,-6.4
1981/1/9,1.0,9.9,-5.5
1981/1/10,2.4,11.8,-3.4
1981/1/11,0.0,6.7,-4.8
1981/1/12,-0.8,7.1,-6.7
1981/1/13,-1.4,4.4,-7.3
1981/1/14,-0.9,6.5,-7.7
1981/1/15,0.8,7.1,-6.0
1981/1/16,1.4,5.7,-1.6
1981/1/17,0.1,6.9,-6.6
1981/1/18,-0.2,6.4,-6.1
1981/1/19,1.1,10.0,-4.7
1981/1/20,0.9,7.5,-3.7
1981/1/21,0.1,6.7,-6.9
1981/1/22,0.2,5.5,-6.5
1981/1/23,0.1,8.0,-7.3
1981/1/24,2.8,8.5,-4.0
1981/1/25,3.9,9.0,0.5
1981/1/26,1.9,8.0,-1.9
1981/1/27,-0.3,5.6,-7.4
1981/1/28,-0.5,6.7,-8.0
1981/1/29,1.7,9.0,-5.4
1981/1/30,1.0,7.4,-5.4
1981/1/31,0.3,8.9,-6.9
1981/2/1,0.2,2.4,-3.7
1981/2/2,1.7,7.5,-3.4
1981/2/3,1.4,4.3,-2.9
1981/2/4,3.0,7.2,-0.7
1981/2/5,2.0,8.5,-4.3
1981/2/6,3.0,10.1,-2.2
1981/2/7,2.3,8.5,-1.7
1981/2/8,2.8,11.3,-3.8
1981/2/9,3.4,11.3,-4.7
1981/2/10,3.4,10.8,-3.8
1981/2/11,2.2,8.0,-1.8
1981/2/12,2.6,11.2,-6.4
1981/2/13,5.7,14.0,-3.2
1981/2/14,7.8,11.6,5.4
1981/2/15,7.4,10.3,3.9
1981/2/16,9.7,15.9,5.6
1981/2/17,1.1,8.3,-2.0
1981/2/18,1.2,6.8,-5.2
1981/2/19,5.4,12.4,-0.1
1981/2/20,3.1,5.9,-1.8
1981/2/21,3.6,10.1,-1.3
1981/2/22,2.4,8.5,-4.9
1981/2/23,2.5,4.9,0.4
1981/2/24,1.7,3.1,-0.8
1981/2/25,1.3,6.7,-1.1
1981/2/26,-1.3,5.0,-6.3
1981/2/27,-1.1,4.5,-5.1
1981/2/28,-0.2,6.7,-7.7
1981/3/1,3.4,10.9,-3.0
1981/3/2,2.2,6.7,-2.5
1981/3/3,3.2,8.4,-4.0
1981/3/4,5.4,6.4,3.4
1981/3/5,5.1,12.2,0.7
1981/3/6,4.1,12.6,-2.4
1981/3/7,3.1,8.4,-3.9
1981/3/8,6.3,13.4,0.2
1981/3/9,3.9,5.9,2.3
1981/3/10,3.1,7.5,-0.2
1981/3/11,1.9,8.4,-3.5
1981/3/12,5.0,12.6,-1.6
1981/3/13,7.5,15.7,-0.8
1981/3/14,7.7,9.6,5.5
1981/3/15,9.1,16.0,6.1
1981/3/16,6.6,13.0,0.4
1981/3/17,4.3,11.2,-2.3
1981/3/18,6.2,15.6,-2.2
1981/3/19,10.2,19.2,0.3
1981/3/20,11.3,17.5,7.3
1981/3/21,6.9,11.7,5.5
1981/3/22,8.8,13.2,5.9
1981/3/23,8.6,15.0,3.4
1981/3/24,6.7,11.3,0.0
1981/3/25,7.6,10.6,3.5
1981/3/26,8.9,13.5,5.8
1981/3/27,8.0,14.2,3.0
1981/3/28,6.1,10.7,-0.3
1981/3/29,7.7,13.7,4.4
1981/3/30,6.3,9.9,3.4
1981/3/31,4.3,6.2,0.1
