ダウンロードした時刻：2019/10/10 16:07:25

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,5.8,11.4,1.6
1987/12/2,3.1,5.7,-0.2
1987/12/3,4.9,10.5,-0.2
1987/12/4,4.8,8.9,2.1
1987/12/5,4.7,9.1,1.6
1987/12/6,4.1,9.3,1.3
1987/12/7,4.5,7.8,1.7
1987/12/8,5.6,12.7,0.5
1987/12/9,6.9,9.1,3.3
1987/12/10,8.0,12.7,4.7
1987/12/11,8.8,11.7,5.6
1987/12/12,8.7,12.3,6.7
1987/12/13,7.2,13.6,3.5
1987/12/14,6.8,11.7,3.0
1987/12/15,7.2,11.7,2.0
1987/12/16,7.9,12.2,2.7
1987/12/17,5.2,11.3,1.1
1987/12/18,6.2,11.1,2.6
1987/12/19,6.1,13.2,0.5
1987/12/20,7.5,13.0,2.3
1987/12/21,7.1,11.4,3.1
1987/12/22,6.1,11.7,1.5
1987/12/23,7.7,14.8,2.6
1987/12/24,7.1,13.8,1.9
1987/12/25,8.0,15.9,1.8
1987/12/26,10.5,17.6,4.8
1987/12/27,10.6,18.5,5.7
1987/12/28,10.7,18.9,5.1
1987/12/29,10.5,18.1,4.9
1987/12/30,8.3,14.6,5.0
1987/12/31,5.1,9.1,1.9
1988/1/1,6.1,12.7,-0.5
1988/1/2,9.4,13.2,5.0
1988/1/3,8.6,11.8,4.3
1988/1/4,6.2,7.8,3.1
1988/1/5,5.5,8.0,4.4
1988/1/6,4.7,8.1,0.7
1988/1/7,4.4,8.0,-0.6
1988/1/8,8.0,13.3,4.6
1988/1/9,6.3,9.9,2.5
1988/1/10,2.7,6.0,0.3
1988/1/11,3.5,7.0,-0.2
1988/1/12,5.2,8.9,0.5
1988/1/13,5.5,12.7,0.1
1988/1/14,6.3,13.9,0.4
1988/1/15,6.6,8.7,3.1
1988/1/16,9.1,13.8,7.0
1988/1/17,6.4,10.5,3.8
1988/1/18,4.2,7.2,3.0
1988/1/19,5.4,9.6,2.4
1988/1/20,6.3,12.6,1.0
1988/1/21,7.9,12.2,1.8
1988/1/22,11.4,13.7,8.7
1988/1/23,5.7,12.6,0.2
1988/1/24,1.3,5.0,-2.0
1988/1/25,3.7,8.7,0.0
1988/1/26,5.2,9.9,1.2
1988/1/27,5.0,10.3,1.3
1988/1/28,4.6,8.7,2.0
1988/1/29,6.1,10.6,0.6
1988/1/30,6.9,12.1,2.4
1988/1/31,5.3,9.3,2.7
1988/2/1,4.5,9.9,0.5
1988/2/2,3.8,11.0,-0.1
1988/2/3,-0.1,2.5,-2.5
1988/2/4,3.1,8.3,-2.1
1988/2/5,6.7,10.7,1.0
1988/2/6,7.6,12.7,2.5
1988/2/7,1.4,4.5,-0.4
1988/2/8,2.4,7.2,-1.1
1988/2/9,3.3,7.6,-1.0
1988/2/10,2.2,6.5,0.0
1988/2/11,2.4,5.4,0.5
1988/2/12,4.5,9.0,0.8
1988/2/13,5.3,9.8,1.1
1988/2/14,4.7,9.5,0.3
1988/2/15,2.6,6.4,0.4
1988/2/16,2.8,6.3,0.7
1988/2/17,1.9,5.3,0.1
1988/2/18,1.7,7.1,-0.2
1988/2/19,2.2,6.5,-0.6
1988/2/20,3.9,9.9,-1.0
1988/2/21,2.7,5.2,1.1
1988/2/22,4.7,10.8,-1.1
1988/2/23,5.9,7.5,3.4
1988/2/24,5.9,9.7,2.0
1988/2/25,4.7,9.6,-0.1
1988/2/26,6.8,10.3,5.4
1988/2/27,4.5,6.1,3.0
1988/2/28,5.9,11.1,1.1
1988/2/29,6.5,10.1,2.4
1988/3/1,7.8,9.2,5.9
1988/3/2,8.9,13.2,5.5
1988/3/3,4.1,7.7,0.3
1988/3/4,1.9,5.9,-1.6
1988/3/5,3.3,7.2,-0.4
1988/3/6,4.5,10.0,0.3
1988/3/7,4.1,8.4,1.0
1988/3/8,3.2,8.5,-1.1
1988/3/9,4.5,9.7,-0.2
1988/3/10,5.9,12.4,0.5
1988/3/11,10.4,17.2,1.1
1988/3/12,10.7,15.2,5.2
1988/3/13,9.9,16.8,3.3
1988/3/14,12.3,18.6,5.8
1988/3/15,7.1,12.8,2.2
1988/3/16,4.1,7.7,1.7
1988/3/17,5.1,8.4,1.7
1988/3/18,7.4,12.7,4.0
1988/3/19,8.4,15.6,1.8
1988/3/20,8.5,13.2,5.7
1988/3/21,8.5,10.7,5.2
1988/3/22,11.3,15.0,8.5
1988/3/23,8.8,12.0,7.2
1988/3/24,7.4,13.1,2.9
1988/3/25,6.5,9.7,3.5
1988/3/26,7.6,9.1,5.9
1988/3/27,6.8,11.5,2.5
1988/3/28,8.9,16.9,0.1
1988/3/29,10.8,16.5,8.5
1988/3/30,9.8,11.7,8.3
1988/3/31,8.7,13.4,4.6
