ダウンロードした時刻：2019/10/10 15:52:45

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,2.8,6.1,0.2
1996/12/2,3.7,7.2,0.6
1996/12/3,4.0,6.9,1.1
1996/12/4,7.6,10.3,2.9
1996/12/5,11.1,13.4,7.9
1996/12/6,3.8,8.7,1.0
1996/12/7,3.9,9.2,1.2
1996/12/8,3.3,4.5,1.2
1996/12/9,7.0,9.5,4.3
1996/12/10,8.2,10.0,7.0
1996/12/11,9.5,14.6,6.0
1996/12/12,9.1,12.7,6.5
1996/12/13,8.4,13.3,4.8
1996/12/14,9.4,15.7,4.5
1996/12/15,7.5,13.7,3.6
1996/12/16,10.9,16.7,2.9
1996/12/17,14.1,15.7,12.4
1996/12/18,8.8,12.4,4.3
1996/12/19,4.5,7.2,1.7
1996/12/20,4.0,5.7,2.6
1996/12/21,7.1,12.0,3.5
1996/12/22,8.1,11.1,4.4
1996/12/23,5.7,8.2,2.2
1996/12/24,6.2,9.6,1.8
1996/12/25,8.5,11.3,5.8
1996/12/26,7.6,10.3,5.2
1996/12/27,6.0,9.6,0.2
1996/12/28,7.6,11.3,5.6
1996/12/29,6.6,11.2,0.5
1996/12/30,9.0,15.0,4.1
1996/12/31,10.2,15.7,5.4
1997/1/1,12.5,15.3,8.1
1997/1/2,6.7,10.4,2.9
1997/1/3,4.2,6.2,2.3
1997/1/4,4.4,6.5,1.1
1997/1/5,3.3,6.5,-0.5
1997/1/6,5.4,7.0,2.1
1997/1/7,4.1,7.0,1.2
1997/1/8,4.1,6.2,2.0
1997/1/9,3.9,5.5,2.9
1997/1/10,3.5,6.7,1.5
1997/1/11,4.4,6.8,2.3
1997/1/12,5.6,9.8,1.8
1997/1/13,5.4,9.7,2.3
1997/1/14,6.7,9.5,4.2
1997/1/15,5.3,7.9,1.3
1997/1/16,4.1,9.5,0.8
1997/1/17,6.1,11.1,2.4
1997/1/18,6.9,10.0,5.7
1997/1/19,5.4,7.3,3.0
1997/1/20,6.4,11.1,2.5
1997/1/21,3.2,8.7,-3.5
1997/1/22,0.7,3.3,-3.8
1997/1/23,3.3,4.9,1.8
1997/1/24,3.9,5.6,3.1
1997/1/25,3.4,5.5,1.2
1997/1/26,3.3,6.1,0.9
1997/1/27,3.9,7.8,0.7
1997/1/28,5.3,9.5,1.4
1997/1/29,1.9,5.0,0.5
1997/1/30,1.7,3.7,0.5
1997/1/31,2.9,6.2,0.8
1997/2/1,2.1,4.5,0.0
1997/2/2,3.1,4.9,0.9
1997/2/3,3.7,6.6,1.4
1997/2/4,3.2,4.5,0.8
1997/2/5,4.3,8.0,1.3
1997/2/6,4.2,8.3,1.0
1997/2/7,4.7,6.9,1.7
1997/2/8,4.3,9.3,-0.1
1997/2/9,5.2,11.5,0.0
1997/2/10,5.8,11.0,0.5
1997/2/11,4.0,5.8,0.7
1997/2/12,2.7,5.1,0.5
1997/2/13,1.9,3.9,0.0
1997/2/14,2.0,5.9,-0.7
1997/2/15,5.7,9.8,0.4
1997/2/16,6.6,10.7,4.1
1997/2/17,4.4,6.1,2.5
1997/2/18,2.0,3.5,0.2
1997/2/19,2.2,5.5,-0.1
1997/2/20,5.4,9.5,1.9
1997/2/21,2.7,7.3,-1.7
1997/2/22,0.4,2.2,-1.8
1997/2/23,3.6,7.4,0.1
1997/2/24,4.1,10.3,-1.0
1997/2/25,8.4,12.4,2.0
1997/2/26,9.0,12.5,5.9
1997/2/27,6.5,10.7,2.2
1997/2/28,11.3,16.0,1.8
1997/3/1,8.7,13.0,3.7
1997/3/2,5.8,12.3,-0.3
1997/3/3,5.6,9.6,1.6
1997/3/4,5.6,11.1,1.6
1997/3/5,7.8,13.6,2.3
1997/3/6,11.7,17.5,4.5
1997/3/7,13.2,19.3,9.3
1997/3/8,8.6,12.6,3.5
1997/3/9,7.5,12.3,4.0
1997/3/10,6.9,12.3,0.2
1997/3/11,9.2,12.0,5.8
1997/3/12,7.0,11.6,3.8
1997/3/13,9.9,15.7,2.1
1997/3/14,12.9,17.5,10.4
1997/3/15,9.7,11.2,8.1
1997/3/16,8.3,10.3,6.9
1997/3/17,7.4,10.7,3.3
1997/3/18,6.0,11.2,0.3
1997/3/19,7.9,12.1,2.9
1997/3/20,7.7,11.2,3.4
1997/3/21,9.6,15.5,2.4
1997/3/22,9.9,13.6,7.7
1997/3/23,8.1,12.0,4.0
1997/3/24,4.0,6.6,1.3
1997/3/25,8.2,14.6,0.9
1997/3/26,10.9,14.8,6.2
1997/3/27,9.8,13.5,6.3
1997/3/28,11.4,17.1,3.6
1997/3/29,13.2,14.8,11.9
1997/3/30,9.1,14.2,5.6
1997/3/31,7.2,11.3,2.2
