ダウンロードした時刻：2017/07/24 15:46:01

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,3.9,8.8,-0.3
2008/1/2,,10.6,
2008/1/3,5.4,12.3,-0.4
2008/1/4,6.6,13.2,1.2
2008/1/5,7.4,15.2,1.3
2008/1/6,7.6,15.4,1.1
2008/1/7,7.7,12.6,4.1
2008/1/8,9.2,16.7,3.0
2008/1/9,10.3,17.6,5.0
2008/1/10,9.2,15.5,3.8
2008/1/11,9.2,11.5,6.0
2008/1/12,12.6,19.2,8.9
2008/1/13,8.3,12.8,5.2
2008/1/14,6.2,9.1,3.0
2008/1/15,7.1,13.5,0.7
2008/1/16,8.0,13.4,3.7
2008/1/17,5.2,9.9,1.2
2008/1/18,6.3,11.7,2.6
2008/1/19,7.6,12.7,3.6
2008/1/20,6.7,8.1,5.5
2008/1/21,6.7,7.9,3.7
2008/1/22,5.3,7.2,2.0
2008/1/23,9.0,15.2,6.0
2008/1/24,5.1,8.2,1.8
2008/1/25,4.6,9.2,1.0
2008/1/26,5.9,9.1,3.7
2008/1/27,6.4,12.5,2.2
2008/1/28,4.6,6.3,2.5
2008/1/29,8.0,11.1,5.8
2008/1/30,7.6,12.1,2.6
2008/1/31,6.5,11.8,2.4
2008/2/1,5.9,11.0,0.5
2008/2/2,5.3,7.1,4.5
2008/2/3,6.8,12.0,3.0
2008/2/4,5.8,11.6,1.3
2008/2/5,6.0,11.3,0.3
2008/2/6,7.0,12.2,3.9
2008/2/7,6.2,12.0,2.6
2008/2/8,5.6,12.0,-0.4
2008/2/9,4.8,8.4,1.7
2008/2/10,6.3,12.4,0.8
2008/2/11,8.4,13.9,2.2
2008/2/12,7.0,12.4,2.2
2008/2/13,3.5,8.3,0.8
2008/2/14,4.0,10.3,-0.8
2008/2/15,4.6,11.8,-1.2
2008/2/16,4.2,10.8,-1.0
2008/2/17,3.5,9.9,-1.5
2008/2/18,5.3,12.2,-0.8
2008/2/19,6.6,13.1,1.0
2008/2/20,7.6,15.7,0.2
2008/2/21,7.5,14.2,0.6
2008/2/22,10.4,16.1,4.0
2008/2/23,9.2,15.6,3.7
2008/2/24,4.2,7.3,2.1
2008/2/25,6.0,10.2,0.7
2008/2/26,7.2,10.3,5.2
2008/2/27,6.9,10.9,3.3
2008/2/28,6.2,12.6,0.2
2008/2/29,8.4,16.1,0.8
2008/3/1,9.5,15.6,4.8
2008/3/2,8.3,14.5,2.3
2008/3/3,8.2,14.1,4.9
2008/3/4,7.4,12.7,2.8
2008/3/5,6.8,11.5,3.3
2008/3/6,6.7,13.1,0.2
2008/3/7,9.0,14.7,4.3
2008/3/8,8.5,14.4,2.0
2008/3/9,9.7,16.6,4.5
2008/3/10,13.2,19.5,8.1
2008/3/11,12.0,19.9,4.6
2008/3/12,13.3,20.8,6.0
2008/3/13,13.7,16.8,9.4
2008/3/14,14.5,16.9,10.2
2008/3/15,12.8,19.3,5.7
2008/3/16,14.2,19.5,8.9
2008/3/17,14.2,19.4,9.1
2008/3/18,14.7,20.3,8.7
2008/3/19,14.4,15.6,11.2
2008/3/20,12.7,16.3,9.7
2008/3/21,14.4,21.1,7.9
2008/3/22,13.7,19.6,6.7
2008/3/23,13.9,16.4,12.0
2008/3/24,15.0,20.7,9.8
2008/3/25,13.0,18.9,6.1
2008/3/26,12.9,18.1,8.1
2008/3/27,10.0,15.7,4.2
2008/3/28,12.4,18.5,7.3
2008/3/29,12.2,17.3,6.3
2008/3/30,11.0,12.4,9.3
2008/3/31,11.0,16.2,7.0
2008/4/1,11.3,17.4,4.9
2008/4/2,11.6,17.1,5.7
2008/4/3,14.2,21.6,8.4
2008/4/4,13.5,20.3,7.4
2008/4/5,13.4,19.3,7.2
2008/4/6,14.1,21.0,8.3
2008/4/7,14.4,21.0,11.2
2008/4/8,16.4,21.1,13.3
2008/4/9,14.6,20.2,10.2
2008/4/10,16.6,19.9,13.9
2008/4/11,17.6,22.4,13.4
2008/4/12,16.0,20.9,10.4
2008/4/13,16.6,20.8,13.3
2008/4/14,17.6,23.5,13.5
2008/4/15,16.4,22.2,10.7
2008/4/16,15.3,17.9,13.9
2008/4/17,16.1,17.8,14.0
2008/4/18,16.8,20.7,13.9
2008/4/19,17.4,21.9,14.5
2008/4/20,17.3,22.8,13.7
2008/4/21,17.6,23.3,12.1
2008/4/22,18.0,23.4,13.0
2008/4/23,18.0,23.9,13.2
2008/4/24,18.2,25.0,13.0
2008/4/25,15.3,22.5,9.6
2008/4/26,15.6,21.0,9.1
2008/4/27,16.7,21.5,10.8
2008/4/28,16.9,21.6,12.4
2008/4/29,18.5,24.3,12.5
2008/4/30,19.7,24.7,15.0
2008/5/1,18.5,22.1,15.6
