ダウンロードした時刻：2019/10/10 16:21:53

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,11.5,18.1,6.1
2015/12/2,11.0,14.2,6.4
2015/12/3,10.0,13.6,7.5
2015/12/4,9.1,11.5,7.5
2015/12/5,10.0,14.1,6.0
2015/12/6,10.4,12.9,8.4
2015/12/7,11.6,17.8,6.8
2015/12/8,10.3,15.6,6.6
2015/12/9,11.8,17.5,6.3
2015/12/10,14.2,15.6,12.4
2015/12/11,14.4,17.4,10.9
2015/12/12,11.2,15.3,7.3
2015/12/13,10.0,14.8,6.6
2015/12/14,12.6,17.5,7.5
2015/12/15,12.6,14.6,8.5
2015/12/16,8.9,11.5,5.9
2015/12/17,5.0,8.6,2.0
2015/12/18,4.8,10.3,-0.5
2015/12/19,7.3,13.6,2.7
2015/12/20,7.3,10.7,2.8
2015/12/21,11.0,15.0,8.5
2015/12/22,11.3,16.5,7.6
2015/12/23,11.4,14.0,9.4
2015/12/24,12.1,16.4,7.2
2015/12/25,9.5,14.0,4.2
2015/12/26,5.5,9.1,1.6
2015/12/27,8.3,14.1,3.2
2015/12/28,6.5,11.7,2.6
2015/12/29,5.2,9.9,1.6
2015/12/30,5.3,11.2,0.0
2015/12/31,5.2,8.3,2.6
2016/1/1,4.9,9.4,0.9
2016/1/2,10.0,13.5,5.9
2016/1/3,11.8,16.0,7.2
2016/1/4,9.5,14.9,5.5
2016/1/5,9.4,12.7,7.5
2016/1/6,9.2,12.3,6.7
2016/1/7,8.4,11.9,5.9
2016/1/8,7.2,8.9,5.1
2016/1/9,5.6,9.2,2.7
2016/1/10,6.7,11.6,2.8
2016/1/11,7.8,11.8,4.2
2016/1/12,6.7,9.9,2.7
2016/1/13,4.9,8.7,1.2
2016/1/14,6.1,10.5,2.3
2016/1/15,4.8,10.4,0.6
2016/1/16,5.9,12.1,-0.1
2016/1/17,6.8,9.2,3.2
2016/1/18,7.1,11.0,1.1
2016/1/19,2.0,3.4,0.3
2016/1/20,2.8,6.3,-0.6
2016/1/21,1.7,4.8,-2.3
2016/1/22,4.7,8.9,-0.2
2016/1/23,3.8,6.6,-0.6
2016/1/24,-3.3,-0.6,-5.4
2016/1/25,-1.9,1.3,-6.6
2016/1/26,2.0,4.9,0.1
2016/1/27,5.1,9.0,1.1
2016/1/28,7.2,10.3,5.0
2016/1/29,11.7,13.2,9.7
2016/1/30,11.3,15.4,8.8
2016/1/31,9.1,14.2,5.8
2016/2/1,6.3,9.0,4.5
2016/2/2,5.3,8.9,2.5
2016/2/3,6.1,11.1,2.6
2016/2/4,5.4,10.8,0.3
2016/2/5,5.5,10.7,1.8
2016/2/6,4.6,8.6,1.4
2016/2/7,4.4,10.0,0.2
2016/2/8,5.2,9.9,-0.4
2016/2/9,7.8,13.2,3.4
2016/2/10,6.8,14.2,0.6
2016/2/11,9.5,17.6,2.5
2016/2/12,13.1,18.3,8.4
2016/2/13,15.7,19.0,13.4
2016/2/14,10.5,18.1,5.0
2016/2/15,3.6,5.9,0.9
2016/2/16,4.3,7.1,0.7
2016/2/17,5.3,9.7,1.2
2016/2/18,5.3,11.1,-0.6
2016/2/19,8.7,13.2,2.4
2016/2/20,9.3,13.0,7.6
2016/2/21,6.4,10.5,2.9
2016/2/22,6.5,11.0,1.9
2016/2/23,8.6,13.0,5.8
2016/2/24,7.3,11.5,3.6
2016/2/25,4.1,7.6,0.8
2016/2/26,4.7,10.5,-1.0
2016/2/27,7.5,14.0,2.7
2016/2/28,11.1,17.1,4.3
2016/2/29,5.9,13.7,0.9
2016/3/1,3.7,7.6,0.9
2016/3/2,6.2,12.8,-0.5
2016/3/3,9.8,16.7,2.0
2016/3/4,14.6,20.4,10.0
2016/3/5,16.0,22.5,9.6
2016/3/6,18.0,22.9,14.9
2016/3/7,16.9,23.7,12.2
2016/3/8,14.6,21.4,11.3
2016/3/9,10.8,13.3,9.4
2016/3/10,9.7,12.1,7.6
2016/3/11,6.6,10.1,3.9
2016/3/12,5.9,11.0,1.4
2016/3/13,6.5,9.9,3.3
2016/3/14,8.9,12.9,6.2
2016/3/15,10.2,16.3,5.1
2016/3/16,11.2,17.6,5.7
2016/3/17,14.0,21.4,6.2
2016/3/18,14.4,15.4,13.0
2016/3/19,15.1,19.0,10.9
2016/3/20,11.6,16.7,7.2
2016/3/21,10.5,16.9,6.2
2016/3/22,11.2,19.5,2.9
2016/3/23,11.9,17.4,5.7
2016/3/24,10.2,13.4,6.7
2016/3/25,8.9,14.1,4.5
2016/3/26,9.5,16.0,2.6
2016/3/27,8.9,14.6,4.7
2016/3/28,10.1,17.8,3.0
2016/3/29,12.2,17.1,6.2
2016/3/30,14.5,17.7,12.4
2016/3/31,14.1,17.4,11.6
