ダウンロードした時刻：2019/10/10 15:35:06

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,7.5,9.7,5.4
1982/12/2,4.9,7.1,2.5
1982/12/3,5.5,8.5,2.4
1982/12/4,6.0,12.8,1.2
1982/12/5,4.8,12.6,-0.1
1982/12/6,-0.9,2.1,-2.8
1982/12/7,0.9,4.7,-2.6
1982/12/8,1.3,3.1,-1.6
1982/12/9,2.7,7.4,-1.4
1982/12/10,4.9,10.0,1.0
1982/12/11,5.8,11.9,0.5
1982/12/12,5.2,7.2,2.2
1982/12/13,1.5,3.8,-0.3
1982/12/14,1.0,5.5,-3.1
1982/12/15,1.0,3.1,-1.3
1982/12/16,2.4,4.3,0.7
1982/12/17,3.4,5.3,1.9
1982/12/18,0.5,2.8,-0.6
1982/12/19,0.4,4.0,-2.8
1982/12/20,2.4,4.0,0.1
1982/12/21,2.8,9.6,-1.3
1982/12/22,1.5,5.3,-2.0
1982/12/23,4.2,7.6,0.6
1982/12/24,4.2,6.5,2.8
1982/12/25,1.2,3.3,0.2
1982/12/26,0.4,1.2,-0.9
1982/12/27,3.1,4.6,0.1
1982/12/28,0.9,3.6,-2.0
1982/12/29,0.8,2.7,-2.4
1982/12/30,1.7,3.4,-0.8
1982/12/31,-1.0,0.2,-3.0
1983/1/1,-1.1,0.8,-2.5
1983/1/2,-2.4,1.0,-7.7
1983/1/3,-0.8,1.8,-6.7
1983/1/4,1.3,3.3,-1.0
1983/1/5,0.0,1.7,-3.1
1983/1/6,0.9,5.6,-3.9
1983/1/7,0.7,7.1,-5.0
1983/1/8,1.9,8.5,-2.4
1983/1/9,-2.6,-1.7,-3.3
1983/1/10,-3.7,-2.5,-4.6
1983/1/11,-1.6,1.0,-4.2
1983/1/12,-0.3,1.2,-1.9
1983/1/13,-0.8,0.4,-2.2
1983/1/14,-0.6,1.3,-2.6
1983/1/15,-0.5,1.1,-2.1
1983/1/16,0.3,2.9,-2.7
1983/1/17,-0.4,2.5,-2.5
1983/1/18,-1.8,0.2,-5.0
1983/1/19,-2.0,1.1,-8.0
1983/1/20,-3.1,-0.6,-6.7
1983/1/21,-4.0,-2.1,-8.6
1983/1/22,-4.5,-1.8,-7.2
1983/1/23,-2.6,-0.5,-8.9
1983/1/24,0.5,2.0,-1.0
1983/1/25,2.2,5.4,0.0
1983/1/26,2.2,4.6,1.2
1983/1/27,3.0,4.7,1.0
1983/1/28,4.5,6.6,2.7
1983/1/29,6.5,10.2,3.4
1983/1/30,0.9,4.9,-2.6
1983/1/31,-0.8,1.4,-3.8
1983/2/1,1.3,6.7,-1.8
1983/2/2,-0.7,0.4,-3.3
1983/2/3,-0.4,1.3,-3.7
1983/2/4,-0.9,1.1,-2.9
1983/2/5,0.3,3.9,-2.1
1983/2/6,0.7,2.0,0.0
1983/2/7,-1.3,1.2,-5.9
1983/2/8,-2.4,1.2,-9.2
1983/2/9,-1.2,0.2,-2.7
1983/2/10,-3.2,-1.9,-4.7
1983/2/11,-4.4,-1.7,-6.6
1983/2/12,-5.4,-2.5,-6.7
1983/2/13,-6.5,-5.6,-7.0
1983/2/14,-5.6,-2.8,-10.8
1983/2/15,-4.0,4.4,-12.0
1983/2/16,-2.0,1.1,-7.7
1983/2/17,-2.1,2.1,-10.1
1983/2/18,1.6,3.9,0.1
1983/2/19,0.1,1.0,-0.6
1983/2/20,-0.5,1.0,-1.8
1983/2/21,-2.5,-1.0,-4.1
1983/2/22,-3.0,-0.5,-6.7
1983/2/23,-2.9,1.2,-8.5
1983/2/24,-4.3,2.6,-8.9
1983/2/25,-3.2,0.8,-9.4
1983/2/26,-3.7,-0.1,-5.0
1983/2/27,-1.7,0.8,-5.0
1983/2/28,2.0,4.1,-3.3
1983/3/1,2.7,5.1,-1.3
1983/3/2,1.6,3.2,-1.4
1983/3/3,2.1,5.0,0.3
1983/3/4,0.5,2.8,-1.0
1983/3/5,-0.9,1.7,-4.1
1983/3/6,-0.1,2.1,-2.3
1983/3/7,-1.5,0.7,-6.0
1983/3/8,-1.0,2.2,-3.0
1983/3/9,-1.0,3.3,-4.9
1983/3/10,-1.4,4.8,-8.8
1983/3/11,1.5,6.5,-3.8
1983/3/12,-0.2,8.4,-7.1
1983/3/13,0.5,1.8,-0.5
1983/3/14,-1.1,0.8,-2.3
1983/3/15,-0.8,2.0,-5.6
1983/3/16,1.4,6.0,-4.4
1983/3/17,3.0,5.3,1.1
1983/3/18,0.1,3.6,-2.0
1983/3/19,1.1,3.2,-1.1
1983/3/20,0.4,6.8,-5.0
1983/3/21,0.6,6.8,-5.7
1983/3/22,3.9,8.3,-0.6
1983/3/23,2.8,8.3,-2.8
1983/3/24,2.9,7.4,-0.6
1983/3/25,2.1,5.3,-2.5
1983/3/26,1.7,6.2,-3.3
1983/3/27,2.0,9.1,-3.8
1983/3/28,1.5,8.3,-4.4
1983/3/29,2.4,10.5,-4.5
1983/3/30,4.2,12.0,-1.8
1983/3/31,4.2,11.3,-5.1
