ダウンロードした時刻：2019/10/10 16:11:18

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,12.4,16.5,8.3
2009/12/2,13.2,17.9,9.1
2009/12/3,12.0,13.9,10.6
2009/12/4,11.7,14.6,9.5
2009/12/5,12.2,15.7,8.8
2009/12/6,9.9,12.2,7.3
2009/12/7,8.9,12.4,5.6
2009/12/8,9.7,12.8,6.5
2009/12/9,10.5,13.3,7.0
2009/12/10,11.6,13.9,8.1
2009/12/11,13.3,15.0,11.2
2009/12/12,14.6,18.2,11.5
2009/12/13,10.2,12.9,8.5
2009/12/14,10.3,14.4,7.1
2009/12/15,8.6,11.1,6.0
2009/12/16,7.6,10.6,4.1
2009/12/17,4.6,8.1,2.4
2009/12/18,3.6,6.5,1.4
2009/12/19,3.4,7.1,0.4
2009/12/20,5.1,8.6,2.1
2009/12/21,4.5,8.1,2.4
2009/12/22,6.7,10.1,3.5
2009/12/23,8.3,11.6,4.6
2009/12/24,9.0,12.7,5.8
2009/12/25,9.4,12.4,5.0
2009/12/26,10.3,13.3,7.9
2009/12/27,8.1,10.7,5.1
2009/12/28,7.4,10.1,4.7
2009/12/29,6.2,9.5,3.8
2009/12/30,7.7,12.1,3.8
2009/12/31,3.7,7.7,0.5
2010/1/1,2.3,6.1,-0.4
2010/1/2,5.8,9.4,1.6
2010/1/3,7.1,9.3,3.8
2010/1/4,7.0,13.7,2.2
2010/1/5,7.1,11.1,3.0
2010/1/6,4.0,8.4,0.9
2010/1/7,4.2,8.5,1.0
2010/1/8,5.2,9.1,2.2
2010/1/9,5.9,9.5,2.2
2010/1/10,7.7,11.1,5.4
2010/1/11,7.1,9.3,4.5
2010/1/12,7.0,8.9,3.4
2010/1/13,1.8,4.6,-0.1
2010/1/14,1.7,4.8,-0.9
2010/1/15,4.1,7.9,0.2
2010/1/16,3.9,7.5,1.4
2010/1/17,4.6,9.3,0.1
2010/1/18,5.7,9.4,1.5
2010/1/19,7.4,10.9,3.3
2010/1/20,10.4,15.2,4.3
2010/1/21,10.3,14.9,5.5
2010/1/22,6.2,8.5,4.5
2010/1/23,5.0,8.2,2.4
2010/1/24,5.3,9.2,2.5
2010/1/25,5.7,7.8,2.9
2010/1/26,6.0,9.8,3.0
2010/1/27,7.2,11.0,1.6
2010/1/28,10.5,13.2,7.6
2010/1/29,8.2,10.9,5.1
2010/1/30,7.7,11.1,4.5
2010/1/31,7.2,8.4,5.4
2010/2/1,5.1,6.7,4.1
2010/2/2,7.1,10.3,4.3
2010/2/3,4.7,8.3,1.9
2010/2/4,3.5,6.5,0.5
2010/2/5,3.8,7.6,0.3
2010/2/6,3.0,6.6,0.7
2010/2/7,4.6,9.3,0.7
2010/2/8,8.1,12.9,4.5
2010/2/9,14.3,17.6,11.5
2010/2/10,13.3,17.4,9.5
2010/2/11,7.6,9.5,6.1
2010/2/12,5.5,8.1,3.3
2010/2/13,5.7,8.9,3.5
2010/2/14,6.9,10.2,3.1
2010/2/15,7.2,8.4,5.8
2010/2/16,5.8,8.4,2.2
2010/2/17,4.0,7.7,1.6
2010/2/18,5.6,10.2,2.1
2010/2/19,5.4,9.3,2.4
2010/2/20,6.3,10.7,2.9
2010/2/21,7.1,10.6,3.2
2010/2/22,10.1,15.3,4.4
2010/2/23,12.5,16.7,8.9
2010/2/24,14.3,20.2,9.1
2010/2/25,16.5,20.4,13.3
2010/2/26,16.2,17.7,14.4
2010/2/27,13.0,15.4,9.8
2010/2/28,9.4,11.6,7.8
2010/3/1,11.7,16.3,6.7
2010/3/2,12.0,16.3,10.4
2010/3/3,10.1,12.9,8.1
2010/3/4,11.2,14.3,8.0
2010/3/5,13.9,17.5,11.4
2010/3/6,11.2,13.0,9.6
2010/3/7,8.0,9.7,6.7
2010/3/8,7.8,11.0,6.6
2010/3/9,7.2,8.9,5.5
2010/3/10,5.3,8.7,3.4
2010/3/11,5.9,10.0,1.9
2010/3/12,9.9,13.8,4.0
2010/3/13,13.4,15.9,10.0
2010/3/14,11.0,15.7,5.9
2010/3/15,14.6,17.8,12.3
2010/3/16,13.6,17.3,6.8
2010/3/17,8.2,12.4,5.2
2010/3/18,9.2,13.4,4.9
2010/3/19,9.3,13.7,5.8
2010/3/20,15.6,20.7,8.8
2010/3/21,12.3,17.7,6.1
2010/3/22,8.6,11.4,4.4
2010/3/23,9.2,11.4,8.2
2010/3/24,8.7,9.9,7.6
2010/3/25,7.9,9.7,6.1
2010/3/26,6.4,11.3,3.4
2010/3/27,7.3,11.3,2.0
2010/3/28,10.3,15.0,7.6
2010/3/29,5.9,9.7,2.3
2010/3/30,6.3,10.1,1.6
2010/3/31,11.3,15.8,6.0
