ダウンロードした時刻：2017/07/24 15:43:29

,豊岡,豊岡,豊岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,2.2,6.0,0.3
2005/1/2,2.1,8.3,-1.7
2005/1/3,5.7,10.2,-1.7
2005/1/4,6.0,10.7,1.2
2005/1/5,3.0,6.9,1.0
2005/1/6,2.7,7.1,0.1
2005/1/7,4.1,11.3,0.6
2005/1/8,0.6,2.1,-0.7
2005/1/9,0.6,3.6,-1.0
2005/1/10,1.6,5.4,-2.1
2005/1/11,2.2,5.8,0.4
2005/1/12,1.7,4.4,0.5
2005/1/13,2.5,7.2,0.0
2005/1/14,3.0,5.8,1.2
2005/1/15,2.3,4.7,0.6
2005/1/16,4.6,9.5,1.4
2005/1/17,5.5,8.5,2.7
2005/1/18,4.0,9.1,1.5
2005/1/19,4.9,12.5,-0.4
2005/1/20,1.9,4.9,-0.1
2005/1/21,1.0,3.6,0.2
2005/1/22,1.6,3.6,0.4
2005/1/23,2.3,7.3,0.3
2005/1/24,3.2,10.5,-1.1
2005/1/25,3.4,4.5,2.7
2005/1/26,3.5,7.2,1.1
2005/1/27,4.6,11.6,-0.5
2005/1/28,4.8,12.5,0.0
2005/1/29,6.9,17.1,-0.9
2005/1/30,3.6,7.8,0.9
2005/1/31,0.9,4.8,-2.2
2005/2/1,-1.8,2.0,-3.5
2005/2/2,-0.4,2.5,-3.7
2005/2/3,0.4,2.9,-2.6
2005/2/4,2.7,7.4,0.4
2005/2/5,4.3,7.4,1.4
2005/2/6,3.1,5.2,1.0
2005/2/7,2.5,6.3,0.6
2005/2/8,4.2,10.0,1.5
2005/2/9,5.9,14.0,1.7
2005/2/10,4.4,6.9,0.6
2005/2/11,1.1,3.3,0.3
2005/2/12,1.3,4.0,-1.1
2005/2/13,2.1,5.5,0.8
2005/2/14,3.9,8.3,1.5
2005/2/15,4.6,10.5,-0.5
2005/2/16,7.8,11.0,4.2
2005/2/17,6.6,7.9,5.3
2005/2/18,5.2,8.6,0.8
2005/2/19,4.2,6.5,1.0
2005/2/20,1.9,5.9,-2.4
2005/2/21,0.5,5.4,-2.8
2005/2/22,2.5,8.4,-3.2
2005/2/23,8.3,13.2,2.3
2005/2/24,2.0,4.6,-0.1
2005/2/25,3.8,8.6,0.4
2005/2/26,0.8,3.2,-0.3
2005/2/27,1.1,3.4,-0.3
2005/2/28,2.9,7.4,-0.6
2005/3/1,1.2,3.0,0.4
2005/3/2,2.5,7.7,-0.6
2005/3/3,3.3,6.8,0.5
2005/3/4,5.1,10.5,0.9
2005/3/5,2.3,5.3,-0.1
2005/3/6,2.9,8.8,-1.1
2005/3/7,5.5,15.6,-2.5
2005/3/8,8.0,18.1,-0.6
2005/3/9,7.9,12.3,4.5
2005/3/10,10.8,21.2,3.1
2005/3/11,11.0,16.8,7.9
2005/3/12,2.7,8.0,-0.6
2005/3/13,-0.5,2.4,-2.0
2005/3/14,0.3,6.1,-5.9
2005/3/15,3.0,9.3,-2.3
2005/3/16,6.1,16.0,0.6
2005/3/17,10.9,17.3,4.5
2005/3/18,6.2,10.1,3.2
2005/3/19,5.4,12.8,0.6
2005/3/20,5.9,14.3,0.5
2005/3/21,8.7,15.5,2.0
2005/3/22,11.5,16.1,5.5
2005/3/23,7.8,10.8,3.9
2005/3/24,6.0,13.6,2.5
2005/3/25,2.4,4.9,0.4
2005/3/26,6.8,14.2,1.1
2005/3/27,9.6,19.8,0.8
2005/3/28,11.9,15.3,8.2
2005/3/29,7.9,12.5,4.3
2005/3/30,7.0,13.2,0.8
2005/3/31,8.8,17.0,2.1
2005/4/1,7.6,15.4,1.6
2005/4/2,10.6,18.5,2.1
2005/4/3,10.2,15.2,5.4
2005/4/4,7.0,11.3,1.8
2005/4/5,10.3,22.5,0.3
2005/4/6,13.4,25.1,4.6
2005/4/7,19.5,25.1,12.1
2005/4/8,13.0,18.3,6.4
2005/4/9,10.9,20.3,3.8
2005/4/10,17.7,26.1,9.1
2005/4/11,10.6,12.8,9.6
2005/4/12,9.0,10.9,8.0
2005/4/13,9.4,14.4,5.5
2005/4/14,11.2,21.5,4.4
2005/4/15,12.5,21.2,4.4
2005/4/16,12.9,20.0,7.4
2005/4/17,12.8,22.8,4.2
2005/4/18,15.4,25.2,7.0
2005/4/19,17.3,26.7,6.9
2005/4/20,17.5,19.9,14.8
2005/4/21,14.0,18.4,10.1
2005/4/22,13.7,18.7,8.0
2005/4/23,11.6,18.6,5.8
2005/4/24,12.0,20.8,3.9
2005/4/25,18.1,24.1,12.7
2005/4/26,15.4,22.6,8.1
2005/4/27,16.4,27.6,4.7
2005/4/28,23.7,32.1,12.8
2005/4/29,20.8,27.0,16.8
2005/4/30,22.5,29.6,17.1
2005/5/1,20.9,23.3,18.3
