ダウンロードした時刻：2019/10/10 15:52:29

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,7.8,9.4,5.4
1983/12/2,9.8,14.8,7.3
1983/12/3,8.8,13.1,6.4
1983/12/4,7.5,9.9,5.9
1983/12/5,7.8,13.1,6.0
1983/12/6,7.0,8.8,2.4
1983/12/7,6.3,11.6,1.6
1983/12/8,8.3,11.9,5.5
1983/12/9,9.1,13.6,4.2
1983/12/10,10.5,13.7,6.2
1983/12/11,8.7,14.1,3.3
1983/12/12,5.1,8.1,2.4
1983/12/13,7.7,10.5,3.0
1983/12/14,7.4,10.7,4.4
1983/12/15,6.0,9.6,3.9
1983/12/16,2.2,6.2,0.4
1983/12/17,2.7,4.4,0.6
1983/12/18,1.2,3.5,0.2
1983/12/19,2.4,4.6,0.1
1983/12/20,3.6,5.6,1.4
1983/12/21,4.8,9.1,1.3
1983/12/22,7.2,9.3,4.9
1983/12/23,4.4,7.6,1.9
1983/12/24,2.4,5.4,0.2
1983/12/25,2.0,3.9,-0.9
1983/12/26,2.0,4.1,0.0
1983/12/27,1.0,4.6,-2.2
1983/12/28,2.9,5.8,0.2
1983/12/29,2.0,5.8,-0.8
1983/12/30,2.2,7.6,-1.2
1983/12/31,3.2,7.1,0.0
1984/1/1,1.4,3.0,0.1
1984/1/2,3.4,6.6,1.5
1984/1/3,4.6,6.2,1.6
1984/1/4,4.2,7.0,0.2
1984/1/5,1.6,3.4,0.2
1984/1/6,1.2,4.9,-1.7
1984/1/7,2.2,5.0,-1.1
1984/1/8,1.7,6.9,-2.9
1984/1/9,3.7,6.7,0.3
1984/1/10,5.9,10.8,2.6
1984/1/11,2.4,5.3,0.5
1984/1/12,1.7,4.6,0.3
1984/1/13,3.3,5.2,0.6
1984/1/14,4.6,9.6,1.3
1984/1/15,5.3,6.7,3.2
1984/1/16,1.1,4.6,-0.3
1984/1/17,1.0,3.1,-0.6
1984/1/18,0.0,0.8,-1.2
1984/1/19,0.8,2.1,-0.2
1984/1/20,0.5,3.1,-2.0
1984/1/21,1.9,3.7,-2.4
1984/1/22,2.2,4.8,0.4
1984/1/23,2.1,4.6,0.9
1984/1/24,1.2,4.4,0.1
1984/1/25,0.7,3.8,-1.4
1984/1/26,0.2,2.1,-1.7
1984/1/27,1.2,3.3,-0.9
1984/1/28,0.3,1.5,-1.5
1984/1/29,0.5,2.1,-1.2
1984/1/30,0.6,4.2,-2.1
1984/1/31,0.4,3.1,-2.0
1984/2/1,2.7,6.6,-0.1
1984/2/2,3.1,4.5,1.6
1984/2/3,-0.7,1.9,-2.4
1984/2/4,-1.4,0.0,-2.8
1984/2/5,1.2,3.6,-2.2
1984/2/6,-0.4,2.6,-2.4
1984/2/7,-1.6,0.1,-3.2
1984/2/8,-1.0,0.5,-2.7
1984/2/9,-0.3,1.0,-1.9
1984/2/10,1.2,2.7,-0.8
1984/2/11,0.3,3.9,-2.7
1984/2/12,-0.4,5.1,-6.3
1984/2/13,2.2,5.5,-0.3
1984/2/14,2.3,5.1,0.4
1984/2/15,0.8,2.7,-0.2
1984/2/16,0.5,2.7,-1.8
1984/2/17,0.6,2.2,-1.6
1984/2/18,1.5,3.2,-1.0
1984/2/19,1.9,3.2,0.5
1984/2/20,1.1,6.4,-4.7
1984/2/21,3.2,7.5,-0.5
1984/2/22,3.9,7.1,-2.5
1984/2/23,5.7,7.0,4.4
1984/2/24,4.6,6.7,3.4
1984/2/25,4.8,7.6,1.1
1984/2/26,5.7,7.5,3.0
1984/2/27,2.7,4.0,-0.2
1984/2/28,1.5,3.6,-0.6
1984/2/29,-0.3,2.2,-1.6
1984/3/1,0.6,4.0,-1.8
1984/3/2,2.1,6.9,-2.1
1984/3/3,1.6,3.9,-0.2
1984/3/4,1.0,3.8,-0.6
1984/3/5,0.9,3.1,0.0
1984/3/6,0.8,2.5,-0.1
1984/3/7,1.7,5.1,-1.8
1984/3/8,1.8,5.3,0.1
1984/3/9,3.6,6.6,0.2
1984/3/10,3.6,5.7,1.8
1984/3/11,2.5,4.2,-0.1
1984/3/12,3.1,6.1,0.4
1984/3/13,3.1,6.4,0.4
1984/3/14,2.3,5.5,-0.6
1984/3/15,4.8,9.7,-2.2
1984/3/16,7.1,8.3,5.5
1984/3/17,4.7,7.8,2.4
1984/3/18,5.0,8.4,0.7
1984/3/19,1.4,2.8,0.2
1984/3/20,4.1,8.1,0.7
1984/3/21,3.0,5.9,1.0
1984/3/22,3.2,5.9,0.5
1984/3/23,3.5,7.8,-1.0
1984/3/24,5.2,7.4,3.0
1984/3/25,6.7,10.5,2.8
1984/3/26,4.6,7.8,0.1
1984/3/27,7.0,12.8,-0.8
1984/3/28,6.0,10.6,2.2
1984/3/29,10.2,15.0,4.3
1984/3/30,12.8,19.2,6.7
1984/3/31,8.3,11.4,6.2
