É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:13

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2000/12/1,6.9,11.3,2.4
2000/12/2,5.4,11.5,0.0
2000/12/3,7.1,11.9,2.4
2000/12/4,7.6,12.0,2.3
2000/12/5,7.1,13.6,0.2
2000/12/6,8.2,13.8,4.4
2000/12/7,5.2,10.8,0.7
2000/12/8,4.9,12.6,-1.7
2000/12/9,7.8,18.2,-0.5
2000/12/10,7.2,15.1,0.7
2000/12/11,8.8,14.6,1.7
2000/12/12,4.4,10.2,0.2
2000/12/13,4.7,12.7,-1.9
2000/12/14,4.5,9.2,0.9
2000/12/15,7.4,13.7,1.2
2000/12/16,8.2,19.2,0.5
2000/12/17,7.4,10.9,2.8
2000/12/18,8.2,10.7,3.8
2000/12/19,11.6,21.2,6.4
2000/12/20,7.9,9.7,4.8
2000/12/21,8.8,14.9,4.7
2000/12/22,6.4,10.6,3.3
2000/12/23,6.6,12.0,3.7
2000/12/24,8.6,14.3,3.1
2000/12/25,3.8,9.5,-1.1
2000/12/26,2.7,8.8,-1.9
2000/12/27,3.6,9.2,-0.9
2000/12/28,3.7,9.9,-2.7
2000/12/29,4.6,9.6,-0.6
2000/12/30,2.8,8.1,-3.7
2000/12/31,6.1,9.3,3.3
2001/1/1,6.2,11.0,2.2
2001/1/2,5.4,13.2,-1.6
2001/1/3,5.6,11.8,-0.3
2001/1/4,2.2,8.9,-1.7
2001/1/5,3.3,9.7,-1.5
2001/1/6,2.5,7.9,-1.2
2001/1/7,1.4,5.4,-3.8
2001/1/8,2.4,7.2,-0.3
2001/1/9,2.0,5.3,-2.0
2001/1/10,6.1,12.1,1.0
2001/1/11,5.2,9.7,2.1
2001/1/12,4.5,9.8,-0.8
2001/1/13,0.9,4.3,-2.7
2001/1/14,-0.3,5.5,-4.7
2001/1/15,-0.8,5.5,-6.5
2001/1/16,1.0,7.1,-4.5
2001/1/17,1.0,7.1,-4.2
2001/1/18,1.8,8.5,-4.6
2001/1/19,2.5,6.7,-0.2
2001/1/20,0.9,4.6,-2.5
2001/1/21,2.9,10.0,-4.4
2001/1/22,4.7,10.0,-0.4
2001/1/23,3.2,9.9,-1.7
2001/1/24,3.3,8.5,-0.6
2001/1/25,2.6,6.4,-1.4
2001/1/26,4.7,7.1,2.3
2001/1/27,1.0,3.1,0.0
2001/1/28,4.2,9.7,0.4
2001/1/29,3.2,7.4,-1.8
2001/1/30,2.5,9.0,-3.4
2001/1/31,3.8,6.6,0.5
2001/2/1,4.1,6.3,1.9
2001/2/2,4.3,9.6,0.6
2001/2/3,3.9,10.5,-1.8
2001/2/4,3.4,7.6,0.3
2001/2/5,4.0,10.2,-1.2
2001/2/6,6.5,12.8,0.1
2001/2/7,2.8,7.3,0.5
2001/2/8,3.9,9.8,0.1
2001/2/9,2.0,7.4,-3.0
2001/2/10,4.8,12.0,-1.9
2001/2/11,4.5,12.2,-1.9
2001/2/12,2.9,7.6,-0.4
2001/2/13,3.3,7.7,-1.8
2001/2/14,1.7,5.9,-1.5
2001/2/15,2.0,7.9,-3.4
2001/2/16,2.4,10.1,-3.0
2001/2/17,3.2,9.4,-3.5
2001/2/18,5.5,13.3,-0.7
2001/2/19,7.2,15.8,-0.4
2001/2/20,6.5,13.1,1.7
2001/2/21,7.4,13.7,1.2
2001/2/22,11.6,19.4,4.0
2001/2/23,10.7,17.9,2.0
2001/2/24,5.8,9.9,3.5
2001/2/25,4.5,9.0,0.5
2001/2/26,3.3,8.7,-1.8
2001/2/27,5.9,14.0,-2.1
2001/2/28,6.6,12.0,1.0
2001/3/1,6.2,8.6,3.5
2001/3/2,5.0,10.1,0.5
2001/3/3,5.7,9.6,0.4
2001/3/4,5.0,10.1,1.4
2001/3/5,6.0,11.0,2.4
2001/3/6,8.9,16.3,1.3
2001/3/7,7.5,17.2,2.4
2001/3/8,4.0,10.2,-0.5
2001/3/9,3.2,9.5,-0.9
2001/3/10,4.4,10.4,-2.1
2001/3/11,4.2,9.3,-0.3
2001/3/12,4.2,8.6,0.5
2001/3/13,3.9,9.5,-0.6
2001/3/14,6.0,12.7,-0.7
2001/3/15,9.4,19.7,2.7
2001/3/16,8.4,14.7,4.1
2001/3/17,7.4,10.4,3.7
2001/3/18,11.6,18.9,6.7
2001/3/19,12.3,20.5,3.6
2001/3/20,13.4,22.1,4.4
2001/3/21,14.5,23.9,7.4
2001/3/22,13.6,20.3,7.4
2001/3/23,13.5,19.0,10.3
2001/3/24,14.4,20.9,8.1
2001/3/25,13.2,17.8,8.7
2001/3/26,12.3,16.4,7.7
2001/3/27,10.9,17.9,3.8
2001/3/28,10.3,15.0,7.3
2001/3/29,6.8,10.1,3.7
2001/3/30,7.1,13.2,3.1
2001/3/31,3.1,5.4,1.0
