ダウンロードした時刻：2019/10/10 16:00:52

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,9.8,12.8,7.2
2008/12/2,9.0,11.0,6.6
2008/12/3,11.8,17.7,7.2
2008/12/4,11.8,15.9,7.5
2008/12/5,14.4,19.8,9.8
2008/12/6,10.1,13.0,7.2
2008/12/7,7.1,9.8,3.5
2008/12/8,7.7,10.5,4.2
2008/12/9,8.6,12.2,5.8
2008/12/10,13.6,18.4,10.2
2008/12/11,14.4,19.1,10.0
2008/12/12,13.1,17.0,10.0
2008/12/13,11.4,14.5,9.3
2008/12/14,7.5,11.0,5.0
2008/12/15,6.9,10.3,3.5
2008/12/16,8.4,12.9,3.3
2008/12/17,8.4,9.1,7.4
2008/12/18,11.3,15.7,7.2
2008/12/19,9.8,13.0,7.9
2008/12/20,10.4,15.7,6.0
2008/12/21,14.4,19.6,6.3
2008/12/22,13.7,20.3,4.6
2008/12/23,6.9,9.7,4.7
2008/12/24,6.9,9.6,4.0
2008/12/25,10.1,16.6,4.9
2008/12/26,5.3,9.6,2.3
2008/12/27,5.2,10.0,0.3
2008/12/28,6.9,11.5,2.1
2008/12/29,8.5,13.4,3.8
2008/12/30,9.2,14.2,4.8
2008/12/31,6.6,10.6,4.1
2009/1/1,6.1,10.6,2.4
2009/1/2,6.9,12.5,2.3
2009/1/3,7.2,11.2,3.9
2009/1/4,7.4,12.0,4.0
2009/1/5,8.5,11.7,5.3
2009/1/6,8.7,13.0,5.4
2009/1/7,7.0,9.1,5.5
2009/1/8,7.2,10.1,4.3
2009/1/9,4.0,7.3,2.7
2009/1/10,5.9,11.5,2.7
2009/1/11,4.8,8.0,1.4
2009/1/12,5.1,11.8,1.4
2009/1/13,5.4,10.7,1.7
2009/1/14,5.9,10.1,2.4
2009/1/15,4.3,8.6,1.9
2009/1/16,4.7,9.1,0.4
2009/1/17,6.9,11.7,2.1
2009/1/18,6.1,8.2,3.6
2009/1/19,9.2,15.7,4.5
2009/1/20,7.1,9.1,4.8
2009/1/21,6.5,9.4,4.7
2009/1/22,5.5,6.8,4.1
2009/1/23,9.7,13.6,6.5
2009/1/24,6.5,10.3,2.5
2009/1/25,5.5,10.1,1.1
2009/1/26,6.8,11.8,1.1
2009/1/27,7.4,11.5,3.0
2009/1/28,6.8,9.2,4.3
2009/1/29,8.7,11.5,6.6
2009/1/30,9.3,10.6,7.8
2009/1/31,8.1,9.9,5.8
2009/2/1,8.5,12.0,5.0
2009/2/2,6.1,8.6,3.9
2009/2/3,8.2,12.3,3.8
2009/2/4,7.6,9.3,6.5
2009/2/5,7.7,10.3,5.1
2009/2/6,8.0,13.1,4.6
2009/2/7,7.4,10.9,4.7
2009/2/8,7.6,13.7,4.5
2009/2/9,6.2,7.8,4.1
2009/2/10,8.5,14.1,4.0
2009/2/11,6.9,9.0,5.1
2009/2/12,9.1,14.2,3.1
2009/2/13,11.9,17.0,5.9
2009/2/14,17.9,24.8,11.8
2009/2/15,12.2,14.7,10.1
2009/2/16,10.5,15.1,3.9
2009/2/17,5.1,9.5,1.9
2009/2/18,5.7,9.4,1.6
2009/2/19,6.4,9.9,2.6
2009/2/20,5.7,9.8,2.4
2009/2/21,6.6,10.4,3.5
2009/2/22,8.4,14.0,1.4
2009/2/23,6.9,13.0,4.9
2009/2/24,5.3,7.6,4.0
2009/2/25,7.2,11.3,4.1
2009/2/26,7.2,9.3,4.7
2009/2/27,3.3,4.9,1.5
2009/2/28,6.9,10.3,3.6
2009/3/1,6.6,8.1,4.9
2009/3/2,6.7,10.9,2.8
2009/3/3,3.3,6.3,1.1
2009/3/4,5.6,9.0,1.1
2009/3/5,8.5,13.1,4.2
2009/3/6,8.0,11.4,5.6
2009/3/7,11.3,15.8,8.8
2009/3/8,8.4,9.6,7.8
2009/3/9,9.6,11.6,7.0
2009/3/10,10.8,17.9,6.4
2009/3/11,7.4,11.4,4.3
2009/3/12,7.9,12.5,4.2
2009/3/13,10.0,13.9,4.9
2009/3/14,11.8,15.8,5.3
2009/3/15,8.7,13.8,3.8
2009/3/16,11.2,17.1,5.9
2009/3/17,14.5,20.2,10.5
2009/3/18,14.4,20.3,8.8
2009/3/19,16.9,21.7,11.9
2009/3/20,14.1,18.5,8.3
2009/3/21,11.1,15.5,6.5
2009/3/22,15.1,16.9,12.8
2009/3/23,12.5,16.3,7.5
2009/3/24,8.4,11.1,6.6
2009/3/25,8.3,10.9,6.7
2009/3/26,7.7,12.9,3.5
2009/3/27,7.8,12.4,3.6
2009/3/28,7.7,10.7,5.3
2009/3/29,7.9,12.5,4.6
2009/3/30,8.8,12.6,5.1
2009/3/31,10.9,14.1,8.1
