ダウンロードした時刻：2019/10/10 16:24:24

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,7.2,11.0,3.0
2017/12/2,7.1,13.9,0.2
2017/12/3,10.6,17.2,7.0
2017/12/4,9.3,14.9,5.2
2017/12/5,5.4,9.2,0.2
2017/12/6,3.9,9.9,-0.8
2017/12/7,6.4,13.8,-0.4
2017/12/8,5.8,8.8,1.4
2017/12/9,4.7,10.1,-1.1
2017/12/10,7.8,11.0,3.4
2017/12/11,7.1,9.8,3.3
2017/12/12,3.4,6.0,2.0
2017/12/13,2.6,7.9,-1.3
2017/12/14,4.6,11.0,-2.4
2017/12/15,8.1,14.0,1.8
2017/12/16,7.0,9.1,3.8
2017/12/17,3.1,6.2,0.1
2017/12/18,3.6,7.6,-1.7
2017/12/19,6.3,11.8,2.0
2017/12/20,4.5,10.2,-1.3
2017/12/21,4.7,11.2,-0.9
2017/12/22,5.2,12.5,-0.7
2017/12/23,6.5,14.3,-0.1
2017/12/24,9.0,13.7,4.1
2017/12/25,7.1,10.3,2.0
2017/12/26,5.5,9.9,0.4
2017/12/27,4.7,8.3,-0.3
2017/12/28,2.7,8.5,-2.5
2017/12/29,5.4,10.2,0.5
2017/12/30,6.7,12.4,0.8
2017/12/31,6.9,10.4,1.8
2018/1/1,3.2,9.4,-1.2
2018/1/2,3.8,10.8,-2.6
2018/1/3,5.3,11.4,1.4
2018/1/4,5.0,8.5,0.5
2018/1/5,5.3,6.9,3.3
2018/1/6,6.7,10.8,2.8
2018/1/7,5.7,9.6,1.0
2018/1/8,10.4,14.7,7.0
2018/1/9,5.6,9.4,1.6
2018/1/10,3.3,6.5,0.5
2018/1/11,0.2,2.4,-1.4
2018/1/12,0.1,4.0,-2.7
2018/1/13,0.5,5.7,-4.8
2018/1/14,2.9,8.8,-0.7
2018/1/15,6.3,15.9,-0.5
2018/1/16,10.8,18.9,2.7
2018/1/17,12.6,15.6,7.7
2018/1/18,8.7,13.3,5.0
2018/1/19,8.1,13.7,4.1
2018/1/20,7.2,13.5,1.9
2018/1/21,6.8,13.9,0.6
2018/1/22,6.0,8.4,3.5
2018/1/23,4.1,9.0,1.2
2018/1/24,0.8,3.3,-1.8
2018/1/25,0.2,4.2,-3.8
2018/1/26,0.4,5.1,-3.3
2018/1/27,1.7,9.0,-5.2
2018/1/28,3.8,5.5,1.3
2018/1/29,3.1,5.5,1.7
2018/1/30,2.1,6.2,-1.3
2018/1/31,2.5,8.2,-3.6
2018/2/1,4.2,9.1,0.6
2018/2/2,4.3,10.0,-1.6
2018/2/3,4.2,9.1,0.8
2018/2/4,0.7,2.7,-0.8
2018/2/5,-0.3,3.3,-2.9
2018/2/6,-0.5,2.3,-3.8
2018/2/7,0.7,5.6,-3.7
2018/2/8,1.7,9.1,-4.7
2018/2/9,6.3,15.4,-2.7
2018/2/10,7.2,8.7,5.2
2018/2/11,3.0,5.6,0.4
2018/2/12,2.1,5.8,-1.4
2018/2/13,2.7,8.0,-1.2
2018/2/14,6.8,14.3,-2.2
2018/2/15,8.1,10.2,5.7
2018/2/16,5.9,8.1,3.5
2018/2/17,5.5,11.7,-0.3
2018/2/18,6.2,13.5,-1.7
2018/2/19,6.7,8.4,5.4
2018/2/20,9.1,15.4,2.2
2018/2/21,8.4,12.3,5.5
2018/2/22,7.2,11.4,2.7
2018/2/23,6.6,13.2,0.3
2018/2/24,8.0,16.0,0.0
2018/2/25,8.6,10.2,6.9
2018/2/26,9.4,15.7,3.5
2018/2/27,9.3,16.6,2.3
2018/2/28,11.7,17.9,5.1
2018/3/1,10.8,15.0,5.5
2018/3/2,7.5,14.9,1.2
2018/3/3,7.6,11.8,3.0
2018/3/4,15.2,24.1,5.2
2018/3/5,14.4,20.2,8.6
2018/3/6,11.4,18.0,7.6
2018/3/7,12.0,17.7,6.5
2018/3/8,11.9,16.0,8.5
2018/3/9,7.7,11.2,4.3
2018/3/10,7.6,14.0,0.8
2018/3/11,9.3,16.8,2.3
2018/3/12,10.6,17.4,3.6
2018/3/13,13.8,21.6,7.0
2018/3/14,16.1,23.6,8.7
2018/3/15,16.3,20.9,11.3
2018/3/16,11.8,14.8,6.8
2018/3/17,10.5,18.6,2.9
2018/3/18,13.9,21.2,4.8
2018/3/19,15.5,17.0,13.4
2018/3/20,11.6,15.0,8.9
2018/3/21,9.8,11.7,8.6
2018/3/22,8.2,11.2,5.0
2018/3/23,8.7,16.2,1.4
2018/3/24,10.7,17.4,4.2
2018/3/25,12.4,20.1,5.4
2018/3/26,13.9,20.9,7.7
2018/3/27,15.4,22.9,8.9
2018/3/28,15.9,23.8,8.2
2018/3/29,16.6,24.5,8.7
2018/3/30,18.0,26.3,11.3
2018/3/31,17.2,23.7,10.4
