É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:38

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2008/12/1,1.7,4.4,-2.3
2008/12/2,6.2,9.1,1.4
2008/12/3,3.7,6.9,-0.5
2008/12/4,4.3,9.1,-1.8
2008/12/5,8.1,11.7,2.6
2008/12/6,-1.6,3.5,-4.6
2008/12/7,-3.0,-0.6,-5.2
2008/12/8,3.2,7.3,-2.3
2008/12/9,6.9,11.8,3.6
2008/12/10,6.0,9.6,1.7
2008/12/11,-0.2,1.8,-2.1
2008/12/12,-1.1,0.5,-3.0
2008/12/13,-2.9,-1.3,-4.6
2008/12/14,-2.5,0.8,-5.9
2008/12/15,-2.1,0.4,-5.6
2008/12/16,1.8,5.8,-2.1
2008/12/17,5.8,9.7,-0.1
2008/12/18,4.9,9.4,1.0
2008/12/19,0.5,2.1,-1.0
2008/12/20,3.6,7.6,0.4
2008/12/21,-1.1,2.3,-3.2
2008/12/22,-3.3,-0.8,-7.2
2008/12/23,-3.0,-0.2,-6.8
2008/12/24,1.8,5.0,-2.9
2008/12/25,3.3,7.9,-0.2
2008/12/26,-4.8,0.6,-9.7
2008/12/27,-6.4,-4.1,-9.6
2008/12/28,-3.6,-1.9,-6.0
2008/12/29,-0.6,1.2,-2.5
2008/12/30,-0.9,0.4,-2.2
2008/12/31,1.3,3.0,-2.6
2009/1/1,2.5,4.8,-0.6
2009/1/2,0.8,4.0,-2.6
2009/1/3,0.9,2.7,-0.2
2009/1/4,-1.1,0.8,-3.8
2009/1/5,-3.6,-1.3,-5.3
2009/1/6,-3.3,-1.6,-5.1
2009/1/7,-2.0,0.4,-3.9
2009/1/8,-3.8,0.8,-8.9
2009/1/9,-1.9,2.0,-7.7
2009/1/10,0.1,2.8,-1.7
2009/1/11,-0.1,1.0,-1.8
2009/1/12,-2.3,0.0,-6.6
2009/1/13,-1.4,0.1,-4.3
2009/1/14,0.4,3.2,-2.9
2009/1/15,-3.4,1.8,-6.5
2009/1/16,-2.6,0.2,-5.8
2009/1/17,-1.5,2.0,-3.7
2009/1/18,-0.5,2.3,-3.1
2009/1/19,2.7,7.3,-0.1
2009/1/20,-0.7,1.7,-3.4
2009/1/21,-2.0,1.3,-5.7
2009/1/22,-0.4,3.9,-6.6
2009/1/23,4.2,7.6,-0.5
2009/1/24,-5.6,-0.4,-7.7
2009/1/25,-4.6,-1.2,-8.5
2009/1/26,-4.3,-0.5,-9.9
2009/1/27,-4.4,-2.3,-6.6
2009/1/28,-1.8,1.0,-5.9
2009/1/29,2.1,5.3,-1.7
2009/1/30,0.3,2.5,-3.1
2009/1/31,-3.1,-0.8,-5.3
2009/2/1,-4.8,-2.7,-7.4
2009/2/2,-2.9,-0.2,-5.8
2009/2/3,-3.9,-0.9,-6.4
2009/2/4,-1.4,2.3,-4.5
2009/2/5,-0.2,1.5,-3.5
2009/2/6,-2.8,-0.2,-4.4
2009/2/7,-3.4,0.4,-8.9
2009/2/8,-1.8,0.6,-4.7
2009/2/9,-0.3,4.5,-5.7
2009/2/10,-1.7,0.8,-5.5
2009/2/11,-2.2,1.7,-8.1
2009/2/12,0.5,3.0,-2.4
2009/2/13,1.3,4.2,-2.3
2009/2/14,4.6,8.1,1.8
2009/2/15,-1.0,3.3,-6.1
2009/2/16,-6.4,-5.2,-7.7
2009/2/17,-4.2,-2.1,-7.1
2009/2/18,-5.7,-2.1,-8.2
2009/2/19,-5.1,-3.2,-7.8
2009/2/20,-2.9,-0.3,-5.4
2009/2/21,-3.5,-0.6,-7.6
2009/2/22,-2.6,3.0,-7.9
2009/2/23,-5.4,-2.7,-8.9
2009/2/24,-1.9,1.7,-8.5
2009/2/25,0.4,3.0,-2.2
2009/2/26,-2.0,0.7,-3.0
2009/2/27,-0.5,4.1,-4.7
2009/2/28,-2.6,-1.2,-3.7
2009/3/1,-1.3,2.0,-3.7
2009/3/2,-3.2,-0.9,-5.3
2009/3/3,-2.0,0.9,-6.2
2009/3/4,1.2,5.6,-2.8
2009/3/5,0.3,4.2,-4.2
2009/3/6,2.4,6.8,-2.3
2009/3/7,-0.7,5.7,-3.6
2009/3/8,0.8,4.7,-2.7
2009/3/9,2.7,7.4,-3.0
2009/3/10,1.2,4.8,-3.7
2009/3/11,-3.2,-0.6,-5.2
2009/3/12,0.3,1.8,-1.9
2009/3/13,1.8,5.1,-2.9
2009/3/14,4.2,9.7,0.1
2009/3/15,1.5,3.4,-0.2
2009/3/16,4.6,8.3,1.8
2009/3/17,3.8,6.3,1.4
2009/3/18,5.7,8.4,1.6
2009/3/19,6.0,9.4,3.3
2009/3/20,1.6,4.9,-2.3
2009/3/21,1.5,4.6,-2.1
2009/3/22,5.3,8.4,1.4
2009/3/23,1.8,7.0,-2.8
2009/3/24,-1.8,0.6,-3.3
2009/3/25,0.3,4.0,-4.2
2009/3/26,1.1,4.6,-1.4
2009/3/27,0.8,4.9,-2.4
2009/3/28,0.7,4.2,-3.7
2009/3/29,3.3,6.9,-0.3
2009/3/30,2.4,6.5,0.5
2009/3/31,2.3,5.9,-0.7
