ダウンロードした時刻：2017/07/24 15:44:40

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,5.4,7.9,3.3
1986/1/2,2.8,5.5,1.0
1986/1/3,2.4,5.7,-1.8
1986/1/4,5.3,7.7,2.9
1986/1/5,0.8,3.2,-0.7
1986/1/6,1.8,4.1,-0.6
1986/1/7,3.6,8.2,-1.1
1986/1/8,3.8,8.5,-0.3
1986/1/9,2.4,5.3,0.5
1986/1/10,2.3,5.0,0.4
1986/1/11,2.2,5.1,-1.6
1986/1/12,2.4,7.4,-1.4
1986/1/13,3.1,7.6,-1.7
1986/1/14,4.7,7.4,2.0
1986/1/15,5.7,9.6,1.6
1986/1/16,7.4,12.5,3.4
1986/1/17,7.5,12.4,3.3
1986/1/18,6.0,10.7,2.7
1986/1/19,5.8,11.8,0.7
1986/1/20,6.4,11.2,1.8
1986/1/21,6.0,10.0,2.8
1986/1/22,3.4,7.1,1.8
1986/1/23,4.7,7.6,1.8
1986/1/24,5.1,10.1,2.6
1986/1/25,3.8,6.4,1.9
1986/1/26,2.7,5.7,-0.6
1986/1/27,2.5,5.6,0.3
1986/1/28,3.8,7.0,-0.1
1986/1/29,5.3,9.0,1.0
1986/1/30,5.2,9.8,0.4
1986/1/31,6.6,11.0,4.0
1986/2/1,5.0,8.0,3.2
1986/2/2,4.6,9.0,1.8
1986/2/3,4.1,10.6,-0.6
1986/2/4,3.0,6.5,-0.4
1986/2/5,2.8,7.2,-1.2
1986/2/6,2.9,6.9,-1.2
1986/2/7,2.6,5.4,-1.2
1986/2/8,2.5,5.7,-0.4
1986/2/9,2.2,6.0,-1.8
1986/2/10,2.5,5.8,0.5
1986/2/11,2.4,5.3,-0.2
1986/2/12,4.0,8.1,1.3
1986/2/13,5.8,11.0,-0.8
1986/2/14,7.1,7.6,6.1
1986/2/15,5.8,10.1,0.6
1986/2/16,0.3,3.8,-2.1
1986/2/17,2.4,7.3,-1.8
1986/2/18,2.9,6.5,-0.1
1986/2/19,6.6,11.0,4.2
1986/2/20,5.3,10.3,0.6
1986/2/21,4.6,8.6,2.2
1986/2/22,4.5,8.4,-0.1
1986/2/23,5.8,10.5,1.4
1986/2/24,2.3,5.8,0.3
1986/2/25,2.2,5.7,-1.1
1986/2/26,4.2,8.3,-1.4
1986/2/27,5.0,8.1,0.7
1986/2/28,2.4,8.2,-0.3
1986/3/1,3.5,8.4,-1.2
1986/3/2,3.1,6.9,0.8
1986/3/3,3.8,9.7,-0.9
1986/3/4,4.4,8.4,0.9
1986/3/5,5.5,11.6,-0.1
1986/3/6,7.3,12.3,4.0
1986/3/7,8.5,15.8,3.1
1986/3/8,8.7,15.2,2.4
1986/3/9,12.1,19.0,4.9
1986/3/10,12.5,17.3,9.5
1986/3/11,7.7,9.5,6.8
1986/3/12,8.1,12.9,4.0
1986/3/13,10.0,16.4,3.4
1986/3/14,8.9,11.3,6.8
1986/3/15,13.5,18.2,10.6
1986/3/16,10.2,14.9,5.0
1986/3/17,6.7,12.0,3.9
1986/3/18,6.2,9.0,2.1
1986/3/19,10.0,12.1,6.3
1986/3/20,7.4,11.2,4.4
1986/3/21,7.0,11.9,4.6
1986/3/22,8.0,12.7,3.3
1986/3/23,5.8,7.4,4.5
1986/3/24,6.9,10.9,3.7
1986/3/25,8.0,12.9,3.8
1986/3/26,9.3,15.6,2.2
1986/3/27,11.9,18.2,4.8
1986/3/28,10.5,12.4,9.9
1986/3/29,11.5,15.7,7.9
1986/3/30,10.7,17.1,5.4
1986/3/31,10.6,15.6,6.0
1986/4/1,9.4,15.0,3.4
1986/4/2,11.6,17.9,4.3
1986/4/3,13.9,19.9,7.5
1986/4/4,13.1,15.1,11.3
1986/4/5,13.1,18.1,8.3
1986/4/6,12.1,18.7,5.3
1986/4/7,8.1,12.1,5.3
1986/4/8,10.2,16.0,2.2
1986/4/9,14.8,20.0,11.6
1986/4/10,16.1,20.7,12.6
1986/4/11,13.1,16.5,7.8
1986/4/12,10.8,15.4,5.7
1986/4/13,12.9,18.8,5.9
1986/4/14,15.6,24.0,8.2
1986/4/15,14.0,16.5,11.2
1986/4/16,11.3,15.7,6.6
1986/4/17,13.2,19.7,5.2
1986/4/18,15.3,20.0,12.1
1986/4/19,16.1,19.9,12.1
1986/4/20,19.2,24.3,14.9
1986/4/21,19.4,23.9,14.7
1986/4/22,17.4,22.8,13.2
1986/4/23,17.1,22.1,12.5
1986/4/24,18.6,24.9,11.9
1986/4/25,19.6,24.6,14.7
1986/4/26,20.1,25.3,15.4
1986/4/27,19.9,21.8,16.9
1986/4/28,14.0,20.1,12.2
1986/4/29,15.7,22.6,10.4
1986/4/30,16.8,22.8,9.9
1986/5/1,18.8,24.1,14.7
