ダウンロードした時刻：2019/10/10 16:22:48

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,10.8,16.9,6.3
1980/12/2,12.7,18.5,7.5
1980/12/3,11.5,14.9,7.3
1980/12/4,8.0,9.8,5.1
1980/12/5,7.4,11.4,2.9
1980/12/6,8.7,14.9,2.5
1980/12/7,10.6,12.9,8.3
1980/12/8,9.1,12.0,3.7
1980/12/9,7.3,11.8,3.1
1980/12/10,8.5,12.6,5.7
1980/12/11,13.5,16.6,5.3
1980/12/12,6.3,16.1,2.2
1980/12/13,4.0,5.6,1.9
1980/12/14,7.9,9.8,5.1
1980/12/15,6.1,7.9,4.5
1980/12/16,7.3,8.2,4.8
1980/12/17,6.5,10.1,2.8
1980/12/18,9.9,11.2,2.9
1980/12/19,8.0,10.6,6.5
1980/12/20,5.6,7.4,4.0
1980/12/21,4.6,8.3,0.4
1980/12/22,5.9,11.3,-1.2
1980/12/23,5.1,10.6,2.3
1980/12/24,7.2,8.9,3.2
1980/12/25,7.2,8.8,3.8
1980/12/26,5.0,9.1,3.1
1980/12/27,2.2,4.7,0.8
1980/12/28,2.4,3.2,0.6
1980/12/29,2.4,3.5,0.9
1980/12/30,3.6,5.6,1.6
1980/12/31,3.0,7.2,-1.6
1981/1/1,6.0,13.6,-2.0
1981/1/2,2.9,5.2,1.2
1981/1/3,3.1,3.9,1.6
1981/1/4,3.3,4.1,2.1
1981/1/5,4.1,5.1,3.2
1981/1/6,3.6,5.3,2.4
1981/1/7,4.6,8.3,1.0
1981/1/8,5.2,10.6,-1.3
1981/1/9,8.4,9.9,6.4
1981/1/10,4.8,8.4,0.4
1981/1/11,3.8,6.6,0.3
1981/1/12,6.3,7.1,5.6
1981/1/13,5.2,6.5,3.8
1981/1/14,3.3,8.0,-1.5
1981/1/15,6.4,13.8,-1.6
1981/1/16,3.3,6.1,1.0
1981/1/17,3.7,6.8,-0.7
1981/1/18,6.1,8.7,3.4
1981/1/19,6.3,7.6,5.1
1981/1/20,5.0,7.1,1.2
1981/1/21,4.7,6.1,2.7
1981/1/22,2.3,4.7,-1.7
1981/1/23,4.0,11.4,-4.1
1981/1/24,12.4,15.1,7.3
1981/1/25,5.5,7.6,1.9
1981/1/26,3.7,5.1,2.6
1981/1/27,4.5,7.1,2.1
1981/1/28,5.5,9.6,1.7
1981/1/29,5.1,7.5,2.2
1981/1/30,4.9,10.2,-1.4
1981/1/31,6.6,8.3,2.2
1981/2/1,6.6,7.9,5.4
1981/2/2,6.4,9.5,1.4
1981/2/3,5.0,7.5,2.8
1981/2/4,2.8,5.8,-0.8
1981/2/5,3.8,9.0,-1.3
1981/2/6,6.4,9.9,1.3
1981/2/7,5.8,6.9,5.0
1981/2/8,6.8,10.0,4.2
1981/2/9,8.3,11.7,4.0
1981/2/10,7.0,9.7,5.7
1981/2/11,5.9,9.7,-0.9
1981/2/12,10.3,14.9,-1.0
1981/2/13,13.6,17.3,11.5
1981/2/14,10.5,14.0,4.2
1981/2/15,10.7,16.6,4.1
1981/2/16,11.1,17.4,5.9
1981/2/17,7.4,10.6,6.8
1981/2/18,8.9,12.7,6.8
1981/2/19,8.6,11.0,4.9
1981/2/20,7.4,11.7,2.9
1981/2/21,5.2,8.1,2.8
1981/2/22,7.3,11.0,1.0
1981/2/23,10.6,12.5,9.4
1981/2/24,6.8,9.6,4.2
1981/2/25,0.5,4.2,-2.0
1981/2/26,-2.7,-1.6,-3.7
1981/2/27,-0.6,1.9,-2.3
1981/2/28,3.6,7.9,-3.4
1981/3/1,5.6,7.1,4.3
1981/3/2,7.5,11.5,3.7
1981/3/3,8.3,9.9,3.9
1981/3/4,9.1,11.0,7.7
1981/3/5,7.8,12.0,0.3
1981/3/6,6.7,11.4,0.6
1981/3/7,6.9,13.5,-2.4
1981/3/8,9.9,14.3,0.5
1981/3/9,8.7,12.5,5.5
1981/3/10,5.3,8.5,0.9
1981/3/11,7.1,11.9,0.8
1981/3/12,12.0,13.6,5.9
1981/3/13,14.5,17.5,12.8
1981/3/14,13.3,14.8,10.6
1981/3/15,8.4,10.6,7.1
1981/3/16,8.0,10.6,5.5
1981/3/17,10.8,15.0,5.8
1981/3/18,11.0,16.4,4.9
1981/3/19,12.0,14.7,8.3
1981/3/20,14.8,18.6,11.2
1981/3/21,12.4,14.6,10.6
1981/3/22,12.6,18.8,5.8
1981/3/23,12.1,17.8,7.0
1981/3/24,15.1,17.0,8.9
1981/3/25,14.4,17.9,12.2
1981/3/26,9.6,13.9,7.2
1981/3/27,8.5,13.3,6.0
1981/3/28,10.7,13.7,6.5
1981/3/29,11.4,15.3,8.8
1981/3/30,13.1,17.2,10.6
1981/3/31,12.3,16.4,9.4
